source,target,annotation
"The reason might just be that he or she just wants to "" decorate "" his or her face .","The reason might just be that they just wants "" want "" his or her their",A 6 9|||Pref|||they|||REQUIRED|||-NONE-|||0; A 9 10|||Rloc-||||||REQUIRED|||-NONE-|||0; A 10 11|||SVA|||want|||REQUIRED|||-NONE-|||0; A 15 18|||Pref|||their|||REQUIRED|||-NONE-|||0
But there is possibility that the person on the other side is deceiving you in order to obtain your information against you .,But there is a possibility that the person on the other side is deceiving you in order to obtain your against .,A 3 3|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 20 21|||Prep||||||REQUIRED|||-NONE-|||0; A 21 22|||Rloc-||||||REQUIRED|||-NONE-|||0
No pledge of authenticity risks people 's information and privacy that are shared on social media sites .,No pledge of authenticity protects people 's information and privacy that is shared on social media sites .,A 4 5|||Wci|||protects|||REQUIRED|||-NONE-|||0; A 11 12|||SVA|||is|||REQUIRED|||-NONE-|||0
"To sum up , social media has advantages and disadvantages in people 's daily life .","To sum up , social media has advantages and disadvantages in people 's daily lives .",A 14 15|||Nn|||lives|||REQUIRED|||-NONE-|||0
It shortens the distance between people from all over the world and makes instant communication possible .,It shortens the distance between people from all over the world and makes instant communication possible .,NONE
And it becomes more convenient to obtain and update information by using social media .,And it becomes more convenient to obtain and update information by using social media .,NONE
"On the contrary , social media makes people lose their ability to communicate effectively in their real lives and makes people risk exposing their privacy to those whose identity can not be verified on the social media sites .","On the contrary , social media makes people lose their ability to communicate effectively in their real lives and makes people risk exposing their privacy to those whose identity can not be verified on social media sites .",A 34 35|||ArtOrDet||||||REQUIRED|||-NONE-|||0
How do social media help change our lives ?,How does social media help change our lives ?,A 1 2|||SVA|||does|||REQUIRED|||-NONE-|||0
"As the development of the technology , social media becomes more and more significant role in the whole world .","With the development of technology , social media becomes has taken on a and more significant role throughout the whole world .",A 0 1|||Prep|||With|||REQUIRED|||-NONE-|||0; A 4 5|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 9 10|||Wci|||has taken on|||REQUIRED|||-NONE-|||0; A 10 10|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 15 16|||Prep|||throughout|||REQUIRED|||-NONE-|||0
Everyone in the world can not stop using it every day to express their feelings or ideas and a log of other stuff which helps their friends know their lives better .,No one in the world can stop using it every day to express their feelings or ideas and a log to other stuff things helps their friends know to understand lives better .,A 0 1|||Wci|||No one|||REQUIRED|||-NONE-|||0; A 5 6|||Wci||||||REQUIRED|||-NONE-|||0; A 19 20|||Mec|||to|||REQUIRED|||-NONE-|||0; A 22 23|||Wtone|||things|||REQUIRED|||-NONE-|||0; A 27 28|||Wci|||to understand|||REQUIRED|||-NONE-|||0
"However , it also raised the concerns about whether it brings us more benefits or a human disaster .","However , it has also the concerns about whether it bring brings us more benefits or a crisis disaster .",A 3 3|||V0|||has|||REQUIRED|||-NONE-|||0; A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 10 10|||Vm|||will|||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||bring|||REQUIRED|||-NONE-|||0; A 17 18|||Wci|||crisis|||REQUIRED|||-NONE-|||0
"Although it helps to connect us with our friends wherever we are , it at the same time reduces the chance for us to talk to our friends face to face which may affect our interpersonal skills .","Although it helps to connect us with our friends wherever we are , at the same time it reduces the chance for us to talk to our friends face to face which may affect our , interpersonal skills .","A 13 18|||WOinc|||at the same time it|||REQUIRED|||-NONE-|||0; A 31 31|||Mec|||,|||REQUIRED|||-NONE-|||0"
"Thus , whether there are more advantages or disadvantages becomes a tough question for every human being .","Thus , whether there are more advantages or disadvantages becomes a tough question for every human being .",NONE
Many people says they will support the social media since it really helps them to have a closer view about how their friends are going in other parts of the world .,Many people say that they will the social media since it really helps them to have a closer view of what their friends are doig in other parts of the world .,A 2 3|||SVA|||say|||REQUIRED|||-NONE-|||0; A 3 3|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 19 20|||Prep|||of|||REQUIRED|||-NONE-|||0; A 20 21|||Wci|||what|||REQUIRED|||-NONE-|||0; A 24 25|||Wci|||doig|||REQUIRED|||-NONE-|||0
This is especially to people who are overseas .,This is especially for to people who are overseas .,A 3 3|||Others|||true|||REQUIRED|||-NONE-|||0; A 3 4|||Prep|||for|||REQUIRED|||-NONE-|||0
"To them , social media is the only resource they can approach to know everything happened in their home country and the way they can use to show their lives to their lovers as well .","To them , social media is the only resource they can use to know everything that is happening in their home country , and only the way can to show their lives to their loved ones as well .","A 11 12|||Wci|||use|||REQUIRED|||-NONE-|||0; A 15 16|||Vform|||that is happening|||REQUIRED|||-NONE-|||0; A 20 20|||Mec|||,|||REQUIRED|||-NONE-|||0; A 22 22|||Others|||only|||REQUIRED|||-NONE-|||0; A 25 26|||Rloc-||||||REQUIRED|||-NONE-|||0; A 26 27|||Prep||||||REQUIRED|||-NONE-|||0; A 32 33|||Wci|||loved ones|||REQUIRED|||-NONE-|||0"
"What 's more , these days social media plays an important role in spreading the information .","What is more , these days social media plays an important role in spreading information .",A 1 2|||Wtone|||is|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Nowadays , people can just easily put their renting information on their facebook account and wait for the response from others who are from different parts of the world which brings us a huge amount of convenience .","Nowadays , people can easily put their renting on their facebook account Facebook wait for the response a others who are from different in of the world which brings , us a huge amount of convenience .","A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 8 9|||Um||||||REQUIRED|||-NONE-|||0; A 12 13|||Mec|||Facebook|||REQUIRED|||-NONE-|||0; A 17 18|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 23 24|||Prep|||in|||REQUIRED|||-NONE-|||0; A 29 29|||Mec|||,|||REQUIRED|||-NONE-|||0"
It is quite significant especially for those young teenagers since they would rather go to these sites to see the news and know what happened in this world than read the newspaper every day .,It is significant especially significant those young since they would rather go to these sites to see the news and know what happened find out this is happening than the the newspaper every a .,A 2 3|||Rloc-||||||REQUIRED|||-NONE-|||0; A 3 5|||WOadv|||especially significant|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 22 23|||Wci|||find out|||REQUIRED|||-NONE-|||0; A 24 25|||Vt|||is happening|||REQUIRED|||-NONE-|||0; A 26 27|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 30 31|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
"However , there are also a great amount of people who against this technology .","However , there are also a great number of people who are against this technology .",A 7 8|||Wci|||number|||REQUIRED|||-NONE-|||0; A 11 11|||V0|||are|||REQUIRED|||-NONE-|||0
They worry a lot about the bad effect on the teenagers who are still developing themselves .,They worry a lot about the bad effects on teenagers who are still developing themselves,A 7 8|||Nn|||effects|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 15 16|||Rloc-||||||REQUIRED|||-NONE-|||0
They pointed that actually social media reduces the chance for us to talk to people around us face to face .,They have pointed out that social media actually reduces the chance for chances to talk to people around the us face to face .,A 1 2|||V0|||have pointed out|||REQUIRED|||-NONE-|||0; A 3 6|||WOadv|||social media actually|||REQUIRED|||-NONE-|||0; A 8 9|||Nn|||chances|||REQUIRED|||-NONE-|||0; A 14 14|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
"The more we care about facebook , the less time we will have to spend with our friends .","The more we care about Facebook , the less time we will have to spend with our friends .",A 5 6|||Mec|||Facebook|||REQUIRED|||-NONE-|||0
"Nowadays , it is quite common to see on some party , people would more prefer looking at their phones and reading all the posts on facebook if they feel bored .","Nowadays , it is quite common to see at some party people that would prefer looking to look their phones and reading read the posts on facebook Facebook they feel bored .",A 8 9|||Prep|||at|||REQUIRED|||-NONE-|||0; A 11 12|||Mec||||||REQUIRED|||-NONE-|||0; A 12 12|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 14 15|||Rloc-||||||REQUIRED|||-NONE-|||0; A 16 17|||Vform|||to look|||REQUIRED|||-NONE-|||0; A 21 22|||Vform|||read|||REQUIRED|||-NONE-|||0; A 26 27|||Mec|||Facebook|||REQUIRED|||-NONE-|||0
"It makes people worry since if all the teenagers continue using social media frequently , they will decrease the ability to talk to people .","It makes people worry , since if the teenagers continue to use social media frequently , they will decrease their ability to talk to people .","A 4 4|||Mec|||,|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||to use|||REQUIRED|||-NONE-|||0; A 18 19|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0"
They will feel it becomes difficult for them to find any topics to communicate with other people .,They feel that it will become difficult for them to find any topics to communicate with of discussion .,A 1 5|||WOinc|||feel that it will become|||REQUIRED|||-NONE-|||0; A 12 13|||Prep|||of|||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||discussion|||REQUIRED|||-NONE-|||0
"Personally , I strongly agree that social media brings more disadvantages compared to advantages it gives us .","Personally , I strongly agree that social media brings more disadvantages than advantages it to .",A 11 12|||Wci|||than|||REQUIRED|||-NONE-|||0; A 12 13|||Prep||||||REQUIRED|||-NONE-|||0; A 14 16|||Prep|||to|||REQUIRED|||-NONE-|||0
"Although it is really useful when we need to use it to let other people know we really live a good life , it wastes us a lot of time as well .","Although it is really useful when we need to use it to let other people know we live a good life , it wastes us a lot of our as well .",A 17 18|||Rloc-||||||REQUIRED|||-NONE-|||0; A 25 29|||WOinc|||a lot of our|||REQUIRED|||-NONE-|||0
"Think in another way , if we put those time we spend on wandering on those sites , we may already finish one book or do other more meaningful things .","Thinking in another way , if we took the time we spend wandering those sites , we may already could one book a do other more meaningful , things , .","A 0 1|||Vform|||Thinking|||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||took|||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 12 13|||Prep||||||REQUIRED|||-NONE-|||0; A 13 14|||Rloc-||||||REQUIRED|||-NONE-|||0; A 19 20|||Vm|||could|||REQUIRED|||-NONE-|||0; A 22 23|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 27 27|||Mec|||,|||REQUIRED|||-NONE-|||0; A 29 29|||Mec|||,|||REQUIRED|||-NONE-|||0"
We should keep in mind that there are still ways for us to contact with our family or friends .,We should keep in mind that there are still ways for us to contact our family or and .,A 14 15|||Prep||||||REQUIRED|||-NONE-|||0; A 17 18|||Trans|||and|||REQUIRED|||-NONE-|||0
Everything will be bad if we do n't know how to use them wisely no matter whether it is really good or not .,"Things will be bad if we do not know how to use social media wisely , no matter whether it actually really good or not .","A 0 1|||Wform|||Things|||REQUIRED|||-NONE-|||0; A 7 8|||Wtone|||not|||REQUIRED|||-NONE-|||0; A 12 13|||Others|||social media|||REQUIRED|||-NONE-|||0; A 14 14|||Mec|||,|||REQUIRED|||-NONE-|||0; A 19 20|||Wci|||actually|||REQUIRED|||-NONE-|||0"
"As a result , it is important for people to know that we need to be cautious about the time we spend on these social media .","As a result , it is important for people to know that we need to be cautious about the time we spend on these social media sites .",A 26 26|||Others|||sites|||REQUIRED|||-NONE-|||0
"As stated above , I strongly believe that if we can use social media wisely rather than abusing it , we will all live a better life .","As stated above , I strongly believe that if we can use social media wisely rather than abusing it , we will all live better life lives",A 24 25|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 26 27|||Nn|||lives|||REQUIRED|||-NONE-|||0
The advantage and disadvantage of social media,The advantages and disadvantages of social media,A 1 2|||Nn|||advantages|||REQUIRED|||-NONE-|||0; A 3 4|||Nn|||disadvantages|||REQUIRED|||-NONE-|||0
"Nowadays , as the technology is becoming increasingly advanced , more and more social media sites are showing up in our daily life .","Nowadays , as technology is becoming increasingly advanced , more and more social media sites are showing up in our daily life lives",A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 22 23|||Nn|||lives|||REQUIRED|||-NONE-|||0
"You can see people playing Facebook , Twitter through their smart phones or ipad on buses or on trains .",You can see people playing on Facebook Twitter and through their smart phones or iPads on buses or on trains .,A 5 7|||Prep|||on Facebook|||REQUIRED|||-NONE-|||0; A 7 7|||Trans|||and|||REQUIRED|||-NONE-|||0; A 13 14|||Nn|||iPads|||REQUIRED|||-NONE-|||0
Some may say that the appearance for these modern media will reduce the chance for people to communicate face to face .,Some may say that the appearance of this modern media will reduce the chances for people to communicate face to face .,A 6 7|||Prep|||of|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet|||this|||REQUIRED|||-NONE-|||0; A 13 14|||Nn|||chances|||REQUIRED|||-NONE-|||0
This essay will illustrate the pros and cons of using social media in modern society .,This essay will illustrate the pros and cons of using social media in modern society .,NONE
"Firstly of all , social media can make it more convenient for people to make friends and contact each other .","First of all , social media can make it more convenient for people to make friends and contact each other .",A 0 1|||Wform|||First|||REQUIRED|||-NONE-|||0
"Years ago when these modern products have not been popular , the way for people to communicate or contact people far way are still restricted in making phone calls , sending emails or writing letters .","Years ago , when these modern were have yet been popular , the way for people to communicate or contact people away was are still to in making phone calls , sending emails or writing letters .","A 2 2|||Mec|||,|||REQUIRED|||-NONE-|||0; A 6 7|||Wci|||were|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||yet|||REQUIRED|||-NONE-|||0; A 21 22|||Mec|||away|||REQUIRED|||-NONE-|||0; A 22 23|||Vt|||was|||REQUIRED|||-NONE-|||0; A 25 26|||Prep|||to|||REQUIRED|||-NONE-|||0"
Some will take long time and some are not efficient enough for people to get their response .,Some will take long time and some are not efficient enough for people to get their response quickly .,A 17 17|||Others|||quickly|||REQUIRED|||-NONE-|||0
"However , social media solves these problems well .","However , social media solves these problems well .",NONE
People can contact their friends on the internet and get their reply very fast .,People can contact their friends on the internet and get their replies very fast .,A 11 12|||Nn|||replies|||REQUIRED|||-NONE-|||0
The communication is also not limited in words .,communication Communication also not limited in to .,A 0 1|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||Communication|||REQUIRED|||-NONE-|||0; A 6 7|||Prep|||to|||REQUIRED|||-NONE-|||0
People can express themselves through pictures or emotions .,People can express themselves through pictures or emotions .,NONE
People can also get to know their friends ' state and mood by looking at their posts on line .,People can also get to know their friends ' state of mind moods mood by looking at their online line .,A 10 10|||Others|||of mind|||REQUIRED|||-NONE-|||0; A 11 12|||Nn|||moods|||REQUIRED|||-NONE-|||0; A 17 19|||Mec|||online|||REQUIRED|||-NONE-|||0
"Moreover , people can be aware of what is going on in social situation and see the comments online and share their opinions on these websites .","Moreover , people can become aware of what is going on in social situations and see comments online and share their opinions on these websites .",A 4 5|||Wci|||become|||REQUIRED|||-NONE-|||0; A 13 14|||Nn|||situations|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0
These social media makes people 's life much more colorful and provide a lot of fun .,social Social makes people 's life lives more colorful and provide a lot of fun .,A 0 1|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 1 2|||Mec|||Social|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||lives|||REQUIRED|||-NONE-|||0
"However , social media may do some harm to people 's life .","However , social media may do some harm to people 's lives .",A 11 12|||Nn|||lives|||REQUIRED|||-NONE-|||0
It will make people spend more time on chatting on the internet rather than communicate face to face such that the interpersonal skill will be badly affected .,"It will make people spend more time chatting on the internet rather than communicate communicating to face such , that their interpersonal skills will be badly affected .","A 7 8|||Prep||||||REQUIRED|||-NONE-|||0; A 14 15|||Vform|||communicating|||REQUIRED|||-NONE-|||0; A 18 18|||Mec|||,|||REQUIRED|||-NONE-|||0; A 20 21|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 22 23|||Nn|||skills|||REQUIRED|||-NONE-|||0"
Some people spend a lot of time in it and forget their real life .,Some people spend a lot of time on it and forget their real lives .,A 7 8|||Prep|||on|||REQUIRED|||-NONE-|||0; A 13 14|||Nn|||lives|||REQUIRED|||-NONE-|||0
"Actually , I have seen some people are very funny and interesting when I am chatting with them online .","Actually , I have seen that some people are very funny and interesting when I am chatting with them online .",A 5 5|||Ssub|||that|||REQUIRED|||-NONE-|||0
"However , they behave quite boring when I talk to them in real life .","However , they behave quite boringly when I talk to them in real life .",A 5 6|||Wform|||boringly|||REQUIRED|||-NONE-|||0
Teenagers are developing their interpersonal skills and social skills when they are growing up .,Teenagers are developing their interpersonal skills and social skills while they are growing up .,A 9 10|||Prep|||while|||REQUIRED|||-NONE-|||0
"If they spend too much time on these social media , it may cause some problems to their mental development .","If they spend too much time on these social media sites , it may cause some for to their mental development .",A 10 10|||Others|||sites|||REQUIRED|||-NONE-|||0; A 16 17|||Prep|||for|||REQUIRED|||-NONE-|||0
They may feel uncomfortable when they communicate with people face to face .,They may feel uncomfortable when they communicate with people face to face .,NONE
Some may share fewer and fewer time with their family and not knowing how to express themselves .,Some may spend less and less time with their family and families knowing how know express themselves .,A 2 3|||Wci|||spend|||REQUIRED|||-NONE-|||0; A 3 6|||Wci|||less and less|||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||families|||REQUIRED|||-NONE-|||0; A 12 13|||Vform|||know|||REQUIRED|||-NONE-|||0
"Moreover , some wrong values on the websites will affect teenagers and confuse them .","Moreover , some bad values on the websites will affect teenagers and confuse them .",A 3 4|||Wci|||bad|||REQUIRED|||-NONE-|||0
Some may even do something wrong .,Some may even do something wrong .,NONE
"In conclusion , the showing up of social media sites is a double edged sword .","In conclusion , the rise of social media sites is a double edged sword .",A 4 6|||Wci|||rise|||REQUIRED|||-NONE-|||0
It can make our life simpler .,It can make our lives simpler .,A 4 5|||Nn|||lives|||REQUIRED|||-NONE-|||0
People can promote their friendship and relationship through these social media .,People can promote their friendships and relationships through social media .,A 4 5|||Nn|||friendships|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||relationships|||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Whereas , it can also make people forget to communicate to their family and friends in the real life and affect negatively to their interpersonal skills .",it can It make people forget to communicate to their with and friends in the real and affect negatively to anegatively affect skills,A 0 2|||Rloc-||||||REQUIRED|||-NONE-|||0; A 2 3|||Mec|||It|||REQUIRED|||-NONE-|||0; A 10 11|||Prep|||with|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 20 22|||WOadv|||anegatively affect|||REQUIRED|||-NONE-|||0; A 22 23|||Prep||||||REQUIRED|||-NONE-|||0
"But overall , the advantages far outweigh its disadvantage .","But overall , the advantages far outweigh the disadvantages .",A 7 8|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 8 9|||Nn|||disadvantages|||REQUIRED|||-NONE-|||0
So we need to make best use of these social media and make it a fun way of adding some excitement when life is boring .,So we need to make best use of social media and make it a fun way of adding some excitement when life is boring .,A 8 9|||ArtOrDet||||||REQUIRED|||-NONE-|||0
And try to bypass the shortcomings .,And try to bypass the shortcomings .,NONE
Remember to send greetings to our friends and family frequently .,We should remember to send greetings to our friends and family frequently .,A 0 1|||Others|||We should remember|||REQUIRED|||-NONE-|||0
"Nowadays , with the advancement of technology , it is easy to communicate wherever you are .","Nowadays , with the advancement of technology , it is easy to communicate wherever you are .",NONE
The appearance of social media sites truly connects people closely .,The appearance of social media sites connects closely connects people,A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0; A 7 10|||WOadv|||closely connects people|||REQUIRED|||-NONE-|||0
People can know their friends ' recently looks and interesting things happens on that people just by checking their facebook or other social media sites .,People can know their friends ' recent looks and the interesting happening to that people just by checking their Facebook or other social media sites .,A 6 7|||Wform|||recent|||REQUIRED|||-NONE-|||0; A 9 9|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 11 12|||Vform|||happening|||REQUIRED|||-NONE-|||0; A 12 13|||Prep|||to|||REQUIRED|||-NONE-|||0; A 13 14|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 19 20|||Mec|||Facebook|||REQUIRED|||-NONE-|||0
We can not deny that the social media sites truly make the old friends do not lose the information and the chances to communicate with you even you are in a different country .,We can not deny that social media sites truly make the old friends do not lose the and contact chances to ability with you even you are in a different country .,A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 11 11|||Others|||sure that|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 17 18|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 18 19|||Wci|||contact|||REQUIRED|||-NONE-|||0; A 21 22|||Wci|||ability|||REQUIRED|||-NONE-|||0
"However , the social media sites truly reduce the communication in face-to-face which truly affects interpersonal skills .","However , social media sites truly the communication face-to-face face-to-face communication , interpersonal skills .","A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 9 12|||WOadv|||face-to-face communication ,|||REQUIRED|||-NONE-|||0"
There are two advantages and two disadvantages of using the social media in people 's daily life .,There are two advantages and two disadvantages of using social media in people 's daily life lives,A 9 10|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 16 17|||Nn|||lives|||REQUIRED|||-NONE-|||0
"Firstly , the social media sites can connect people with their friends and parents closely .","Firstly , social media sites can connect people with their friends and parents closely",A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 14 15|||Rloc-||||||REQUIRED|||-NONE-|||0
"By typing the words and showing the pictures , people can express their emotions that they are too shy to express .","By typing words and showing posting , people can express their emotions the they are too would otherwise be to express .",A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 5 6|||Wci|||posting|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 16 17|||Others|||would otherwise be|||REQUIRED|||-NONE-|||0
"For example , on mother 's day , people are shy to say "" I love you "" to their mothers so they can type it on his or her mother 's facebook page .","For example , on Mother 's Day , people who too are shy to say "" I love you "" to so they can type it on their mother 's facebook page Facebook",A 4 5|||Mec|||Mother|||REQUIRED|||-NONE-|||0; A 6 7|||Mec|||Day|||REQUIRED|||-NONE-|||0; A 9 9|||Pref|||who|||REQUIRED|||-NONE-|||0; A 10 10|||Others|||too|||REQUIRED|||-NONE-|||0; A 21 23|||Rloc-||||||REQUIRED|||-NONE-|||0; A 27 30|||Pref|||their|||REQUIRED|||-NONE-|||0; A 32 33|||Mec|||Facebook|||REQUIRED|||-NONE-|||0
Then his or her mother will also know the emotion and feel warm .,Then their mother will also know the experience and feel warm . loved,A 1 4|||Pref|||their|||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||experience|||REQUIRED|||-NONE-|||0; A 12 13|||Wci|||loved|||REQUIRED|||-NONE-|||0
"On the other hand , when the teenager is studying in a foreign country , the internet is the only way that he can communicate with their parents and friends .","On the other hand , when a teenager is studying in a foreign country , the internet is the only way that they can communicate with their parents and friends .",A 6 7|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 22 23|||Pref|||they|||REQUIRED|||-NONE-|||0
"Therefore , the social media is truly good for people .","Therefore , the social media is truly good for people .",NONE
"Secondly , the social media sites can not only connect people with their friends closely .","Secondly , social media sites can only connect people with their friends closely .",A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0
"People can also know much information about the celebrity in Twitter and Facebook such as Obama , Bill Gates and get the first-hand study materials on it .","People can also learn much information about celebrity celebrities on and Facebook such as Obama , and Gates and get the study materials information . about them",A 3 4|||Wci|||learn|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 8 9|||Nn|||celebrities|||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||on|||REQUIRED|||-NONE-|||0; A 16 17|||Trans|||and|||REQUIRED|||-NONE-|||0; A 21 22|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 23 25|||Wci|||information|||REQUIRED|||-NONE-|||0; A 25 26|||Prep|||about|||REQUIRED|||-NONE-|||0; A 26 27|||Pref|||them|||REQUIRED|||-NONE-|||0
They can learn how these people succeed and they can also have the chance to talk with them and know these famous persons ' thought by using the social media .,They can learn how these people succeed and they can also have the chance to talk with them and hear these famous people 's ' thoughts by using social media .,A 19 20|||Wci|||hear|||REQUIRED|||-NONE-|||0; A 22 23|||Npos|||people 's|||REQUIRED|||-NONE-|||0; A 24 25|||Nn|||thoughts|||REQUIRED|||-NONE-|||0; A 27 28|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"On the other hand , with the help of social media , some homeless people or someone who need the money to cure the disease can get the help from the world quickly because once one person know the information , his or her will share it to their "" friends area "" , then many people will know it and spread the information to the person who can give help .","On the other hand , with the help of social media , some homeless people or someone who needs money to cure the their can get the from the world quickly because once one person know the knows , his or they it to their "" friends on "" , then many people will and know it and spread about the information to the person can people help . offer",A 18 19|||SVA|||needs|||REQUIRED|||-NONE-|||0; A 19 20|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 23 24|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 27 28|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 37 38|||SVA|||knows|||REQUIRED|||-NONE-|||0; A 41 44|||Pref|||they|||REQUIRED|||-NONE-|||0; A 47 48|||Prep|||on|||REQUIRED|||-NONE-|||0; A 54 54|||Trans|||and|||REQUIRED|||-NONE-|||0; A 59 59|||Prep|||about|||REQUIRED|||-NONE-|||0; A 65 66|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 66 67|||Nn|||people|||REQUIRED|||-NONE-|||0; A 69 70|||Wci|||offer|||REQUIRED|||-NONE-|||0
"On the other hand , there are also problems with the population of the social media .","On the other hand , there are also problems with the use of social media .",A 11 12|||Wci|||use|||REQUIRED|||-NONE-|||0; A 13 14|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Firstly , when people rely on the social media to communicate with their friends and parents , they will accustom to communicate by typing and not talking .","Firstly , when people rely on social media to communicate with their friends and parents , they will accustom become accustomed communicate communicating typing and not talking .",A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 19 20|||V0|||become accustomed|||REQUIRED|||-NONE-|||0; A 21 22|||Vform|||communicating|||REQUIRED|||-NONE-|||0
People even prefer talk to their friends and meet their friends online and gradually reject face-to-face communication .,People will even prefer talk to their friends and meet their friends online will and gradually reject face-to-face communication .,A 1 1|||Vm|||will|||REQUIRED|||-NONE-|||0; A 13 13|||Vm|||will|||REQUIRED|||-NONE-|||0
"Therefore , the social media truly limit the interpersonal skills such that people lose the chance and the ability to practice talking and connect the relation between him and their friends .","Therefore , social media truly limit limits skills such that so lose the chance and the ability to practice talking and connect the strengthening between relationships and them friends .",A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 6 7|||SVA|||limits|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 10 11|||Trans|||so|||REQUIRED|||-NONE-|||0; A 23 24|||Wci|||strengthening|||REQUIRED|||-NONE-|||0; A 25 26|||Wform|||relationships|||REQUIRED|||-NONE-|||0; A 27 28|||Pref|||them|||REQUIRED|||-NONE-|||0
