source,target,annotation
"Although sometimes those genuine sharing of information may be inappropriate or even harmful , such as prevalent using of vulgarity and harsh-meaning comments , we can minimize those repercussions through strict regulations of content online .","Although sometimes genuine sharing of information may be inappropriate or even harmful , such as prevalent the use of vulgarity and harsh comments , we can minimize those repercussions through strict regulation of online content .",A 2 3|||Rloc-||||||REQUIRED|||-NONE-|||0; A 16 16|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 17 18|||Vform|||use|||REQUIRED|||-NONE-|||0; A 21 22|||Rloc-|||harsh|||REQUIRED|||-NONE-|||0; A 31 32|||Nn|||regulation|||REQUIRED|||-NONE-|||0; A 33 35|||WOinc|||online content|||REQUIRED|||-NONE-|||0
Another advantage of social media is in aiding the spread of democracy .,Another advantage of social media is in aiding the spread of democracy .,NONE
People around the world could easily share their thoughts about their governments .,People around the world can easily share their thoughts about their governments .,A 4 5|||Vm|||can|||REQUIRED|||-NONE-|||0
That eliminates the incomplete information disadvantage for some remote rural regions where people are less aware of what actually is happening around them .,This eliminates the incomplete information disadvantage of some remote rural regions where people are less aware of what actually is happening around them .,A 0 1|||Pform|||This|||REQUIRED|||-NONE-|||0; A 6 7|||Prep|||of|||REQUIRED|||-NONE-|||0
One of the examples is the 2012 riots happened in Egypt and Zambia .,One of the examples is the 2012 riots that happened in Egypt and Zambia .,A 8 8|||Ssub|||that|||REQUIRED|||-NONE-|||0
The idea of searching for democracy is passed from Egyptians to people in Zambia quickly through the use of social media .,The idea of searching for democracy was passed from the Egyptians to of in Zambia quickly through the use of social media .,A 6 7|||Vt|||was|||REQUIRED|||-NONE-|||0; A 9 9|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 12 13|||Prep|||of|||REQUIRED|||-NONE-|||0
"However , as the government controls most of the media .","However , as the government controls most of the media,","A 9 11|||Srun|||media,|||REQUIRED|||-NONE-|||0"
These social media may be tools of their campaign and manipulating the thoughts of the public .,social media may be tools as a tool in their campaign and manipulate the thoughts of the public .,A 0 1|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 5 5|||V0|||used|||REQUIRED|||-NONE-|||0; A 5 6|||Prep|||as a tool|||REQUIRED|||-NONE-|||0; A 6 7|||Prep|||in|||REQUIRED|||-NONE-|||0; A 9 9|||Prep|||to|||REQUIRED|||-NONE-|||0; A 9 10|||Trans||||||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||manipulate|||REQUIRED|||-NONE-|||0
"For example , in 2012 general election is Singapore , Dr Tan Chee Keong made use of facebook to spread his campaign videos to the public .","For example , in the 2012 general in is Singapore , Dr Tan Chee used use facebook to spread his campaign videos to the public .",A 4 4|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 7 8|||Prep|||in|||REQUIRED|||-NONE-|||0; A 14 16|||Vform|||used|||REQUIRED|||-NONE-|||0; A 16 17|||Prep||||||REQUIRED|||-NONE-|||0
"Though because of this , social media is still a much fairer and more transparent online platform for the public to share ideas compared to other traditional medias .","Though because of this , social media is still a much fairer and more transparent online platform for the public to share their on ideas compared to other traditional medias .",A 22 22|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 23 23|||Prep|||on|||REQUIRED|||-NONE-|||0
Intensive use of Social media does reduce the time people spend in face-to-face communication .,Intensive use of Social media does reduce the time people spend on face-to-face communication .,A 11 12|||Prep|||on|||REQUIRED|||-NONE-|||0
It is commonly seen in a food court or restaurant that a group of people sitting together around a table with each of them having a cell phone in their hands .,It is normal to see that a group of people sitting around a table with each of them having a cell and for all in their have hands .,A 2 3|||Wci|||normal|||REQUIRED|||-NONE-|||0; A 3 4|||Vform|||to see|||REQUIRED|||-NONE-|||0; A 4 10|||WOinc||||||REQUIRED|||-NONE-|||0; A 10 11|||Ssub||||||REQUIRED|||-NONE-|||0; A 20 20|||WOinc|||in a food court or restaurant|||REQUIRED|||-NONE-|||0; A 20 21|||Prep|||and for|||REQUIRED|||-NONE-|||0; A 21 22|||Wci|||all|||REQUIRED|||-NONE-|||0; A 24 24|||Prep|||to|||REQUIRED|||-NONE-|||0; A 24 25|||Vform|||have|||REQUIRED|||-NONE-|||0
They are too busy with their way too many virtual friends and some of them neglect the feelings of their real-life friends .,They are so busy with their many virtual friends and some them that neglect the feelings of their real-life friends .,A 2 3|||Wci|||so|||REQUIRED|||-NONE-|||0; A 6 8|||Rloc-||||||REQUIRED|||-NONE-|||0; A 11 12|||Trans||||||REQUIRED|||-NONE-|||0; A 12 12|||Ssub|||that|||REQUIRED|||-NONE-|||0
"In this case , I have to say that to err is human .","In this case , I have to say that to err is human .",NONE
What we can do is to educate the public about the importance of their friends just by their side and teach them to manage their time well .,What we can do is educate the public about the importance of their the just their at and teach them to manage their time well .,A 5 6|||Prep||||||REQUIRED|||-NONE-|||0; A 13 14|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 15 16|||Rloc-||||||REQUIRED|||-NONE-|||0; A 16 17|||Prep|||at|||REQUIRED|||-NONE-|||0
"In conclusion , the use of social media has more advantages than disadvantages to our daily lifes .","In conclusion , the use of social media has more advantages than disadvantages on our daily lifes .",A 13 14|||Prep|||on|||REQUIRED|||-NONE-|||0
What we can do is to cautiously manage our time spent online and manage our words used online .,What we can do is cautiously manage our the spent spend online and manage the words use used online .,A 5 6|||Prep||||||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 10 10|||Pform|||we|||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||spend|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 16 16|||Pform|||we|||REQUIRED|||-NONE-|||0; A 16 17|||Vform|||use|||REQUIRED|||-NONE-|||0
"With the regulation of government and relevant authorities , the virtual world would be a better world .","With regulation of from the and relevant authorities , the virtual world could be a better place .",A 1 2|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 3 4|||Prep|||from|||REQUIRED|||-NONE-|||0; A 4 4|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 12 13|||Vm|||could|||REQUIRED|||-NONE-|||0; A 16 17|||Wci|||place|||REQUIRED|||-NONE-|||0
Social media sites ' role in connecting people around the world is undeniable .,Social media ' role in connecting people around the world is undeniable .,A 2 2|||Npos|||'s|||REQUIRED|||-NONE-|||0; A 2 4|||Rloc-||||||REQUIRED|||-NONE-|||0
"Thank to those social media , the communication among people all over the world is possible and can be done with ease .","Thanks to social media , the among people between over the world is possible and can be done with ease .",A 0 1|||Mec|||Thanks|||REQUIRED|||-NONE-|||0; A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||between|||REQUIRED|||-NONE-|||0
"Apart from the ease of communication despite of the distance , many other advantages such as knowledge sharing and trades can be done through social media as well .","As well as the ease of communication despite regardless the , many other there are advantages such as knowledge the sharing of knowledge trades can trading which done through social media as",A 0 2|||Wci|||As well as|||REQUIRED|||-NONE-|||0; A 6 7|||Wci|||regardless|||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 11 11|||V0|||there are|||REQUIRED|||-NONE-|||0; A 16 18|||WOinc|||the sharing of knowledge|||REQUIRED|||-NONE-|||0; A 19 20|||Wform|||trading|||REQUIRED|||-NONE-|||0; A 20 20|||Ssub|||which|||REQUIRED|||-NONE-|||0; A 26 28|||Rloc-||||||REQUIRED|||-NONE-|||0
"Nevertheless , with those advantages , some disadvantages may appear such as reduction in face-to-face human contact which affects interpersonal skills , privacy issue , as well as some frauds that can be done through social media .","Nevertheless , to these those advantages , some disadvantages may appear such a as reduction in face-to-face human could affect which affects interpersonal skills issues issue and as some the fraud can be done through social media .",A 2 2|||Trans|||in addition|||REQUIRED|||-NONE-|||0; A 2 3|||Prep|||to|||REQUIRED|||-NONE-|||0; A 3 4|||Pform|||these|||REQUIRED|||-NONE-|||0; A 12 12|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 18 19|||Vform|||could affect|||REQUIRED|||-NONE-|||0; A 23 25|||Nn|||issues|||REQUIRED|||-NONE-|||0; A 25 28|||Trans|||and|||REQUIRED|||-NONE-|||0; A 28 29|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 29 30|||Nn|||fraud|||REQUIRED|||-NONE-|||0
"Twitter , Facebook and Skype are some social media sites which enable us to keep in touch with our friends or family who are in other cities or countries .","Twitter , Facebook and Skype are some the of social media sites which enable us to keep in with our friends or family who are in other cities or countries .",A 7 7|||Prep|||of|||REQUIRED|||-NONE-|||0; A 7 7|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 18 19|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Through those sites we are able to talk to them , to know what their activities are and who their friends are , etc. From the surface point of view it is no doubt that these sites help us to have a better relationship with our relatives despite of the distance .","Through these sites we are able to talk to them , to know what their activities are and who their friends are , etc. From a surface point of view there is no doubt that these sites help us to maintain better relationship relationships our relatives despite regardless the .",A 1 2|||Pform|||these|||REQUIRED|||-NONE-|||0; A 25 26|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 30 31|||Pform|||there|||REQUIRED|||-NONE-|||0; A 40 41|||Wci|||maintain|||REQUIRED|||-NONE-|||0; A 41 42|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 43 44|||Nn|||relationships|||REQUIRED|||-NONE-|||0; A 47 48|||Wci|||regardless|||REQUIRED|||-NONE-|||0; A 49 50|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"The sharing of information can be done faster through social media as well , that is why nowadays many news publishers make their own social media account , for example Channel News Asia has a twitter account and will update its follower with headline news .","The sharing of information can be done faster through social media as well , that is why nowadays many news publishers have their own social media accounts . For example , Channel News Asia has a twitter account updates update its followers with headline news .","A 21 22|||Wci|||have|||REQUIRED|||-NONE-|||0; A 26 27|||Nn|||accounts|||REQUIRED|||-NONE-|||0; A 27 28|||Srun|||.|||REQUIRED|||-NONE-|||0; A 28 29|||Mec|||For|||REQUIRED|||-NONE-|||0; A 30 30|||Srun|||,|||REQUIRED|||-NONE-|||0; A 38 40|||Vform|||updates|||REQUIRED|||-NONE-|||0; A 41 42|||Nn|||followers|||REQUIRED|||-NONE-|||0"
That shows how actually news and information can be shared easily through social media .,This shows how news and information can be shared easily through social media .,A 0 1|||Pform|||This|||REQUIRED|||-NONE-|||0; A 3 4|||Rloc-||||||REQUIRED|||-NONE-|||0
"Furthermore , since many teenagers and young adults are fans of social media , these information can reach them easily without them need to watch or listen to the news reports .","Furthermore , since many teenagers and young adults are fans of social media , information can reach them easily without them need having watch or listen to the news reports .",A 14 15|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 22 23|||Wci|||having|||REQUIRED|||-NONE-|||0
"Due to the popularity of social media , many people start to do their business via these sites .","Due to the popularity of social media , many people have started to do their business via these sites .",A 10 11|||Vform|||have started|||REQUIRED|||-NONE-|||0
"More and more advertisements can be found on Facebook , whether it is our friends who sell their products or professional brands selling their products online , we can get to buy and contact the sellers through those sites , which can be considered as an advantage for us , the buyers .","More and more advertisements can be found on Facebook ; whether it is our friends who are selling their products or professional brands selling their products online , we can to and contact the sellers those sites , these can . This as an advantage for us , the buyers .",A 9 10|||Srun|||;|||REQUIRED|||-NONE-|||0; A 16 17|||Vform|||are selling|||REQUIRED|||-NONE-|||0; A 29 30|||Rloc-||||||REQUIRED|||-NONE-|||0; A 30 31|||Prep||||||REQUIRED|||-NONE-|||0; A 34 35|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 37 38|||Pform|||these|||REQUIRED|||-NONE-|||0; A 39 40|||Srun|||.|||REQUIRED|||-NONE-|||0; A 40 41|||Pform|||This|||REQUIRED|||-NONE-|||0
"However , is it the same when we keep in touch with someone virtually compared to when we meet them personally ?","However , is it the same when we keep in touch with someone virtually compared to when we meet them personally ?",NONE
I do think there is difference in it and I believe many of us will agree .,I do think there is difference it I believe many of us will agree .,A 6 7|||Prep||||||REQUIRED|||-NONE-|||0; A 7 8|||Rloc-||||||REQUIRED|||-NONE-|||0
"When we write or communicate virtually , we can hide our through feelings and many not become ourselves since we do not want the other party to judge us .","When we write or communicate virtually , we can hide our true feelings and may not be ourselves since we do not want the other party to judge us .",A 11 12|||Wci|||true|||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||may|||REQUIRED|||-NONE-|||0; A 16 17|||Wci|||be|||REQUIRED|||-NONE-|||0
"Other than that , sometimes the message of one party can not be delivered properly to the other one since the communication is done through written language , and thus the 'tone ' of the message sent and when it is received may be different .","As well as that , sometimes the message of one party can not be delivered properly to the other one since the communication is done through written language , ; 'tone ' of the message sent and when it received when it is received",A 0 2|||Wci|||As well as|||REQUIRED|||-NONE-|||0; A 27 28|||Srun|||;|||REQUIRED|||-NONE-|||0; A 28 30|||Rloc-||||||REQUIRED|||-NONE-|||0; A 37 38|||Trans||||||REQUIRED|||-NONE-|||0; A 38 42|||WOinc||||||REQUIRED|||-NONE-|||0; A 45 45|||WOinc|||when it is received|||REQUIRED|||-NONE-|||0
Many people are very brave in telling people about their opinions online but in real life some of them can be very shy and not outspoken at all .,Many people are very brave in tell people about their opinions online but in real life some of them can be very shy and not outspoken at all .,A 5 5|||Trans|||and|||REQUIRED|||-NONE-|||0; A 5 6|||Prep||||||REQUIRED|||-NONE-|||0; A 6 7|||Vform|||tell|||REQUIRED|||-NONE-|||0
This will lead to a bad inter-personal skill as well as a problem of trusts .,This leads to a bad inter-personal skill skills well as a of problems with trust,A 1 3|||Vform|||leads|||REQUIRED|||-NONE-|||0; A 7 8|||Nn|||skills|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||problems|||REQUIRED|||-NONE-|||0; A 13 14|||Prep|||with|||REQUIRED|||-NONE-|||0; A 14 15|||Nn|||trust|||REQUIRED|||-NONE-|||0
Nowadays we can not really trust new people whom we know from social media since we will never know whether they are even 'real' .,Nowadays we can not really trust the new who whom meet on from social media since do not never know whether they are even 'real' .,A 6 6|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 8 9|||Ssub|||who|||REQUIRED|||-NONE-|||0; A 10 11|||Wci|||meet|||REQUIRED|||-NONE-|||0; A 11 12|||Prep|||on|||REQUIRED|||-NONE-|||0; A 16 18|||Wci|||do not|||REQUIRED|||-NONE-|||0
Some people fake their identities in media sites so that they can know more people or some may even cheat others .,Some people fake their identities on media sites so that they can to get know more people or some may even cheat others .,"A 5 6|||Prep|||on|||REQUIRED|||-NONE-|||0; A 12 12|||V0|||get|||REQUIRED|||-NONE-|||0; A 12 12|||Prep|||to|||REQUIRED|||-NONE-|||0; A 15 15|||Srun|||,|||REQUIRED|||-NONE-|||0; A 15 16|||Trans||||||REQUIRED|||-NONE-|||0"
"In addition , privacy issue has become more popular nowadays since some people do not realize that they may actually share some information that they are not willing to share at the first place .","In addition , privacy issues have become more popular nowadays since some people do not realize that they may actually be sharing information that they are did not want share at the first in .",A 4 5|||Nn|||issues|||REQUIRED|||-NONE-|||0; A 5 6|||SVA|||have|||REQUIRED|||-NONE-|||0; A 20 21|||Vform|||be sharing|||REQUIRED|||-NONE-|||0; A 21 22|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 25 28|||Wci|||did not want|||REQUIRED|||-NONE-|||0; A 30 31|||Prep|||in|||REQUIRED|||-NONE-|||0
"Therefore , while social media sites are undoubtedly have benefits in our life , we should consider its drawbacks and thus use it wisely so that we can gain more of their benefits and it disadvantages us in the smallest way as possible .","Therefore , while social media sites undoubtedly have benefits their in our lives , we should consider their drawbacks and thus use them wisely so that we can make the most of of their benefits and it so that they us in the smallest way as .",A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0; A 9 9|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||lives|||REQUIRED|||-NONE-|||0; A 17 18|||Pform|||their|||REQUIRED|||-NONE-|||0; A 22 23|||Pform|||them|||REQUIRED|||-NONE-|||0; A 28 30|||Wci|||make the most of|||REQUIRED|||-NONE-|||0; A 34 35|||Trans|||so that they|||REQUIRED|||-NONE-|||0; A 41 42|||Prep||||||REQUIRED|||-NONE-|||0
It is a common scene that almost everyone in a public transport is watching at phone or wearing a pair ear piece in this modern society today .,It is common normal to see almost in a public on watching at phone wearing looking pair their ear piece an modern society today .,A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 3 5|||Wci|||normal to see|||REQUIRED|||-NONE-|||0; A 5 6|||Rloc-||||||REQUIRED|||-NONE-|||0; A 8 9|||Prep|||on|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 12 13|||Rloc-||||||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||looking|||REQUIRED|||-NONE-|||0; A 15 15|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 18 19|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 19 20|||Rloc-||||||REQUIRED|||-NONE-|||0; A 26 27|||Rloc-||||||REQUIRED|||-NONE-|||0
Not only one but many developed and developing countries have the same picture .,Not only one but many developed and developing countries have the same picture .,NONE
Some say that it is a necessary step for human revolution .,Some say that it is a necessary step for human evolution .,A 10 11|||Wci|||evolution|||REQUIRED|||-NONE-|||0
Social media sites like Twitter and Facebook are popular among people in order for them to connect to others even from different countries .,Social media sites like Twitter and Facebook are popular among people because for to they connect them even from different people,A 11 13|||Trans|||because|||REQUIRED|||-NONE-|||0; A 13 14|||Prep||||||REQUIRED|||-NONE-|||0; A 14 17|||WOinc|||they connect them|||REQUIRED|||-NONE-|||0; A 18 19|||Wci|||people|||REQUIRED|||-NONE-|||0; A 19 20|||Rloc-||||||REQUIRED|||-NONE-|||0
It also brings many negative effects such as loss of face-to-face communicating skills which is important in their working place .,They also have many negative effects such as the loss of communication communicating skills are is important in work working place .,A 0 1|||Pform|||They|||REQUIRED|||-NONE-|||0; A 2 3|||Wci|||have|||REQUIRED|||-NONE-|||0; A 8 8|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 11 12|||Wform|||communication|||REQUIRED|||-NONE-|||0; A 14 15|||SVA|||are|||REQUIRED|||-NONE-|||0; A 18 19|||Wform|||work|||REQUIRED|||-NONE-|||0
This essay will discuss about the advantages and disadvantages of using social media in our daily life .,This essay will discuss the advantages and disadvantages of using social media in our daily life lives,A 4 5|||Prep||||||REQUIRED|||-NONE-|||0; A 16 17|||Nn|||lives|||REQUIRED|||-NONE-|||0
"One of the significant advantages of using a popular social media site is that people can reach other easily , even without contact for a long time .","One of the significant advantages of using a popular social media site is that people can reach other easily , even they have not been in without contact for a long time .",A 21 21|||Trans|||if|||REQUIRED|||-NONE-|||0; A 21 22|||Wci|||they have not been|||REQUIRED|||-NONE-|||0; A 22 22|||Prep|||in|||REQUIRED|||-NONE-|||0
"In this fast pace and competitive world , people may not able to keep in touch with others .","In this fast paced and competitive world , people may not be able to keep in touch with others .",A 3 4|||Wform|||paced|||REQUIRED|||-NONE-|||0; A 11 11|||V0|||be|||REQUIRED|||-NONE-|||0
"With the help of social media site , people are able to upload their new discoveries and funny scene on it and they can be updated the new information of their friends .","With the help of social media sites , people are able to upload their new discoveries and funny scenes it they can updated the new information of their friends about",A 6 7|||Nn|||sites|||REQUIRED|||-NONE-|||0; A 18 19|||Nn|||scenes|||REQUIRED|||-NONE-|||0; A 19 20|||Prep||||||REQUIRED|||-NONE-|||0; A 20 21|||Rloc-||||||REQUIRED|||-NONE-|||0; A 22 23|||Rloc-||||||REQUIRED|||-NONE-|||0; A 26 26|||Prep|||with|||REQUIRED|||-NONE-|||0; A 26 27|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 29 30|||Prep|||about|||REQUIRED|||-NONE-|||0
"Personally I am study in oversea , busy study life keeps me away from contact my old friend .",Personally I am studying oversea overseas busy study life keeps me away contact my contacting friend . friends,A 3 4|||Vform|||studying|||REQUIRED|||-NONE-|||0; A 4 5|||Prep||||||REQUIRED|||-NONE-|||0; A 5 6|||Wform|||overseas|||REQUIRED|||-NONE-|||0; A 12 13|||Rloc-||||||REQUIRED|||-NONE-|||0; A 14 15|||Vform|||contacting|||REQUIRED|||-NONE-|||0; A 17 18|||Nn|||friends|||REQUIRED|||-NONE-|||0
Using a common social media site with my friends to help me know what are their statuses nowadays .,Using a common social media site with my friends help helps know to what their statuses are nowadays .,A 9 10|||Prep||||||REQUIRED|||-NONE-|||0; A 10 11|||Vform|||helps|||REQUIRED|||-NONE-|||0; A 12 12|||Prep|||to|||REQUIRED|||-NONE-|||0; A 14 17|||WOinc|||their statuses are|||REQUIRED|||-NONE-|||0
And I am able to easily find a common topic when I contact them .,I am able to easily find a common topic when I contact do them .,A 0 1|||Trans||||||REQUIRED|||-NONE-|||0; A 12 12|||V0|||do|||REQUIRED|||-NONE-|||0
"In Singapore , many Malaysian cross the sea to work here .",", many cross Many Malaysians to work here . in Singapore",A 0 2|||WOinc||||||REQUIRED|||-NONE-|||0; A 2 3|||Mec||||||REQUIRED|||-NONE-|||0; A 3 4|||Mec|||Many|||REQUIRED|||-NONE-|||0; A 4 5|||Nn|||Malaysians|||REQUIRED|||-NONE-|||0; A 11 11|||WOinc|||in Singapore|||REQUIRED|||-NONE-|||0
Many of them are busy in work and separate with their children .,Many of them are busy with work and are away from their children .,A 5 6|||Prep|||with|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||are away|||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||from|||REQUIRED|||-NONE-|||0
One of Manager in my working place has the same situation .,One of the managers at my work place is in the same situation .,A 2 3|||ArtOrDet|||the managers|||REQUIRED|||-NONE-|||0; A 3 4|||Prep|||at|||REQUIRED|||-NONE-|||0; A 5 6|||Wform|||work|||REQUIRED|||-NONE-|||0; A 7 8|||Vform|||is|||REQUIRED|||-NONE-|||0; A 8 8|||Prep|||in|||REQUIRED|||-NONE-|||0
"After my Manager taught her mother how to use Facebook , she was able to upload video clips of her grandchild .","After my manager taught her mother how to use Facebook , she was able to upload video clips of her grandchild .",A 2 3|||Mec|||manager|||REQUIRED|||-NONE-|||0
Therefore my Manager would not miss the moments of her daughter 's growth .,"Therefore , my will would not the moments of her daughter 's growth .","A 1 1|||Srun|||,|||REQUIRED|||-NONE-|||0; A 3 4|||Vt|||will|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0"
Social media sites are also a very useful tool for people to start a new friendship or relationship .,Social media sites are also a very useful tool for people to start new friendship friendships relationship relationships,A 13 14|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||friendships|||REQUIRED|||-NONE-|||0; A 17 18|||Nn|||relationships|||REQUIRED|||-NONE-|||0
People get connected or closer with same preferences .,People can connect or get people the to closer with same preferences .,A 1 2|||Wci|||can|||REQUIRED|||-NONE-|||0; A 2 3|||Vform|||connect|||REQUIRED|||-NONE-|||0; A 4 4|||V0|||get|||REQUIRED|||-NONE-|||0; A 5 5|||Prep|||to|||REQUIRED|||-NONE-|||0; A 5 5|||Others|||people|||REQUIRED|||-NONE-|||0; A 6 6|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
It is easier for people to approach the other after knowing the information .,It is easier for people to approach one another after knowing this information .,A 7 8|||ArtOrDet|||one|||REQUIRED|||-NONE-|||0; A 8 9|||Wform|||another|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet|||this|||REQUIRED|||-NONE-|||0
Students can exchange their experiences in study even they are in different countries .,Students can exchange their experiences of studying even if they are in different countries .,A 5 6|||Prep|||of|||REQUIRED|||-NONE-|||0; A 6 7|||Vform|||studying|||REQUIRED|||-NONE-|||0; A 8 8|||Trans|||if|||REQUIRED|||-NONE-|||0
"People are able to share the culture or pretty photos online , therefore others can spread the joy with them .","People are able to share their cultures or pretty photos online , therefore others can share the joy with them .",A 5 6|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||cultures|||REQUIRED|||-NONE-|||0; A 15 16|||Wci|||share|||REQUIRED|||-NONE-|||0
Thus I believe that social media sites are one of useful tool to help people known each other better .,Thus I believe that social media sites are a useful tool to help people known get to know other better .,A 8 9|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 9 10|||Prep||||||REQUIRED|||-NONE-|||0; A 15 16|||Vform|||get to know|||REQUIRED|||-NONE-|||0
"However , social media site is a double-sided sword , it also bring in some negative effect on our daily life .","However , social media sites are a double-sided sword , they also bring some negative effect on into daily life lives",A 4 5|||Nn|||sites|||REQUIRED|||-NONE-|||0; A 5 6|||SVA|||are|||REQUIRED|||-NONE-|||0; A 10 11|||Pform|||they|||REQUIRED|||-NONE-|||0; A 13 14|||Prep||||||REQUIRED|||-NONE-|||0; A 17 18|||Prep|||into|||REQUIRED|||-NONE-|||0; A 20 21|||Nn|||lives|||REQUIRED|||-NONE-|||0
One of the disadvantage that many people concerns is that people loss the interest of face-to-face communication .,One of the disadvantages that concerns many people is that people loss the will loose face-to-face communication in,A 3 4|||Nn|||disadvantages|||REQUIRED|||-NONE-|||0; A 5 8|||WOinc|||concerns many people|||REQUIRED|||-NONE-|||0; A 11 12|||Vform|||will loose|||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 14 15|||Prep|||in|||REQUIRED|||-NONE-|||0
"Many people like to use language to pretend themselves , and lost confidence when they talk to each other .","Many people like to use language to make things up about themselves , loose lost confidence when they talk to each other .",A 7 8|||Wci|||make things up|||REQUIRED|||-NONE-|||0; A 8 8|||Prep|||about|||REQUIRED|||-NONE-|||0; A 11 12|||Vform|||loose|||REQUIRED|||-NONE-|||0
"Although not everyone is good at public relationship even without the existence of the social media sites , we can not deny that it do affect some people in their ability of interpersonal skills .","Although not everyone was good at public relationships before the existence of the media sites , we can not deny that it do they some people in their ability interpersonal .",A 3 4|||Vt|||was|||REQUIRED|||-NONE-|||0; A 7 8|||Nn|||relationships|||REQUIRED|||-NONE-|||0; A 8 10|||Prep|||before|||REQUIRED|||-NONE-|||0; A 13 14|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 23 24|||Pform|||they|||REQUIRED|||-NONE-|||0; A 28 28|||Npos|||'s|||REQUIRED|||-NONE-|||0; A 28 29|||Prep||||||REQUIRED|||-NONE-|||0; A 29 30|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 30 31|||Rloc-||||||REQUIRED|||-NONE-|||0; A 31 32|||Prep||||||REQUIRED|||-NONE-|||0
"In conclusion , the shadow always exists when there is light .","In conclusion , shadow shadows exists when there is light .",A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 4 5|||Nn|||shadows|||REQUIRED|||-NONE-|||0
We should take the advantages of the creatures we create and try to avoid the negative effects .,We should make the most of the advantages of technology creatures we create and try to avoid the negative effects .,A 2 3|||Wci|||make the most|||REQUIRED|||-NONE-|||0; A 3 3|||Prep|||of|||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||technology|||REQUIRED|||-NONE-|||0
Social media sites suppose be a very useful and convenient tool to use and bring people get closer in this globalised world .,Social media sites are supposed be a very useful and convenient tool to bring people get closer closer together globalised world .,A 3 4|||Vform|||are supposed|||REQUIRED|||-NONE-|||0; A 12 14|||Rloc-||||||REQUIRED|||-NONE-|||0; A 16 18|||Wci|||closer together|||REQUIRED|||-NONE-|||0
The use of social media has largely influenced our ways in communicating with one another .,The use of social media has largely influenced the ways in we communicate communicating with one another .,A 8 9|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 11 11|||Ssub|||which|||REQUIRED|||-NONE-|||0; A 11 12|||Vform|||we communicate|||REQUIRED|||-NONE-|||0
