Before Statements,After Statements,Error Correction,Generated Statements
"Thus, the new technology will be able to bring a prosperous future for our and next generation.","Thus, the new technology will be able to bring a prosperous future for our next generation.","[{'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Trans'}]","Thus, the new technology will be able to bring a prosperous future for our next generation."
"With the wide spread of advanced technology, social media sites are becoming more and more popular.","With the wide spread of advanced technology, social media sites are becoming more and more popular.",[],"With the widespread spread of advanced technology, social media sites are becoming increasingly popular."
Getting connected on social media such as facebook and twitter has become a main trend as well as daily work nowadays.,Getting connected on social media such as facebook and twitter has become a main trend as well as daily work nowadays.,[],"Getting connected on social media, such as Facebook and Twitter, has become a main trend as well as a part of daily life nowadays."
"With this situation, both advantages and disadvantages of using social media apply to our daily life.","With this situation, both advantages and disadvantages of using social media apply to our daily life.",[],"With this situation, both advantages and disadvantages of using social media apply to our daily life."
"On one side, it is obvioualy that many advantages have been brought to our lives.","On one hand, it is obvious that many advantages have been brought to our lives.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Trans'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Wform'}]","On one side, it is obvious that many advantages have been brought to our lives."
Social media provides people with the opportunity to get contact with each other every time and everywhere.,Social media provides people with the opportunity to get in contact with each other any time and anywhere.,"[{'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [13], 'idx_tgt': [14], 'corr_type': 'ArtOrDet'}, {'idx_src': [16], 'idx_tgt': [17], 'corr_type': 'ArtOrDet'}]",Social media provides people with the opportunity to stay in contact with each other anytime and anywhere.
"Whether we are at home or at school, at work or on a holiday, we are able to communicate and interact with our friends.","Whether we are at home or at school, at work or on holiday, we are able to communicate and interact with our friends.","[{'idx_src': [13], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]","Whether we are at home or at school, at work or on a holiday, we are able to communicate and interact with our friends."
"Even when people are thousands of miles apart, social media make it possible to have interaction by keep writing comments.","Even when people are thousands of miles apart, social media make it possible to keep in touch by writing comments.","[{'idx_src': [15, 16], 'idx_tgt': [15, 16, 17], 'corr_type': 'Wci'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'Wci'}]","Even when people are thousands of miles apart, social media makes it possible to have interactions by keeping comments."
"When our phones are accidentally done, we can also use the social media to get contact with our friends.","When our phones are accidentally broken, we can also use the social media to get in contact with our friends.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Prep'}]","When our phones are accidentally dropped, we can also use social media to get in touch with our friends."
Some people who are try to talk in the public can also actively take part in the group chatting via social media.,Some people who are trying to talk in public can also actively take part in the group chat via social media.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Vform'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'SVA'}, {'idx_src': [18], 'idx_tgt': [17], 'corr_type': 'Wform'}]",Some people who are trying to talk in public can also actively participate in the group chat via social media.
"Besides, we can make more friends by such interactions when our friends also bring their friends in.","Besides, we can make more friends by such interactions when our friends also bring their friends in.",[],"Besides, we can make more friends through such interactions when our friends also bring their friends along."
"Therefore, the popularity of social media sites have made it more convenient for people ot update friends' status and contact with friends more frequently.","Therefore, the popularity of social media sites have made it more convenient for people to update friends' statuses and contact friends more frequently.","[{'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Mec'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Nn'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Prep'}]","Therefore, the popularity of social media sites has made it more convenient for people to update their friends' statuses and contact their friends more frequently."
"On the other side, we need to rethink about the influences brought by the social media.","On the other hand, we need to rethink about the influences brought by the social media.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Trans'}]","On the other hand, we need to rethink about the influences brought by social media."
There are still many disadvantages of using social media.,There are still many disadvantages of using social media.,[],There are still many disadvantages of using social media.
"Firstly, interpersonal skills may be affacted by the reduction in face-to-face human contact.","Firstly, interpersonal skills may be affacted by the reduction in face-to-face human contact.",[],"Firstly, interpersonal skills may be affected by the reduction in face-to-face human contact."
"While social media brings convenience to people life, people are more and more willing to use social media for chatting instead of face-to-face chatting which has a time and place requirement.","While social media brings convenience to people in life people are more and more willing to use social media for chatting instead of face-to-face chatting, which has a time and place requirement.","[{'idx_src': [7, 8], 'idx_tgt': [7, 8], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [25], 'corr_type': 'Ssub'}]","While social media brings convenience to people's lives, people are increasingly willing to use social media for chatting instead of face-to-face communication, which has a time and place requirement."
"People who are not good at public chatting may be more reluctant to talk to people, and their interpersonal skills can never be improved under this situation.","People who are not good at public chatting may be more reluctant to talk to people, and their interpersonal skills can never be improved in this situation.","[{'idx_src': [25], 'idx_tgt': [25], 'corr_type': 'Prep'}]","People who are not good at public speaking may be more reluctant to talk to others, and their interpersonal skills cannot be improved under this situation."
"Secondly, people's over-addition may avoidably, to some degree, exacerbate social alienation, and this kind of alienation causes some social media users to suffer from the over-dependence of virtual social networking.","Secondly, people's over-addiction may avoidably, to some degree, exacerbate social alienation, and this kind of alienation causes some social media users to suffer from the over-dependence of virtual social networking.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Wci'}]","Secondly, people's over-addiction may inadvertently, to some extent, exacerbate social alienation, and this kind of alienation causes some social media users to suffer from the over-dependence on virtual social networking."
More and more networking has been transferred to internet from real life.,More and more networking has been transferred to internet from real life.,[],More and more networking has been transferred from real life to the internet.
This is a potential danger for teenagers who are growing with social changes to get hurt.,"This is a potential danger for teenagers, who are growing, to get hurt.","[{'idx_src': [7, 8, 9, 10, 11, 12], 'idx_tgt': [7, 8, 9, 10, 11], 'corr_type': 'Ssub'}]",This is a potential danger for teenagers who are growing up with social changes to get hurt.
"Thirdly, a lot of updating of luxury living standard as well as other show-off situations may make people's daily life more and more grandiloquent, which is not an accurate social growing trend.","Thirdly, a lot of updating of luxury living standards, as well as other show-off situations, may make people's daily lives more and more grandiose, which is not an accurate growing social trend.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Nn'}, {'idx_src': [10, 11, 12, 13, 14, 15], 'idx_tgt': [10, 11, 12, 13, 14, 15, 16, 17], 'corr_type': 'Mec'}, {'idx_src': [21], 'idx_tgt': [23], 'corr_type': 'Nn'}, {'idx_src': [25], 'idx_tgt': [27], 'corr_type': 'Wci'}, {'idx_src': [32, 33], 'idx_tgt': [34, 35], 'corr_type': 'WOadv'}]","Thirdly, the increasing emphasis on luxury living standards and other showy situations may lead to people's daily lives becoming increasingly extravagant, which is not a realistic representation of social progress."
"Lastly, it is easy for people to waste a lot of time using social media.","Lastly, it is easy for people to waste a lot of time using social media.",[],"Lastly, it is easy for people to waste a lot of time using social media."
"Again, there is a trend for them to suffer from social media addition and their study and work may be greatly influenced.","Again, there is a trend for them to suffer from social media addiction and their study and work may be greatly influenced.","[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Wci'}]","Again, there is a trend for them to suffer from social media addiction, and their studies and work may be greatly influenced."
"Since we can see both advantages and disadvantages of using social media, and we cannot deny the huge benefits that have been brought to us, this main trend of using social media may be still lasting for a long time.","Since we can see both advantages and disadvantages of using social media, and we cannot deny the huge benefits that have been brought to us, this main trend of using social media may still last for a long time.","[{'idx_src': [36, 37, 38], 'idx_tgt': [36, 37], 'corr_type': 'WOadv'}]","Since we can see both the advantages and disadvantages of using social media, and we cannot deny the huge benefits that have been brought to us, this main trend of using social media may still be lasting for a long time."
"Therefore, everytime when we use social media, we should take both sides into consideration and try to avoid be affected by the disadvantages.","Therefore, everytime we use social media, we should take both sides into consideration and try to avoid being affected by the disadvantages.","[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Ssub'}, {'idx_src': [20], 'idx_tgt': [19], 'corr_type': 'Vform'}]","Therefore, every time we use social media, we should take both sides into consideration and try to avoid being affected by the disadvantages."
Only by absorbing the essence and discarding the dregs can we make better use of the social media.,Only by absorbing the essence and discarding the dregs can we make better use of social media.,"[{'idx_src': [15], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]",Only by absorbing the essence and discarding the dregs can we make better use of social media.
"In the sophisticated era like these days, experts keep producing inventions that are meant to make life easier.","In our sophisticated era,, experts keep producing inventions that are meant to make life easier.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [4], 'corr_type': 'Mec'}, {'idx_src': [4, 5, 6], 'idx_tgt': [], 'corr_type': 'Wci'}]","In today's sophisticated era, experts continue to produce inventions designed to make life easier."
Geographical and transportation borders are not a problem anymore because communication and information technologies were enhanced continuously.,Geographical borders are not a problem anymore because communication and information technologies are enhanced continuously.,"[{'idx_src': [1, 2], 'idx_tgt': [], 'corr_type': 'Wci'}, {'idx_src': [14], 'idx_tgt': [12], 'corr_type': 'Vt'}]",Geographical and transportation borders are not a problem anymore because communication and information technologies were enhanced continuously.
Telephone may be perceived as a big innovation created ever when the first time Graham Bell introduced it.,Telephone may have been perceived as the biggest innovation created ever the first time Graham Bell introduced it.,"[{'idx_src': [2], 'idx_tgt': [2, 3], 'corr_type': 'Vt'}, {'idx_src': [5], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}, {'idx_src': [6], 'idx_tgt': [7], 'corr_type': 'Wform'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Ssub'}]",Telephone may be perceived as a major innovation since its introduction by Alexander Graham Bell for the first time.
"However, since internet were known, telephone started to give way to social media sites.","However, since the has become popular, telephone has started to give way to social media sites.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}, {'idx_src': [4, 5], 'idx_tgt': [4, 5, 6], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Vt'}]","However, since the internet became known, telephones started to give way to social media sites."
Many advantages are given to the users.,Many advantages are offered to the users.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wci'}]",Many advantages are given to the users.
"Let us take example from Facebook and Twitter, two of the most famous social media sites.","Let us consider examples from Facebook and Twitter, two of the most famous social media sites.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Wci'}, {'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Nn'}]","Let us take example from Facebook and Twitter, two of the most famous social media sites."
"Through Facebook, peope are able to maintain relationship with their old acquaintances.","Through Facebook, peope are able to maintain relationships with their old acquaintances.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Nn'}]","Through Facebook, people are able to maintain relationships with their old acquaintances."
"This benefit cannot be obtained through telephone or mail because people's particular and address may change from time to time while on Facebook, people can keep in contact with old friends just by using name and photo, for example, as the identifier.","This benefit cannot be obtained through telephone or mail because people's particulars and addresses may change from time to time . While on Facebook, people can keep in contact with old friends just by using name and photo, for example, as the identifier.","[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Nn'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Mec'}, {'idx_src': [22], 'idx_tgt': [23], 'corr_type': 'Mec'}]","This benefit cannot be obtained through telephone or mail because people's personal addresses may change over time. On the other hand, people can keep in touch with old friends on Facebook simply by using their names and photos as identifiers."
"Facebook is like a combination of message and chatting service, personal profile, media of sharing, and other entertainment add-on (i.e.","Facebook is like a combination of message and chatting service, personal profile, sharing medium, and other entertainment add-on (i.e.","[{'idx_src': [14, 15, 16], 'idx_tgt': [14, 15], 'corr_type': 'Wci'}]","I'm ready to help! Please provide the input text, and I'll correct any spelling, punctuation, grammar, and other errors to produce a corrected output."
"social games) which allow users to communicate with remote people, and also to update and express themselves at the same time.","social games) which allows users to communicate with remote people, and also to update and express themselves at the same time.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'SVA'}]","social games) which allow users to communicate with remote people, and also to update and express themselves at the same time."
"Twitter, that has more simplified function compared to Facebook, gives more benefit if used as information sharing media.","Twitter has more simplified functions compared to Facebook, giving more benefit if used as information sharing media.","[{'idx_src': [1, 2], 'idx_tgt': [], 'corr_type': 'Ssub'}, {'idx_src': [6], 'idx_tgt': [4], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [9], 'corr_type': 'Vform'}]","Twitter, which has more simplified functions compared to Facebook, provides more benefits if used as an information-sharing medium."
"Twitter only allow users to give update that is limited to short sentences in order to spread the words fast, that only highlighted messages are delivered.","Twitter only allows users to give updates that are limited to short sentences in order to send the words quickly, so that only highlighted messages are delivered.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'SVA'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'SVA'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Wci'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Trans'}]","Twitter only allows users to give updates that are limited to short sentences in order to spread the word quickly, which means that only highlighted messages are delivered."
"For Facebook, a comprehensive way of sharing is offered since multiple photos and videos can be uploaded, long notes can be published, even documents and data can be shared through Facebook nowadays.","With Facebook, a comprehensive way of sharing is offered since multiple photos and videos can be uploaded and long notes can be published; even documents and data can be shared through Facebook nowadays.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Prep'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Mec'}, {'idx_src': [24], 'idx_tgt': [24], 'corr_type': 'Mec'}]","For Facebook, a comprehensive way of sharing is offered, as multiple photos and videos can be uploaded, long notes can be published, and even documents and data can be shared through Facebook nowadays."
These advantages also comes in handy as most of these social media sites are accessible through mobile application in our smartphones.,These advantages also come in handy as most of these social media sites are accessible through mobile applications in our smartphones.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'SVA'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Nn'}]",These advantages also come in handy as most of these social media sites are accessible through mobile applications on our smartphones.
"Despite the luxury that is offered by social media, there are also harmful side effects which people may not realize it beforehand.","Despite the luxury that is offered by social media, there are also harmful side effects which people may not realize beforehand.","[{'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Pref'}]","Despite the luxury offered by social media, there are also harmful side effects that people may not realize until afterwards."
Researches show that face-to-face meeting frequency among people that are addicted to social media sites has been decreasing.,Research shows that face-to-face meeting frequency among people that are addicted to social media sites has been decreasing.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Nn'}, {'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'SVA'}]",Research shows that face-to-face meeting frequency among people who are addicted to social media sites has been decreasing.
"As the consequence, it affects their interpersonal skills.","As a consequence, interpersonal skills are affected.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Trans'}, {'idx_src': [4, 5, 6, 7, 8], 'idx_tgt': [4, 5, 6, 7], 'corr_type': 'WOinc'}]","As a consequence, it affects their interpersonal skills."
"People can think while typing and prepare what they want to say but in face-to-face communication, every word that comes out of your mouth and may be not well arranged is the picture of your personality.","People can think while typing and prepare what they want to say but in face-to-face communication, every word that comes out of your mouth and may be not well arranged is a reflection of your personality.","[{'idx_src': [32], 'idx_tgt': [32], 'corr_type': 'ArtOrDet'}, {'idx_src': [33], 'idx_tgt': [33], 'corr_type': 'Wci'}]","People can think while typing and prepare what they want to say, but in face-to-face communication, every word that comes out of your mouth may not be well arranged, which is the picture of your personality."
This skill requires practices and cannot be done completely through social media.,This skill requires practice and cannot be facilitated completely through social media.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Nn'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}]",This skill requires practice and cannot be mastered completely through social media.
"There is a situation where a family is having a dinner together in a restaurant but everybody is busy with their own gadget, posting picture in Facebook, updating status on Twitter, or even chatting with friends.","There is a situation where a family is having a dinner together in a restaurant but everybody is busy with their own gadget, posting pictures in Facebook, updating statuses on Twitter, or even chatting with friends.","[{'idx_src': [25], 'idx_tgt': [25], 'corr_type': 'Nn'}, {'idx_src': [30], 'idx_tgt': [30], 'corr_type': 'Nn'}]","There is a situation where a family is having dinner together in a restaurant, but everybody is busy with their own gadgets, posting pictures on Facebook, updating their status on Twitter, or even chatting with friends."
These social media serves a purpose to bind people in spite of their geographical boundaries but it doesn't mean that surrounding people are neglected as the payoff.,These social media serve a purpose: to bind people in spite of their geographical boundaries . But this should nott mean that surrounding people are neglected as the payoff.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Mec'}, {'idx_src': [15], 'idx_tgt': [17], 'corr_type': 'Mec'}, {'idx_src': [16], 'idx_tgt': [18], 'corr_type': 'Pref'}, {'idx_src': [17, 18], 'idx_tgt': [19, 20], 'corr_type': 'Vm'}]","These social media serve a purpose to bind people in spite of their geographical boundaries, but it does not mean that surrounding people are neglected as the payoff."
"This is related to the interpersonal skill that is mentioned before, that can be decreasing qualitatively if we are used to facing gadget, not facing human being.","This is related to the interpersonal skills that have been mentioned above that are decreasing qualitatively as we are becoming used to facing gadgets, not facing human beings.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [8], 'idx_tgt': [8, 9], 'corr_type': 'Vform'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'Vm'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'Vform'}, {'idx_src': [17], 'idx_tgt': [16], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Wci'}, {'idx_src': [23], 'idx_tgt': [23], 'corr_type': 'Nn'}, {'idx_src': [28], 'idx_tgt': [28], 'corr_type': 'Nn'}]","This is related to the interpersonal skill that was mentioned earlier, which can decrease qualitatively if we are accustomed to interacting with gadgets rather than human beings."
"Another disadvantage that affects other people is that by only showing selected part of our lives, we build "" false image "" in public.","Another disadvantage that affects other people is that by only showing selected parts of our lives, we build a "" false image "" in public.","[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'ArtOrDet'}]","Another disadvantage that affects others is that by only showing selected parts of our lives, we build a ""false image"" in the public."
We tend to only share our happy moments in media.,We tend to only share our happy moments in media.,[],We tend to only share our happy moments in media.
"Because of this, other people start to think that our lives are full of happiness with no problem at all.","Because of this, other people start to think that our lives are full of happiness with no problems at all.","[{'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Nn'}]","Because of this, others may start to think that our lives are full of happiness with no problems at all."
Other people then are influenced by us and tend to do the same.,Other people then are influenced by us and tend to do the same.,[],"Other people, then, are influenced by us and tend to do the same."
"As a result, people think of theirselves lowly and may lead to depression and mental disorder.","As a result, people think of themselves badly and this may lead to depression and mental disorder.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Pform'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Pref'}]","As a result, people tend to think of themselves poorly and may lead to depression and mental disorders."
It also reduces our sympathy.,It also reduces our sympathy.,[],It also reduces our sympathy.
This is a serious social problem and affects a lot of people.,This is a serious social problem and it affects a lot of people.,"[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Pref'}]",This is a serious social problem and affects a lot of people.
"As explained above, modern and sophisticated technology doesn't always give advantages.","As explained above, modern and sophisticated technology doesn't always give advantages.",[],"As explained above, modern and sophisticated technology does not always give advantages."
There are a lot of disadvantages that people may not realize of.,There are a lot of disadvantages that people may not realize.,"[{'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Prep'}]",There are a lot of disadvantages that people may not realize about.
It is up to people's discretion and comprehension to decide which side they want to take.,It is up to people's discretion and comprehension to decide what to do.,"[{'idx_src': [11, 12, 13, 14, 15, 16], 'idx_tgt': [11, 12, 13], 'corr_type': 'Wci'}]",It is up to people's discretion and comprehension to decide which side they want to take.
"So, we should never forget to think of and calculate the benefit and loss of every decision that we make.","So, we should never forget to think think about the benefit and disadvantage of every decision that we make.","[{'idx_src': [8, 9, 10], 'idx_tgt': [8, 9], 'corr_type': 'Wci'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'Wci'}]","So, we should never forget to think of and consider the benefits and losses of every decision that we make."
"Nowadays, the advancement of technologies improves the life of many people a lot.","Nowadays, the advancement of technologies is improving the lives of many people.","[{'idx_src': [6], 'idx_tgt': [6, 7], 'corr_type': 'Vt'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Nn'}, {'idx_src': [12, 13], 'idx_tgt': [], 'corr_type': 'Wci'}]","Nowadays, the advancement of technologies significantly improves the lives of many people."
"In most of the countries, there is an emergence of social media sites such as Facebook and Twitter.","In most countries, there is an emergence of social media sites such as Facebook and Twitter.","[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]","In most countries, there is an emergence of social media sites such as Facebook and Twitter."
Many people think that the social media sites have benefits on the communication between people while some others argue that there are several negative impacts for the society.,Many people think that these social media sites benefit communication between people while some others argue that there are several negative impacts for society.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [8, 9], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [26], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]","Many people believe that social media sites have benefits on communication between people, while others argue that there are several negative impacts on society."
One of the advantages which are carried by those social media sites is that they can connect us more closely than before.,One of the advantages of social media sites is that they can connect us more closely than before.,"[{'idx_src': [4, 5, 6, 7, 8], 'idx_tgt': [4], 'corr_type': 'Wci'}]",One of the advantages that are carried by those social media sites is that they can connect us more closely than before.
"In the past decades, when the social media sites are not yet fully developed, people connect with others who live far away by using a phone, or even a letter.","In the past decades, when the social media sites were not yet fully developed, people connected with others who lived far away by using a phone, or even a letter.","[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Vt'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Vt'}, {'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Vt'}]","In the past decades, when social media sites were not yet fully developed, people connected with others who lived far away by using a phone or even a letter."
"However, calling a person by using a phone and writing a person a letter require some cost, and sending a letter to a person who live far away, especially in villages, takes much time.","However, calling a person by using a phone and writing a person a letter require some cost, and sending a letter to a person who lives far away, especially in villages, takes a lot of time.","[{'idx_src': [27], 'idx_tgt': [27], 'corr_type': 'SVA'}, {'idx_src': [36], 'idx_tgt': [36, 37, 38], 'corr_type': 'ArtOrDet'}]","However, calling a person using a phone and writing a person a letter require some cost, and sending a letter to a person who lives far away, especially in villages, takes much time."
The appearance of those social media sites causes those problems to be solved.,The appearance of social media sites made those problems go away.,"[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [10, 11, 12], 'idx_tgt': [9, 10], 'corr_type': 'Wci'}]",The appearance of those social media sites causes these problems to be solved.
"People connecting through the social media sites can spend no money on the communication, and also take only one or a few seconds for the message to reach.","People connecting through the social media sites can spend no money on the communication, and also it takes only one or a few seconds for the message to arrive.","[{'idx_src': [17], 'idx_tgt': [17, 18], 'corr_type': 'Sfrag'}, {'idx_src': [28], 'idx_tgt': [29], 'corr_type': 'Wci'}]","People connecting through social media sites can spend no money on communication, and it takes only one or a few seconds for the message to reach."
"Therefore, this advantage of social media sites saves money and time, and also provides convenience for many people.","Therefore, this advantage of social media sites saves money and time, and also provides convenience for many people.",[],"Therefore, this advantage of social media sites saves both money and time, and also provides convenience for many people."
"Moreover, this also provides an alternative way for people to contact a person whom they did not see for a very long time, such as their friends in primary school and secondary school.","Moreover, this also provides an alternative way for people to contact a person whom they did not see for a very long time, such as their friends in primary school and secondary school.",[],"Moreover, this also provides an alternative way for people to contact a person whom they haven't seen for a very long time, such as their friends from primary school and secondary school."
"As we graduate from a school, we will probably lose contact with some of our friends.","As we graduate from a school, we probably lose contact with some of our friends.","[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Vt'}]","As we graduate from a school, we will probably lose contact with some of our friends."
"Some of them may have changed their phone numbers and addresses, and we are not able to find them through a phone or a letter.","Some of them may have changed their phone numbers and addresses, and we are not able to contact them through a phone or a letter.","[{'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Wci'}]","Some of them may have changed their phone numbers and addresses, and we are unable to find them through a phone call or a letter."
"If phone and letter are the only way to contact them, we would probably not able to find them.","If by phone and letter is the only way to make contact, we would probably not be able to find them.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Wci'}, {'idx_src': [4], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Wci'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'Vm'}]","If phone and letter are the only ways to contact them, we would probably not be able to find them."
Facebook and Twitter can serve as an alternative route to make connection between us and our old friends.,Facebook and Twitter can serve as an alternative route to make connection between us and our old friends.,[],Facebook and Twitter can serve as an alternative route to making connections between us and our old friends.
"Hence, the social media sites serves as a platform for the connection.","Hence, the social media sites serve as a platform for the connection.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'SVA'}]","Hence, social media sites serve as a platform for connection."
Everything comes with benefits will also have their disadvantages.,Everything that comes with benefits also has disadvantages.,"[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Ssub'}, {'idx_src': [4, 5, 6], 'idx_tgt': [5, 6], 'corr_type': 'Vt'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]",Everything that comes with benefits will also have its disadvantages.
"On the other hand, social media sites also bring some negative impacts for the people and the society.",social media sites also bring some negative impacts for people and society.,"[{'idx_src': [0, 1, 2, 3, 4], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]","On the other hand, social media sites also bring some negative impacts on the people and society."
The advancement of those social media sites makes people so rely on them that some of them rather prefer using those sites to contact each other than talking to each other face to face.,The advancement of social media sites makes people rely on them so much so that some of them rather prefer using those sites to contact each other than talking to each other face to face.,"[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [11, 12, 13], 'corr_type': 'Trans'}]",The advancement of these social media sites makes people so reliant on them that some of them rather prefer using these sites to contact each other than talking to each other face to face.
Many people argue that this is the most serious problem brought by social media sites.,Many people argue that this is the most serious problem brought on by social media sites.,"[{'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Prep'}]",Many people argue that this is the most serious problem brought by social media sites.
