source,target,annotation
Social media provides people a way of talking and chatting which can never be considered as a way of communication .,Social media provides people with a way of talking and chatting which can never be considered as a way of communication .,A 4 4|||Prep|||with|||REQUIRED|||-NONE-|||0
"When ones chat on those media sites , there is no eye connection , no emotion delivery and even the expressions are typed in by using some combinations of punctuations .","When people chat on those media sites , there is no eye connection , no emotional delivery and even expressions are typed in by using some combinations of punctuations .",A 1 2|||Pref|||people|||REQUIRED|||-NONE-|||0; A 15 16|||Wform|||emotional|||REQUIRED|||-NONE-|||0; A 19 20|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"For more convenience , sentences are shortened to simply three or four words such as lol ( which means laugh intensively ) and "" asap "" ( which means as soon as possible ) .","For more convenience , sentences are shortened to simply three or four words such as lol ( which means laugh intensively ) and "" asap "" ( which means as soon as possible ) .",NONE
People indeed go to great length to make their words as shorter as they can .,People indeed go to great length to make their words as shorter as they can .,NONE
"While , once they are communicating with people in their face , expressing themselves appropriately become really a big problem .","While , once they were communicating with people to their face , expressing themselves appropriately is becoming a big problem .",A 4 5|||Vt|||were|||REQUIRED|||-NONE-|||0; A 8 9|||Prep|||to|||REQUIRED|||-NONE-|||0; A 15 16|||Vt|||is becoming|||REQUIRED|||-NONE-|||0; A 16 17|||Rloc-||||||REQUIRED|||-NONE-|||0
Social media also provides people huge brunch information about people and things that they interests .,Social media also provide people with huge brunch information about people and things they interest them .,A 3 4|||SVA|||provide|||REQUIRED|||-NONE-|||0; A 5 5|||Prep|||with|||REQUIRED|||-NONE-|||0; A 13 14|||Pref||||||REQUIRED|||-NONE-|||0; A 14 15|||Pref|||interest them|||REQUIRED|||-NONE-|||0
"For example , on Twitter , it is exciting to follow people that you adore like famous movie and series stars , business men and entrepreneurs .","For example , on Twitter , it is exciting to follow people that you adore like famous movie and series stars , business men and entrepreneurs .",NONE
It makes people feel extreme close to their admirers ' lives and works .,It makes people feel extremely close to their admirers ' lives and works .,A 4 5|||Wform|||extremely|||REQUIRED|||-NONE-|||0
Updated news people care about can be easily obtained when you refresh your social media sites on your smart phones and laptops almost every time at any time .,Updated news people care about can be easily obtained when you refresh your social media sites on your smart phones and laptops at any time .,A 22 25|||Rloc-||||||REQUIRED|||-NONE-|||0
"However , after one has registered in those social media sites which are not reliable , all the information you have filled in will be a weapon against you in the future .","However , after one has registered on those social media sites which are not reliable , all the information you have filled in will be a weapon against you in the future .",A 6 7|||Prep|||on|||REQUIRED|||-NONE-|||0
"Furthermore , not everyone on the social media sites is honest .","Furthermore , not everyone on the social media sites is honest .",NONE
The profile picture may not be the person who that user says he or she really is .,The profile picture may not be the person who that user says he or she really is .,NONE
"The reason might just be that he or she just wants to "" decorate "" his or her face .","The reason might just be that he or she just wants to "" decorate "" his or her face .",NONE
But there is possibility that the person on the other side is deceiving you in order to obtain your information against you .,But there is possibility that the person on the other side is deceiving you in order to obtain your information to use against you .,A 20 20|||V0|||to use|||REQUIRED|||-NONE-|||0
No pledge of authenticity risks people 's information and privacy that are shared on social media sites .,No pledge of authenticity protects people 's information and privacy shared on social media sites .,A 4 5|||Wci|||protects|||REQUIRED|||-NONE-|||0; A 10 12|||Ssub||||||REQUIRED|||-NONE-|||0
"To sum up , social media has advantages and disadvantages in people 's daily life .","To sum up , social media has advantages and disadvantages in people 's daily lives .",A 14 15|||Nn|||lives|||REQUIRED|||-NONE-|||0
It shortens the distance between people from all over the world and makes instant communication possible .,It shortens the distance between people from all over the world and makes instant communication possible .,NONE
And it becomes more convenient to obtain and update information by using social media .,And it becomes more convenient to obtain and update information by using social media .,NONE
"On the contrary , social media makes people lose their ability to communicate effectively in their real lives and makes people risk exposing their privacy to those whose identity can not be verified on the social media sites .","On the contrary , social media makes people lose their ability to communicate effectively in their real lives and makes people risk exposing their privacy to those whose identity can not be verified on the social media sites .",NONE
How do social media help change our lives ?,How do social media help change our lives ?,NONE
"As the development of the technology , social media becomes more and more significant role in the whole world .",As the development of technology continues social media becomes is playing a and more significant role in the world .,A 4 5|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 5 6|||V0|||continues|||REQUIRED|||-NONE-|||0; A 9 10|||Wci|||is playing|||REQUIRED|||-NONE-|||0; A 10 10|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 17 18|||Rloc-||||||REQUIRED|||-NONE-|||0
Everyone in the world can not stop using it every day to express their feelings or ideas and a log of other stuff which helps their friends know their lives better .,Nobody in the world can stop using it every day to express their feelings or ideas and a create of other stuff which helps their friends know their about lives better .,A 0 1|||Pform|||Nobody|||REQUIRED|||-NONE-|||0; A 5 6|||Vform||||||REQUIRED|||-NONE-|||0; A 18 19|||V0|||create|||REQUIRED|||-NONE-|||0; A 28 28|||Wci|||about|||REQUIRED|||-NONE-|||0
"However , it also raised the concerns about whether it brings us more benefits or a human disaster .","However , it also raises concerns about whether it brings us more benefits or a human disaster .",A 4 5|||Vt|||raises|||REQUIRED|||-NONE-|||0; A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Although it helps to connect us with our friends wherever we are , it at the same time reduces the chance for us to talk to our friends face to face which may affect our interpersonal skills .","Although it helps to connect us with our friends wherever we are , it , at the same time , reduces the chance for us to talk to our friends face to face which may affect our interpersonal skills .","A 14 18|||Mec|||, at the same time ,|||REQUIRED|||-NONE-|||0"
"Thus , whether there are more advantages or disadvantages becomes a tough question for every human being .","Thus , whether there are more advantages or disadvantages becomes a difficult question for every human being .",A 11 12|||Wci|||difficult|||REQUIRED|||-NONE-|||0
Many people says they will support the social media since it really helps them to have a closer view about how their friends are going in other parts of the world .,Many people say they support the media since it really helps them to have a closer view about connection with their friends parts of the world .,A 2 3|||SVA|||say|||REQUIRED|||-NONE-|||0; A 4 5|||Vt||||||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 18 25|||Wci|||connection with their friends|||REQUIRED|||-NONE-|||0
This is especially to people who are overseas .,This is especially true for people who are overseas .,A 3 4|||Wci|||true for|||REQUIRED|||-NONE-|||0
"To them , social media is the only resource they can approach to know everything happened in their home country and the way they can use to show their lives to their lovers as well .","To them , social media is the only resource they can approach to know everything that happens in their home countries and the method they can use to show their lives to their lovers as well .",A 15 16|||Ssub|||that happens|||REQUIRED|||-NONE-|||0; A 19 20|||Nn|||countries|||REQUIRED|||-NONE-|||0; A 22 23|||Wci|||method|||REQUIRED|||-NONE-|||0
"What 's more , these days social media plays an important role in spreading the information .","What 's more , these days , social media plays an important role in the information .","A 6 6|||Mec|||,|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet||||||REQUIRED|||-NONE-|||0"
"Nowadays , people can just easily put their renting information on their facebook account and wait for the response from others who are from different parts of the world which brings us a huge amount of convenience .","Nowadays , people can easily put their renting on their facebook account and wait for the response a others who are from different parts of the world which brings , us a huge amount of convenience .","A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 8 9|||Rloc-||||||REQUIRED|||-NONE-|||0; A 17 18|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 29 29|||Mec|||,|||REQUIRED|||-NONE-|||0"
It is quite significant especially for those young teenagers since they would rather go to these sites to see the news and know what happened in this world than read the newspaper every day .,It is quite significant especially for young teenagers since they would rather go to these sites to see the and know what find out about in is happening world the read rather the newspaper every day .,A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 19 20|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 22 23|||Wci|||find out about|||REQUIRED|||-NONE-|||0; A 24 25|||Vt|||is happening|||REQUIRED|||-NONE-|||0; A 26 27|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 28 28|||Wci|||rather|||REQUIRED|||-NONE-|||0
"However , there are also a great amount of people who against this technology .","However , there are also a great amount of people who are against this technology .",A 11 11|||V0|||are|||REQUIRED|||-NONE-|||0
They worry a lot about the bad effect on the teenagers who are still developing themselves .,They worry a lot about the bad effect on teenagers who are still developing themselves,A 9 10|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 15 17|||Pref||||||REQUIRED|||-NONE-|||0
They pointed that actually social media reduces the chance for us to talk to people around us face to face .,They point out that actually social media reduces the chance for us to talk to people around us face to face .,A 1 2|||Vt|||point out|||REQUIRED|||-NONE-|||0
"The more we care about facebook , the less time we will have to spend with our friends .","The more we care about facebook , the less time we have to spend with our friends .",A 11 12|||Vt||||||REQUIRED|||-NONE-|||0
"Nowadays , it is quite common to see on some party , people would more prefer looking at their phones and reading all the posts on facebook if they feel bored .","Nowadays , it is quite common to see people at a party would more prefer looking and reading all the posts on facebook if they feel bored .",A 8 13|||WOinc|||people at a party|||REQUIRED|||-NONE-|||0; A 13 16|||Rloc-||||||REQUIRED|||-NONE-|||0
"It makes people worry since if all the teenagers continue using social media frequently , they will decrease the ability to talk to people .","It makes people worry because if all teenagers continue using social media frequently , they their ability to talk to people will increase .",A 4 5|||Trans|||because|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 15 23|||WOinc|||their ability to talk to people will increase|||REQUIRED|||-NONE-|||0
They will feel it becomes difficult for them to find any topics to communicate with other people .,They will feel it difficult for to any topics to communicate with other discuss .,A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 6 7|||Prep||||||REQUIRED|||-NONE-|||0; A 7 8|||Pref||||||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||discuss|||REQUIRED|||-NONE-|||0
"Personally , I strongly agree that social media brings more disadvantages compared to advantages it gives us .","Personally , I strongly agree that social media brings more disadvantages compared to the advantages it gives us .",A 13 13|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
"Although it is really useful when we need to use it to let other people know we really live a good life , it wastes us a lot of time as well .","Although it is really useful when we need to use it to let other people know we really live a good life , it wastes a lot of time as well .",A 25 26|||Pref||||||REQUIRED|||-NONE-|||0
"Think in another way , if we put those time we spend on wandering on those sites , we may already finish one book or do other more meaningful things .","Let us consider the following , if we put those time used the on wandering spent sites surfing we may already more productively , finish could read more other more meaningful books .","A 0 4|||Wci|||Let us consider the following|||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||used|||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 11 12|||Vt|||spent|||REQUIRED|||-NONE-|||0; A 12 13|||Prep||||||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||surfing|||REQUIRED|||-NONE-|||0; A 17 17|||Others|||more productively ,|||REQUIRED|||-NONE-|||0; A 19 23|||Wci|||could read more|||REQUIRED|||-NONE-|||0; A 23 24|||Nn|||books|||REQUIRED|||-NONE-|||0"
We should keep in mind that there are still ways for us to contact with our family or friends .,We should keep in mind that there are still ways for us to contact our family or friends .,A 14 15|||Prep||||||REQUIRED|||-NONE-|||0
Everything will be bad if we do n't know how to use them wisely no matter whether it is really good or not .,Things might become bad if we do n't know how to use them social media no matter whether it is really good or not .,A 0 1|||Wci|||Things|||REQUIRED|||-NONE-|||0; A 1 3|||Vm|||might become|||REQUIRED|||-NONE-|||0; A 12 13|||Pref|||social media|||REQUIRED|||-NONE-|||0
"As a result , it is important for people to know that we need to be cautious about the time we spend on these social media .","As a result , it is important for people to know that we need to be cautious about the time we spend on these social media .",NONE
"As stated above , I strongly believe that if we can use social media wisely rather than abusing it , we will all live a better life .","As stated above , I strongly believe that if we can use social media wisely rather than abusing it , we will all live a better life .",NONE
The advantage and disadvantage of social media,The advantage and disadvantage of social media,NONE
"Nowadays , as the technology is becoming increasingly advanced , more and more social media sites are showing up in our daily life .","Nowadays , as the technology is becoming increasingly advanced , more and more social media sites are showing up in our daily life .",NONE
"You can see people playing Facebook , Twitter through their smart phones or ipad on buses or on trains .","You can see people playing Facebook , Twitter , through their smart phones or ipad on buses or on trains .","A 8 8|||Mec|||,|||REQUIRED|||-NONE-|||0"
Some may say that the appearance for these modern media will reduce the chance for people to communicate face to face .,Some may say that the appearance of these modern media reduces the chance for people to communicate face to face .,A 6 7|||Prep|||of|||REQUIRED|||-NONE-|||0; A 10 12|||Vt|||reduces|||REQUIRED|||-NONE-|||0
This essay will illustrate the pros and cons of using social media in modern society .,This essay will illustrate the pros and cons of using social media in modern society .,NONE
"Firstly of all , social media can make it more convenient for people to make friends and contact each other .","Firstly of all , social media can make it more convenient for people to make friends and contact each other .",NONE
"Years ago when these modern products have not been popular , the way for people to communicate or contact people far way are still restricted in making phone calls , sending emails or writing letters .","Years ago when these modern products were not available , the way for people to communicate or contact people far way are still restricted was phone calls to sending emails or writing letters .",A 6 10|||Wci|||were not available|||REQUIRED|||-NONE-|||0; A 22 23|||Vt|||was|||REQUIRED|||-NONE-|||0; A 23 24|||Rloc-||||||REQUIRED|||-NONE-|||0; A 25 26|||Prep|||to|||REQUIRED|||-NONE-|||0
Some will take long time and some are not efficient enough for people to get their response .,Some would will a take long time were some are not efficient enough for people to get their response .,A 1 1|||Pref|||of these forms|||REQUIRED|||-NONE-|||0; A 1 2|||Vt|||would|||REQUIRED|||-NONE-|||0; A 3 3|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 7 8|||Vt|||were|||REQUIRED|||-NONE-|||0
"However , social media solves these problems well .","However , social media solves these problems well .",NONE
People can contact their friends on the internet and get their reply very fast .,People can contact their friends on the internet and get a reply very fast .,A 10 11|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
The communication is also not limited in words .,The communication is also not limited in words .,NONE
People can express themselves through pictures or emotions .,People can express themselves through pictures or emotions .,NONE
People can also get to know their friends ' state and mood by looking at their posts on line .,People can also get to know their friend 's state and mood by looking at their posts on line .,A 7 9|||Npos|||friend 's|||REQUIRED|||-NONE-|||0
"Moreover , people can be aware of what is going on in social situation and see the comments online and share their opinions on these websites .","Moreover , people can be aware of what is going on in society and see the comments online and share their opinions on these websites .",A 12 14|||Wci|||society|||REQUIRED|||-NONE-|||0
These social media makes people 's life much more colorful and provide a lot of fun .,These social media make people 's lives much more colorful and provide a lot of fun .,A 3 4|||SVA|||make|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||lives|||REQUIRED|||-NONE-|||0
"However , social media may do some harm to people 's life .","However , social media may do some harm to people 's lives .",A 11 12|||Nn|||lives|||REQUIRED|||-NONE-|||0
It will make people spend more time on chatting on the internet rather than communicate face to face such that the interpersonal skill will be badly affected .,They make people spend more time on on the internet rather than communicate face communicating face such that the interpersonal will be skills are,A 0 1|||Pform|||They|||REQUIRED|||-NONE-|||0; A 1 2|||Vt||||||REQUIRED|||-NONE-|||0; A 7 8|||Prep||||||REQUIRED|||-NONE-|||0; A 14 15|||Vform|||communicating|||REQUIRED|||-NONE-|||0; A 20 21|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 22 23|||Nn|||skills|||REQUIRED|||-NONE-|||0; A 23 25|||Vt|||are|||REQUIRED|||-NONE-|||0
Some people spend a lot of time in it and forget their real life .,Some people spend a lot of time online and forget their real life lives,A 7 9|||Wci|||online|||REQUIRED|||-NONE-|||0; A 13 14|||Nn|||lives|||REQUIRED|||-NONE-|||0
"Actually , I have seen some people are very funny and interesting when I am chatting with them online .","Actually , I have seen that some can be are very funny and interesting when I am chatting with them online .",A 5 5|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 7 8|||Vm|||can be|||REQUIRED|||-NONE-|||0
"However , they behave quite boring when I talk to them in real life .","However , they are quite boring when I talk to them in real life .",A 3 4|||Wci|||are|||REQUIRED|||-NONE-|||0
Teenagers are developing their interpersonal skills and social skills when they are growing up .,Teenagers need to develop their interpersonal skills and social skills when they are growing up .,A 1 2|||Vm|||need to|||REQUIRED|||-NONE-|||0; A 2 3|||Vform|||develop|||REQUIRED|||-NONE-|||0
"If they spend too much time on these social media , it may cause some problems to their mental development .","If they spend too much time on these social media , it may cause some problems to their mental development .",NONE
They may feel uncomfortable when they communicate with people face to face .,They may feel uncomfortable when they communicate with people face to face .,NONE
Some may share fewer and fewer time with their family and not knowing how to express themselves .,Some may share less time with their family and not knowing how know express themselves .,A 3 6|||Wci|||less|||REQUIRED|||-NONE-|||0; A 12 13|||Vform|||know|||REQUIRED|||-NONE-|||0
"Moreover , some wrong values on the websites will affect teenagers and confuse them .","Moreover , some wrong values on the websites will affect teenagers and confuse them .",NONE
Some may even do something wrong .,Some may even do something wrong .,NONE
"In conclusion , the showing up of social media sites is a double edged sword .","In conclusion , the showing up of social media sites is a double edged sword .",NONE
It can make our life simpler .,It can make our life simpler .,NONE
People can promote their friendship and relationship through these social media .,People can promote their friendships and relationships through these social media .,A 4 5|||Nn|||friendships|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||relationships|||REQUIRED|||-NONE-|||0
"Whereas , it can also make people forget to communicate to their family and friends in the real life and affect negatively to their interpersonal skills .","However , They can also make people forget to communicate to their family and friends in real life and affect negatively to interpersonal skills .",A 0 1|||Trans|||However|||REQUIRED|||-NONE-|||0; A 2 3|||Pform|||They|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 22 23|||Prep||||||REQUIRED|||-NONE-|||0
"But overall , the advantages far outweigh its disadvantage .","But overall , the advantages far outweigh the disadvantages .",A 7 8|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 8 9|||Nn|||disadvantages|||REQUIRED|||-NONE-|||0
So we need to make best use of these social media and make it a fun way of adding some excitement when life is boring .,So we need to make best use of these social media and make them a fun way of having some excitement when life is boring,A 13 14|||Pref|||them|||REQUIRED|||-NONE-|||0; A 18 19|||Wci|||having|||REQUIRED|||-NONE-|||0; A 25 26|||Mec||||||REQUIRED|||-NONE-|||0
And try to bypass the shortcomings .,and try to bypass the shortcomings .,A 0 1|||Mec|||and|||REQUIRED|||-NONE-|||0
Remember to send greetings to our friends and family frequently .,We should remember that it is important to send greetings to our friends and family frequently .,A 0 1|||Others|||We should remember that it is important|||REQUIRED|||-NONE-|||0
"Nowadays , with the advancement of technology , it is easy to communicate wherever you are .","Nowadays , with the advancement of technology , it is easy to communicate wherever you are .",NONE
The appearance of social media sites truly connects people closely .,The appearance of social media sites truly connects people closely .,NONE
People can know their friends ' recently looks and interesting things happens on that people just by checking their facebook or other social media sites .,People can know about their friends recent recently looks the and that happen to them that people just by checking their facebook or other social media sites .,A 3 3|||Wci|||about|||REQUIRED|||-NONE-|||0; A 6 7|||Wform|||recent|||REQUIRED|||-NONE-|||0; A 9 9|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 11 12|||Ssub|||that happen|||REQUIRED|||-NONE-|||0; A 12 15|||Wci|||to them|||REQUIRED|||-NONE-|||0
We can not deny that the social media sites truly make the old friends do not lose the information and the chances to communicate with you even you are in a different country .,We can not deny that the social media sites truly enable old friends do to lose the contact the chances to chance with you even you are if in a different country .,A 10 12|||Wci|||enable|||REQUIRED|||-NONE-|||0; A 14 15|||Prep|||to|||REQUIRED|||-NONE-|||0; A 17 19|||Wci|||contact|||REQUIRED|||-NONE-|||0; A 21 22|||Nn|||chance|||REQUIRED|||-NONE-|||0; A 27 27|||Trans|||if|||REQUIRED|||-NONE-|||0
"However , the social media sites truly reduce the communication in face-to-face which truly affects interpersonal skills .","However , the social media sites truly reduce the communication in face to face settings which truly affects interpersonal skills .",A 11 12|||Wci|||face to face settings|||REQUIRED|||-NONE-|||0
There are two advantages and two disadvantages of using the social media in people 's daily life .,There are two advantages and two disadvantages of using social media in people 's daily life lives,A 9 10|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 16 17|||Npos|||lives|||REQUIRED|||-NONE-|||0
"Firstly , the social media sites can connect people with their friends and parents closely .","Firstly , the social media sites can connect people with their friends and parents closely .",NONE
"By typing the words and showing the pictures , people can express their emotions that they are too shy to express .","By typing words and showing the , people can express their emotions they are too shy may be express . in person",A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 16 17|||Vm|||may be|||REQUIRED|||-NONE-|||0; A 21 21|||Wci|||in person|||REQUIRED|||-NONE-|||0
"For example , on mother 's day , people are shy to say "" I love you "" to their mothers so they can type it on his or her mother 's facebook page .","For example , on mother 's day , people may be shy to say "" I love you "" to their mothers so they can type it on their mother 's facebook page . pages",A 9 10|||Vm|||may be|||REQUIRED|||-NONE-|||0; A 27 30|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 33 34|||Nn|||pages|||REQUIRED|||-NONE-|||0
Then his or her mother will also know the emotion and feel warm .,Then their mother will mothers know the receive feel warm .,A 1 4|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 4 5|||Nn|||mothers|||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||receive|||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"On the other hand , when the teenager is studying in a foreign country , the internet is the only way that he can communicate with their parents and friends .","On the other hand , when teenagers is are in a foreign country , the internet is the only way that he they communicate with their parents and friends .",A 6 8|||ArtOrDet|||teenagers|||REQUIRED|||-NONE-|||0; A 8 9|||SVA|||are|||REQUIRED|||-NONE-|||0; A 22 23|||Pform|||they|||REQUIRED|||-NONE-|||0
"Therefore , the social media is truly good for people .","Therefore , the social media is truly good for people .",NONE
"Secondly , the social media sites can not only connect people with their friends closely .","Secondly , the social media sites can not only connect people with their friends closely .",NONE
"People can also know much information about the celebrity in Twitter and Facebook such as Obama , Bill Gates and get the first-hand study materials on it .","People can also find out a great deal of information about celebrities in from and Facebook such as Obama , and Gates and get the study materials on it . these",A 3 4|||Wci|||find out|||REQUIRED|||-NONE-|||0; A 4 5|||Wci|||a great deal of|||REQUIRED|||-NONE-|||0; A 7 9|||Nn|||celebrities|||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||from|||REQUIRED|||-NONE-|||0; A 16 17|||Trans|||and|||REQUIRED|||-NONE-|||0; A 21 22|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 26 27|||Pform|||these|||REQUIRED|||-NONE-|||0
They can learn how these people succeed and they can also have the chance to talk with them and know these famous persons ' thought by using the social media .,They can learn how these people succeed and they can also have the chance to talk to them and know these famous persons ' thoughts by using the social media .,A 16 17|||Prep|||to|||REQUIRED|||-NONE-|||0; A 24 25|||Nn|||thoughts|||REQUIRED|||-NONE-|||0
"On the other hand , with the help of social media , some homeless people or someone who need the money to cure the disease can get the help from the world quickly because once one person know the information , his or her will share it to their "" friends area "" , then many people will know it and spread the information to the person who can give help .","On the other hand , with the help of social media , some homeless people or someone who needs money to cure the a can get the from the world quickly because once one person people information receive or her will they their "" can area "" , then many people will know it and spread the can find out about the person who can give help a",A 18 19|||SVA|||needs|||REQUIRED|||-NONE-|||0; A 19 20|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 23 24|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 27 28|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 35 37|||Nn|||people|||REQUIRED|||-NONE-|||0; A 37 38|||Wci|||receive|||REQUIRED|||-NONE-|||0; A 38 39|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 41 44|||Pform|||they|||REQUIRED|||-NONE-|||0; A 44 45|||Vm|||can|||REQUIRED|||-NONE-|||0; A 57 58|||Vm|||can|||REQUIRED|||-NONE-|||0; A 58 59|||Wci|||find out about|||REQUIRED|||-NONE-|||0; A 65 66|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
"On the other hand , there are also problems with the population of the social media .","On the other hand , there are also problems with the influence of social media .",A 11 12|||Wci|||influence|||REQUIRED|||-NONE-|||0; A 13 14|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Firstly , when people rely on the social media to communicate with their friends and parents , they will accustom to communicate by typing and not talking .","Firstly , when people rely on social media to communicate with their friends and parents , they will to become accustomed by communicating and not talking .",A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 18 19|||Vt||||||REQUIRED|||-NONE-|||0; A 19 20|||Wci|||become accustomed|||REQUIRED|||-NONE-|||0; A 21 22|||Vform|||communicating|||REQUIRED|||-NONE-|||0
People even prefer talk to their friends and meet their friends online and gradually reject face-to-face communication .,People even prefer to talk to their friends and meet their friends online and gradually reject face-to-face communication .,A 3 3|||Vform|||to|||REQUIRED|||-NONE-|||0
"Therefore , the social media truly limit the interpersonal skills such that people lose the chance and the ability to practice talking and connect the relation between him and their friends .","Therefore , social media truly limit the skills such that in such a way lose the chance and the ability to practice talking and connect the connecting face to face with .",A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 10 11|||Trans|||in such a way|||REQUIRED|||-NONE-|||0; A 23 24|||Vform|||connecting face to face with|||REQUIRED|||-NONE-|||0; A 24 29|||Rloc-||||||REQUIRED|||-NONE-|||0
"Secondly , without the truly communication in the real life , people lose the ability to see the truth and false .","Secondly , without truly real in face to face people lose the ability to see the truth and false .",A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 4 5|||Wci|||real|||REQUIRED|||-NONE-|||0; A 6 10|||Wci|||face to face|||REQUIRED|||-NONE-|||0; A 19 21|||Rloc-||||||REQUIRED|||-NONE-|||0
"There are many people in the social media with beautiful image and good content in their pages , however in real life , he or she may do not have jobs or live poorly .","There are many people in social media with beautiful image images good content in their pages , however in real life , he they do not have or live poorly . they may",A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 10 11|||Nn|||images|||REQUIRED|||-NONE-|||0; A 23 26|||Pform|||they|||REQUIRED|||-NONE-|||0; A 27 28|||Rloc-||||||REQUIRED|||-NONE-|||0; A 32 32|||Others|||they may|||REQUIRED|||-NONE-|||0
Teenagers may believe these people and easily be cheat and lose money even their safe .,Teenagers may believe these people and be cheat cheated by them lose money even,A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0; A 8 9|||Vform|||cheated by them|||REQUIRED|||-NONE-|||0; A 12 15|||Rloc-||||||REQUIRED|||-NONE-|||0
"Therefore , the social media is not safe which is bad to teenager 's future development .","Therefore , the social media is not safe which is bad for a teenager 's future development .",A 11 12|||Prep|||for|||REQUIRED|||-NONE-|||0; A 12 12|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
"All in all , the appearance of social media truly helps people a lot in many areas .","All in all , the appearance of social media truly helps people a lot in many areas .",NONE
"However , there exits some disadvantages which will affect people in some degree .","However , there exits some disadvantages which may affect people to some degree .",A 7 8|||Vm|||may|||REQUIRED|||-NONE-|||0; A 10 11|||Prep|||to|||REQUIRED|||-NONE-|||0
Advantages and Disadvantages of Using Social Media in Our Daily life and Society .,Advantages and Disadvantages of Using Social Media in Our Daily lives and Society .,A 10 11|||Nn|||lives|||REQUIRED|||-NONE-|||0
"Nowadays , with the development of technology and society , social media become more popular and even important in our daily life .","Nowadays , with the development of technology and society , social media is becoming more popular , even important , in our lives life .","A 12 13|||Vt|||is becoming|||REQUIRED|||-NONE-|||0; A 15 16|||Mec|||,|||REQUIRED|||-NONE-|||0; A 18 18|||Mec|||,|||REQUIRED|||-NONE-|||0; A 21 22|||Nn|||lives|||REQUIRED|||-NONE-|||0"
"We communicate with others using social media , such as twitter , facebook and microblog more and more frequently .","We communicate with others using social media , such as twitter , facebook and microblog more and more frequently .",NONE
"There is no need to for people to go out of their home to interact with others , they chat online , share pictures , tell others what they have done or funny stories .","There is no need for people to go out of their home to interact with others , ; chat online , share pictures , tell others what they have done or funny tell stories .",A 4 5|||Prep||||||REQUIRED|||-NONE-|||0; A 17 18|||Mec|||;|||REQUIRED|||-NONE-|||0; A 32 32|||Wci|||tell|||REQUIRED|||-NONE-|||0
