source,target,annotation
"When ones chat on those media sites , there is no eye connection , no emotion delivery and even the expressions are typed in by using some combinations of punctuations .","When one chats on those media sites , there is no eye contact , no emotion delivery , and even the expressions are typed in by using combination combinations punctuation punctuations .","A 1 2|||Nn|||one|||REQUIRED|||-NONE-|||0; A 2 3|||SVA|||chats|||REQUIRED|||-NONE-|||0; A 12 13|||Wci|||contact|||REQUIRED|||-NONE-|||0; A 17 17|||Mec|||,|||REQUIRED|||-NONE-|||0; A 27 28|||Nn|||combination|||REQUIRED|||-NONE-|||0; A 29 30|||Nn|||punctuation|||REQUIRED|||-NONE-|||0"
"For more convenience , sentences are shortened to simply three or four words such as lol ( which means laugh intensively ) and "" asap "" ( which means as soon as possible ) .","For more convenience , sentences are shortened to simply three or four words , such as lol ( which laughing laugh intensively ) and "" asap "" ( which means as soon as possible ) .","A 13 13|||Mec|||,|||REQUIRED|||-NONE-|||0; A 19 20|||Vform|||laughing|||REQUIRED|||-NONE-|||0"
People indeed go to great length to make their words as shorter as they can .,People indeed go to great lengths to make their words as short as they can .,A 5 6|||Nn|||lengths|||REQUIRED|||-NONE-|||0; A 11 12|||Wform|||short|||REQUIRED|||-NONE-|||0
"While , once they are communicating with people in their face , expressing themselves appropriately become really a big problem .","On the other hand , once they are communicating with people in their face , expressing themselves appropriately becomes a really big problem .",A 0 1|||Wci|||On the other hand|||REQUIRED|||-NONE-|||0; A 15 16|||SVA|||becomes|||REQUIRED|||-NONE-|||0; A 16 18|||WOadv|||a really|||REQUIRED|||-NONE-|||0
Social media also provides people huge brunch information about people and things that they interests .,Social media also provide people huge branches of information about people and things they interest them .,A 3 4|||SVA|||provide|||REQUIRED|||-NONE-|||0; A 6 7|||Mec|||branches|||REQUIRED|||-NONE-|||0; A 7 7|||Prep|||of|||REQUIRED|||-NONE-|||0; A 13 14|||Pref||||||REQUIRED|||-NONE-|||0; A 14 15|||Pref|||interest them|||REQUIRED|||-NONE-|||0
"For example , on Twitter , it is exciting to follow people that you adore like famous movie and series stars , business men and entrepreneurs .","For example , on Twitter , it is exciting to follow people that you adore , like famous movie TV and series stars , business men and entrepreneurs .","A 15 15|||Mec|||,|||REQUIRED|||-NONE-|||0; A 19 19|||Others|||TV|||REQUIRED|||-NONE-|||0"
It makes people feel extreme close to their admirers ' lives and works .,It makes people feel extremely close to their idols ' lives and works .,A 4 5|||Wform|||extremely|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||idols|||REQUIRED|||-NONE-|||0
Updated news people care about can be easily obtained when you refresh your social media sites on your smart phones and laptops almost every time at any time .,"Updated news that people care about can be easily obtained when you refresh your social media sites on smartphones phones and laptops , time at any time .","A 2 2|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 18 20|||Mec|||smartphones|||REQUIRED|||-NONE-|||0; A 22 22|||Mec|||,|||REQUIRED|||-NONE-|||0; A 23 25|||Rloc-||||||REQUIRED|||-NONE-|||0"
"However , after one has registered in those social media sites which are not reliable , all the information you have filled in will be a weapon against you in the future .","However , after one has registered for those social media sites that are not reliable , all the information you have filled in could be a weapon against you in the future .",A 6 7|||Prep|||for|||REQUIRED|||-NONE-|||0; A 11 12|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 23 24|||Vm|||could|||REQUIRED|||-NONE-|||0
"Furthermore , not everyone on the social media sites is honest .","Furthermore , not everyone on social media sites is honest .",A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0
The profile picture may not be the person who that user says he or she really is .,The profile picture may not be the person whom that user says he or she really is .,A 8 9|||Wform|||whom|||REQUIRED|||-NONE-|||0
"The reason might just be that he or she just wants to "" decorate "" his or her face .","The reason might just be that he or she just wants to "" decorate "" his or her face .",NONE
But there is possibility that the person on the other side is deceiving you in order to obtain your information against you .,"But there is a possibility that the person on the other side is deceiving you in order to obtain your and use it , information against you .","A 3 3|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 20 20|||Mec|||,|||REQUIRED|||-NONE-|||0; A 20 20|||V0|||and use it|||REQUIRED|||-NONE-|||0"
No pledge of authenticity risks people 's information and privacy that are shared on social media sites .,No pledge of authenticity ensures risks people 's information and sites .,A 4 4|||WOinc|||shared on social media sites|||REQUIRED|||-NONE-|||0; A 4 5|||Wci|||ensures|||REQUIRED|||-NONE-|||0; A 10 17|||WOinc||||||REQUIRED|||-NONE-|||0
"To sum up , social media has advantages and disadvantages in people 's daily life .","To sum up , social media have advantages and disadvantages in people 's daily lives .",A 6 7|||SVA|||have|||REQUIRED|||-NONE-|||0; A 14 15|||Nn|||lives|||REQUIRED|||-NONE-|||0
It shortens the distance between people from all over the world and makes instant communication possible .,They shorten the distance between people from all over the world and make instant communication possible .,A 0 1|||Pref|||They|||REQUIRED|||-NONE-|||0; A 1 2|||SVA|||shorten|||REQUIRED|||-NONE-|||0; A 12 13|||SVA|||make|||REQUIRED|||-NONE-|||0
And it becomes more convenient to obtain and update information by using social media .,And it has become more convenient to obtain and update information by using social media .,A 2 3|||Vt|||has become|||REQUIRED|||-NONE-|||0
"On the contrary , social media makes people lose their ability to communicate effectively in their real lives and makes people risk exposing their privacy to those whose identity can not be verified on the social media sites .","On the other hand , social media make people lose their ability to communicate effectively in their real lives , make makes people risk exposing their privacy to those whose identity can not be verified the social media sites .","A 2 3|||Wci|||other hand|||REQUIRED|||-NONE-|||0; A 6 7|||SVA|||make|||REQUIRED|||-NONE-|||0; A 18 18|||Mec|||,|||REQUIRED|||-NONE-|||0; A 19 20|||SVA|||make|||REQUIRED|||-NONE-|||0; A 34 35|||ArtOrDet||||||REQUIRED|||-NONE-|||0"
How do social media help change our lives ?,How do social media help change our lives ?,NONE
"As the development of the technology , social media becomes more and more significant role in the whole world .","With the development of technology , social media becomes has had a and more significant role in the world .",A 0 1|||Prep|||With|||REQUIRED|||-NONE-|||0; A 4 5|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 9 10|||Wci|||has had|||REQUIRED|||-NONE-|||0; A 10 10|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 17 18|||Rloc-||||||REQUIRED|||-NONE-|||0
Everyone in the world can not stop using it every day to express their feelings or ideas and a log of other stuff which helps their friends know their lives better .,"Everyone in the world can not stop using it every day to express their feelings or ideas , and lot log of other that which helps their friends know their lives better .","A 17 17|||Mec|||,|||REQUIRED|||-NONE-|||0; A 19 20|||Mec|||lot|||REQUIRED|||-NONE-|||0; A 23 24|||Ssub|||that|||REQUIRED|||-NONE-|||0"
"However , it also raised the concerns about whether it brings us more benefits or a human disaster .","However , social media also raise concerns about whether it they bring more or a human . disasters",A 2 3|||Pref|||social media|||REQUIRED|||-NONE-|||0; A 4 5|||Vt|||raise|||REQUIRED|||-NONE-|||0; A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 9 10|||Pref|||they|||REQUIRED|||-NONE-|||0; A 10 11|||SVA|||bring|||REQUIRED|||-NONE-|||0; A 12 13|||Rloc-||||||REQUIRED|||-NONE-|||0; A 15 16|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 17 18|||Nn|||disasters|||REQUIRED|||-NONE-|||0
"Although it helps to connect us with our friends wherever we are , it at the same time reduces the chance for us to talk to our friends face to face which may affect our interpersonal skills .","Although they help to connect us with our friends wherever we are , they at the same time reduce the chance for us to talk to our friends face-to-face , which may affect our interpersonal skills .","A 1 2|||Pref|||they|||REQUIRED|||-NONE-|||0; A 2 3|||SVA|||help|||REQUIRED|||-NONE-|||0; A 13 14|||Pref|||they|||REQUIRED|||-NONE-|||0; A 18 19|||SVA|||reduce|||REQUIRED|||-NONE-|||0; A 28 31|||Mec|||face-to-face ,|||REQUIRED|||-NONE-|||0"
"Thus , whether there are more advantages or disadvantages becomes a tough question for every human being .","Thus , whether there are more advantages or disadvantages becomes a tough question for every human being .",NONE
Many people says they will support the social media since it really helps them to have a closer view about how their friends are going in other parts of the world .,Many people say they will support social media since it they helps help to have a closer view about of their friends are going doing other parts of the world .,A 2 3|||SVA|||say|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 10 11|||Pref|||they|||REQUIRED|||-NONE-|||0; A 12 13|||SVA|||help|||REQUIRED|||-NONE-|||0; A 19 20|||Prep|||of|||REQUIRED|||-NONE-|||0; A 24 25|||Wci|||doing|||REQUIRED|||-NONE-|||0
This is especially to people who are overseas .,This is especially for to people who are overseas .,A 3 3|||Others|||true|||REQUIRED|||-NONE-|||0; A 3 4|||Prep|||for|||REQUIRED|||-NONE-|||0
"To them , social media is the only resource they can approach to know everything happened in their home country and the way they can use to show their lives to their lovers as well .","To them , social media are the only resource they can use to know everything is happening happened in their home , country only and the they use to show their lives to their , lovers as well .","A 5 6|||SVA|||are|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||use|||REQUIRED|||-NONE-|||0; A 15 15|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 15 16|||Vt|||is happening|||REQUIRED|||-NONE-|||0; A 20 20|||Mec|||,|||REQUIRED|||-NONE-|||0; A 22 22|||Others|||only|||REQUIRED|||-NONE-|||0; A 25 26|||Rloc-||||||REQUIRED|||-NONE-|||0; A 26 27|||Prep||||||REQUIRED|||-NONE-|||0; A 33 33|||Mec|||,|||REQUIRED|||-NONE-|||0"
"What 's more , these days social media plays an important role in spreading the information .","What is more , these days social media play an important role in spreading information .",A 1 2|||Wtone|||is|||REQUIRED|||-NONE-|||0; A 8 9|||SVA|||play|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Nowadays , people can just easily put their renting information on their facebook account and wait for the response from others who are from different parts of the world which brings us a huge amount of convenience .","Nowadays , people can just easily put their renting information on their Facebook account and wait for a response from others who are from different parts of the world , which brings us a huge amount of convenience .","A 12 13|||Mec|||Facebook|||REQUIRED|||-NONE-|||0; A 17 18|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 29 29|||Mec|||,|||REQUIRED|||-NONE-|||0"
It is quite significant especially for those young teenagers since they would rather go to these sites to see the news and know what happened in this world than read the newspaper every day .,"This is quite significant , especially those young teenagers , since they would rather go to these sites to the news know to find out happened has in the world , than read the newspaper every day .","A 0 1|||Pref|||This|||REQUIRED|||-NONE-|||0; A 4 4|||Mec|||,|||REQUIRED|||-NONE-|||0; A 6 7|||Pref||||||REQUIRED|||-NONE-|||0; A 9 9|||Mec|||,|||REQUIRED|||-NONE-|||0; A 19 20|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 21 22|||Trans||||||REQUIRED|||-NONE-|||0; A 22 23|||Wci|||to find out|||REQUIRED|||-NONE-|||0; A 24 24|||Vt|||has|||REQUIRED|||-NONE-|||0; A 26 27|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 28 28|||Mec|||,|||REQUIRED|||-NONE-|||0"
"However , there are also a great amount of people who against this technology .","However , there are also a great number of people who are against this technology .",A 7 8|||Wci|||number|||REQUIRED|||-NONE-|||0; A 11 11|||V0|||are|||REQUIRED|||-NONE-|||0
They worry a lot about the bad effect on the teenagers who are still developing themselves .,They worry a lot about bad effect effects the who are still developing themselves .,A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 7 8|||Nn|||effects|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 15 16|||Rloc-||||||REQUIRED|||-NONE-|||0
They pointed that actually social media reduces the chance for us to talk to people around us face to face .,They point out that actually social reduce reduces the chance for us to talk to people around face-to-face to face .,"A 1 2|||Vt|||point|||REQUIRED|||-NONE-|||0; A 2 2|||Prep|||out|||REQUIRED|||-NONE-|||0; A 6 7|||SVA|||reduce|||REQUIRED|||-NONE-|||0; A 17 17|||Mec|||,|||REQUIRED|||-NONE-|||0; A 17 20|||Mec|||face-to-face|||REQUIRED|||-NONE-|||0"
"The more we care about facebook , the less time we will have to spend with our friends .","The more we care about Facebook , , the less time we will have to spend with our friends .","A 5 6|||Mec|||Facebook ,|||REQUIRED|||-NONE-|||0"
"Nowadays , it is quite common to see on some party , people would more prefer looking at their phones and reading all the posts on facebook if they feel bored .","Nowadays , it is quite common to see at some party people would who rather looking look their phones and reading read the posts on facebook Facebook they feel bored . , than socialise","A 8 9|||Prep|||at|||REQUIRED|||-NONE-|||0; A 11 12|||Mec||||||REQUIRED|||-NONE-|||0; A 13 13|||Others|||who|||REQUIRED|||-NONE-|||0; A 14 16|||Wci|||rather|||REQUIRED|||-NONE-|||0; A 16 17|||Vform|||look|||REQUIRED|||-NONE-|||0; A 21 22|||Vform|||read|||REQUIRED|||-NONE-|||0; A 26 27|||Mec|||Facebook|||REQUIRED|||-NONE-|||0; A 31 31|||Others|||, than socialise|||REQUIRED|||-NONE-|||0"
"It makes people worry since if all the teenagers continue using social media frequently , they will decrease the ability to talk to people .","It makes people worry , since if all the teenagers continue using social media frequently , they will their the ability to talk to people .","A 4 4|||Mec|||,|||REQUIRED|||-NONE-|||0; A 18 19|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0"
They will feel it becomes difficult for them to find any topics to communicate with other people .,They will feel it becomes difficult for them to find any topics to communicate about with other people .,A 14 14|||Prep|||about|||REQUIRED|||-NONE-|||0
"Personally , I strongly agree that social media brings more disadvantages compared to advantages it gives us .","Personally , I strongly agree that social media bring more disadvantages than advantages it",A 8 9|||SVA|||bring|||REQUIRED|||-NONE-|||0; A 11 13|||Wci|||than|||REQUIRED|||-NONE-|||0; A 14 17|||Rloc-||||||REQUIRED|||-NONE-|||0
"Although it is really useful when we need to use it to let other people know we really live a good life , it wastes us a lot of time as well .","Although it is really useful when we need to use them to let other people know we really live a good life , it wastes us a lot of the time as well .",A 10 11|||Pref|||them|||REQUIRED|||-NONE-|||0; A 29 29|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
"Think in another way , if we put those time we spend on wandering on those sites , we may already finish one book or do other more meaningful things .","Think of it another way , if we the those time spent spend on about on those into something productive sites , we have finished a finish one done or do other more meaningful things .",A 1 2|||Prep|||of|||REQUIRED|||-NONE-|||0; A 2 2|||Pref|||it|||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 11 12|||Vt|||spent|||REQUIRED|||-NONE-|||0; A 14 15|||Prep|||about|||REQUIRED|||-NONE-|||0; A 17 17|||Others|||into something productive|||REQUIRED|||-NONE-|||0; A 21 22|||Vt|||have finished|||REQUIRED|||-NONE-|||0; A 22 23|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 25 26|||Vt|||done|||REQUIRED|||-NONE-|||0
We should keep in mind that there are still ways for us to contact with our family or friends .,We should keep in mind that there are still other ways for us to with our family or friends .,A 9 9|||Others|||other|||REQUIRED|||-NONE-|||0; A 14 15|||Prep||||||REQUIRED|||-NONE-|||0
Everything will be bad if we do n't know how to use them wisely no matter whether it is really good or not .,"Everything is bad if we do n't know how to use them it no , matter whether it is really good or not .","A 1 3|||Vt|||is|||REQUIRED|||-NONE-|||0; A 12 13|||Pref|||it|||REQUIRED|||-NONE-|||0; A 14 14|||Mec|||,|||REQUIRED|||-NONE-|||0"
"As a result , it is important for people to know that we need to be cautious about the time we spend on these social media .","As a result , it is important for people to know that we need to be cautious about the time we spend on these social media .",NONE
"As stated above , I strongly believe that if we can use social media wisely rather than abusing it , we will all live a better life .","As stated above , I strongly believe that if we can use social media wisely , rather than abusing it , we will all a better lives .","A 15 15|||Mec|||,|||REQUIRED|||-NONE-|||0; A 24 25|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 26 27|||Nn|||lives|||REQUIRED|||-NONE-|||0"
The advantage and disadvantage of social media,The advantage and disadvantage of social media,NONE
"Nowadays , as the technology is becoming increasingly advanced , more and more social media sites are showing up in our daily life .","Nowadays , as technology is becoming increasingly advanced , more and more social media sites are showing up in our daily life lives",A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 22 23|||Nn|||lives|||REQUIRED|||-NONE-|||0
"You can see people playing Facebook , Twitter through their smart phones or ipad on buses or on trains .",You can see people using Facebook and Twitter on their smartphones or ipad iPads buses or on trains .,A 4 5|||Wci|||using|||REQUIRED|||-NONE-|||0; A 6 7|||Trans|||and|||REQUIRED|||-NONE-|||0; A 8 9|||Prep|||on|||REQUIRED|||-NONE-|||0; A 10 12|||Mec|||smartphones|||REQUIRED|||-NONE-|||0; A 13 14|||Nn|||iPads|||REQUIRED|||-NONE-|||0
Some may say that the appearance for these modern media will reduce the chance for people to communicate face to face .,Some may say that the appearance of these modern media will reduce the chance of people to communicating face-to-face .,A 6 7|||Prep|||of|||REQUIRED|||-NONE-|||0; A 14 15|||Prep|||of|||REQUIRED|||-NONE-|||0; A 17 18|||Vform|||communicating|||REQUIRED|||-NONE-|||0; A 18 21|||Mec|||face-to-face|||REQUIRED|||-NONE-|||0
This essay will illustrate the pros and cons of using social media in modern society .,This essay will illustrate the pros and cons of using social media in modern society .,NONE
"Firstly of all , social media can make it more convenient for people to make friends and contact each other .","First of all , social media can make it more convenient for people to make friends and contact each other .",A 0 1|||Wform|||First|||REQUIRED|||-NONE-|||0
"Years ago when these modern products have not been popular , the way for people to communicate or contact people far way are still restricted in making phone calls , sending emails or writing letters .","Years ago , when these modern were have been popular , the ways for people to communicate or contact people far away were restricted in to phone calls , sending emails or writing letters .","A 2 2|||Mec|||,|||REQUIRED|||-NONE-|||0; A 6 7|||Vt|||were|||REQUIRED|||-NONE-|||0; A 8 9|||Vt||||||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||ways|||REQUIRED|||-NONE-|||0; A 21 22|||Mec|||away|||REQUIRED|||-NONE-|||0; A 22 23|||Vt|||were|||REQUIRED|||-NONE-|||0; A 23 24|||Rloc-||||||REQUIRED|||-NONE-|||0; A 25 26|||Prep|||to|||REQUIRED|||-NONE-|||0"
Some will take long time and some are not efficient enough for people to get their response .,"Some will take a long , time and some are not efficient enough for people a get their response .","A 1 1|||Others|||of those methods|||REQUIRED|||-NONE-|||0; A 1 2|||Vt||||||REQUIRED|||-NONE-|||0; A 3 3|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 5 5|||Mec|||,|||REQUIRED|||-NONE-|||0; A 15 16|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0"
"However , social media solves these problems well .","However , social media solve these problems well .",A 4 5|||SVA|||solve|||REQUIRED|||-NONE-|||0
People can contact their friends on the internet and get their reply very fast .,People can contact their friends on the Internet and get a reply very quickly .,A 7 8|||Mec|||Internet|||REQUIRED|||-NONE-|||0; A 10 11|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||quickly|||REQUIRED|||-NONE-|||0
The communication is also not limited in words .,The communication is also not limited to words .,A 6 7|||Prep|||to|||REQUIRED|||-NONE-|||0
People can express themselves through pictures or emotions .,People can express themselves through pictures or emoticons .,A 7 8|||Mec|||emoticons|||REQUIRED|||-NONE-|||0
People can also get to know their friends ' state and mood by looking at their posts on line .,People can also get to know their friends ' states and moods by looking at their posts online .,A 9 10|||Nn|||states|||REQUIRED|||-NONE-|||0; A 11 12|||Nn|||moods|||REQUIRED|||-NONE-|||0; A 17 19|||Mec|||online|||REQUIRED|||-NONE-|||0
"Moreover , people can be aware of what is going on in social situation and see the comments online and share their opinions on these websites .","Moreover , people can be aware of what is going on in social situations , by seeing comments online and share sharing opinions on these websites .","A 13 14|||Nn|||situations ,|||REQUIRED|||-NONE-|||0; A 14 15|||Prep|||by|||REQUIRED|||-NONE-|||0; A 15 16|||Vform|||seeing|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 20 21|||Vform|||sharing|||REQUIRED|||-NONE-|||0"
These social media makes people 's life much more colorful and provide a lot of fun .,These social media make people 's lives much more colorful and provide a lot of fun .,A 3 4|||SVA|||make|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||lives|||REQUIRED|||-NONE-|||0
"However , social media may do some harm to people 's life .","However , social media may do some harm to people 's lives .",A 11 12|||Nn|||lives|||REQUIRED|||-NONE-|||0
It will make people spend more time on chatting on the internet rather than communicate face to face such that the interpersonal skill will be badly affected .,"It makes people spend more time on chatting on the internet Internet than communicate communicating face-to-face , that the interpersonal skill be badly skills are","A 1 3|||Vt|||makes|||REQUIRED|||-NONE-|||0; A 11 12|||Mec|||Internet|||REQUIRED|||-NONE-|||0; A 14 15|||Vform|||communicating|||REQUIRED|||-NONE-|||0; A 15 18|||Mec|||face-to-face ,|||REQUIRED|||-NONE-|||0; A 20 21|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 22 23|||Nn|||skills|||REQUIRED|||-NONE-|||0; A 23 25|||Vt|||are|||REQUIRED|||-NONE-|||0"
Some people spend a lot of time in it and forget their real life .,Some people spend a lot of time on them and forget their real lives .,A 7 8|||Prep|||on|||REQUIRED|||-NONE-|||0; A 8 9|||Pref|||them|||REQUIRED|||-NONE-|||0; A 13 14|||Nn|||lives|||REQUIRED|||-NONE-|||0
"Actually , I have seen some people are very funny and interesting when I am chatting with them online .","Actually , I have seen some people who are very funny and interesting when chat chatting with them online .",A 7 7|||Others|||who|||REQUIRED|||-NONE-|||0; A 14 16|||Vt|||chat|||REQUIRED|||-NONE-|||0
"However , they behave quite boring when I talk to them in real life .","However , they behave quite boringly when I talk to them in real life .",A 5 6|||Wform|||boringly|||REQUIRED|||-NONE-|||0
Teenagers are developing their interpersonal skills and social skills when they are growing up .,Teenagers develop their interpersonal skills and social skills when while are grow .,A 1 3|||Vt|||develop|||REQUIRED|||-NONE-|||0; A 9 10|||Wci|||while|||REQUIRED|||-NONE-|||0; A 11 13|||Vt|||grow|||REQUIRED|||-NONE-|||0
"If they spend too much time on these social media , it may cause some problems to their mental development .","If they spend too much time on these social media , it may cause some problems with their mental development .",A 16 17|||Prep|||with|||REQUIRED|||-NONE-|||0
They may feel uncomfortable when they communicate with people face to face .,They may feel uncomfortable when they communicate with people face-to-face .,A 9 12|||Mec|||face-to-face|||REQUIRED|||-NONE-|||0
Some may share fewer and fewer time with their family and not knowing how to express themselves .,Some may share less and less time with their families and not know how to express themselves .,A 3 4|||Wci|||less|||REQUIRED|||-NONE-|||0; A 5 6|||Wci|||less|||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||families|||REQUIRED|||-NONE-|||0; A 12 13|||Vform|||know|||REQUIRED|||-NONE-|||0
"Moreover , some wrong values on the websites will affect teenagers and confuse them .","Moreover , some immoral content on the will affect teenagers and confuse them .",A 3 5|||Wci|||immoral content|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0
Some may even do something wrong .,Some may even do something wrong .,NONE
"In conclusion , the showing up of social media sites is a double edged sword .","In conclusion , the appearance of social media sites is a double double-edged .",A 4 5|||Wci|||appearance|||REQUIRED|||-NONE-|||0; A 5 6|||Prep||||||REQUIRED|||-NONE-|||0; A 12 14|||Mec|||double-edged|||REQUIRED|||-NONE-|||0
It can make our life simpler .,They can make our lives simpler .,A 0 1|||Pref|||They|||REQUIRED|||-NONE-|||0; A 4 5|||Nn|||lives|||REQUIRED|||-NONE-|||0
People can promote their friendship and relationship through these social media .,People can promote their friendships and relationships through these social media .,A 4 5|||Nn|||friendships|||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||relationships|||REQUIRED|||-NONE-|||0
"Whereas , it can also make people forget to communicate to their family and friends in the real life and affect negatively to their interpersonal skills .","However , they can also make people forget to communicate with their families and friends in real life and affect negatively their skills . negatively",A 0 1|||Wci|||However|||REQUIRED|||-NONE-|||0; A 2 3|||Pref|||they|||REQUIRED|||-NONE-|||0; A 10 11|||Prep|||with|||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||families|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 21 22|||WOadv||||||REQUIRED|||-NONE-|||0; A 22 23|||Prep||||||REQUIRED|||-NONE-|||0; A 26 26|||WOadv|||negatively|||REQUIRED|||-NONE-|||0
"But overall , the advantages far outweigh its disadvantage .","But overall , the advantages far outweigh the disadvantages .",A 7 8|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 8 9|||Nn|||disadvantages|||REQUIRED|||-NONE-|||0
So we need to make best use of these social media and make it a fun way of adding some excitement when life is boring .,So we need to make the best use of these social media and them it a fun to add adding some excitement when life is boring .,A 5 5|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 13 14|||Pref|||them|||REQUIRED|||-NONE-|||0; A 17 18|||Prep|||to|||REQUIRED|||-NONE-|||0; A 18 19|||Vform|||add|||REQUIRED|||-NONE-|||0
And try to bypass the shortcomings .,And should we try to bypass the shortcomings .,A 1 1|||Others|||we|||REQUIRED|||-NONE-|||0; A 1 1|||Vm|||should|||REQUIRED|||-NONE-|||0
Remember to send greetings to our friends and family frequently .,Remember to send greetings to our friends and family frequently .,NONE
"Nowadays , with the advancement of technology , it is easy to communicate wherever you are .","Nowadays , with the advancement of technology , it is easy to communicate wherever you are .",NONE
The appearance of social media sites truly connects people closely .,The appearance of social media sites truly connects people closely .,NONE
People can know their friends ' recently looks and interesting things happens on that people just by checking their facebook or other social media sites .,"People can see their friends ' recent looks , and interesting going happens on that , people just by Facebook their facebook or other site media sites .","A 2 3|||Wci|||see|||REQUIRED|||-NONE-|||0; A 6 7|||Wform|||recent|||REQUIRED|||-NONE-|||0; A 8 8|||Mec|||,|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||going|||REQUIRED|||-NONE-|||0; A 13 13|||Prep|||with|||REQUIRED|||-NONE-|||0; A 13 14|||Ssub||||||REQUIRED|||-NONE-|||0; A 15 15|||Mec|||,|||REQUIRED|||-NONE-|||0; A 19 20|||Mec|||Facebook|||REQUIRED|||-NONE-|||0; A 24 25|||Nn|||site|||REQUIRED|||-NONE-|||0"
We can not deny that the social media sites truly make the old friends do not lose the information and the chances to communicate with you even you are in a different country .,"We can not deny that social media sites truly make the friends that do not lose the each other 's and , improve the of communicating , with even you in different from .","A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 12 12|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 17 18|||ArtOrDet|||each other 's|||REQUIRED|||-NONE-|||0; A 19 19|||Mec|||,|||REQUIRED|||-NONE-|||0; A 20 20|||V0|||improve|||REQUIRED|||-NONE-|||0; A 22 23|||Prep|||of|||REQUIRED|||-NONE-|||0; A 23 24|||Vform|||communicating ,|||REQUIRED|||-NONE-|||0; A 24 25|||Prep||||||REQUIRED|||-NONE-|||0; A 25 26|||Rloc-||||||REQUIRED|||-NONE-|||0; A 27 28|||Rloc-||||||REQUIRED|||-NONE-|||0; A 28 29|||Rloc-||||||REQUIRED|||-NONE-|||0; A 29 30|||Prep|||from|||REQUIRED|||-NONE-|||0"
"However , the social media sites truly reduce the communication in face-to-face which truly affects interpersonal skills .","However , social media sites truly reduce the in face-to-face communication , truly interpersonal skills .","A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 9 10|||WOadv|||face-to-face communication ,|||REQUIRED|||-NONE-|||0; A 10 11|||Prep||||||REQUIRED|||-NONE-|||0; A 11 12|||WOadv||||||REQUIRED|||-NONE-|||0"
There are two advantages and two disadvantages of using the social media in people 's daily life .,There are two advantages and two disadvantages of using social media in people 's daily life lives,A 9 10|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 16 17|||Nn|||lives|||REQUIRED|||-NONE-|||0
