Before Statements,After Statements,Error Correction
"For Facebook, a comprehensive way of sharing is offered since multiple photos and videos can be uploaded, long notes can be published, even documents and data can be shared through Facebook nowadays.","For Facebook, a comprehensive way of sharing is offered since multiple photos and videos can be uploaded, long notes can be published, and even documents and data can be shared through Facebook nowadays.","[{'idx_src': [], 'idx_tgt': [25], 'corr_type': 'Trans'}]"
These advantages also comes in handy as most of these social media sites are accessible through mobile application in our smartphones.,These advantages also come in handy as most social media sites are accessible through mobile applications on our smartphones.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'SVA'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [17], 'idx_tgt': [15], 'corr_type': 'Nn'}, {'idx_src': [18], 'idx_tgt': [16], 'corr_type': 'Prep'}]"
"Despite the luxury that is offered by social media, there are also harmful side effects which people may not realize it beforehand.","Despite the luxury that is offered by social media, there are also harmful side effects which people may not realize beforehand.","[{'idx_src': [21], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
Researches show that face-to-face meeting frequency among people that are addicted to social media sites has been decreasing.,Research shows that the frequency of face-to-face meetings among people that are addicted to social media sites has been decreasing.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Nn'}, {'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'SVA'}, {'idx_src': [3, 4, 5], 'idx_tgt': [3, 4, 5, 6, 7], 'corr_type': 'WOadv'}]"
"As the consequence, it affects their interpersonal skills.","As a consequence, their interpersonal skills are affected.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [4, 5, 6, 7, 8], 'idx_tgt': [4, 5, 6, 7, 8], 'corr_type': 'WOinc'}]"
"People can think while typing and prepare what they want to say but in face-to-face communication, every word that comes out of your mouth and may be not well arranged is the picture of your personality.","People can think while typing and prepare what they want to say, but in face-to-face communication every word that comes out of your mouth may be not well arranged and is a reflection of your personality.","[{'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Mec'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [25], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [30], 'corr_type': 'Trans'}, {'idx_src': [32], 'idx_tgt': [32], 'corr_type': 'ArtOrDet'}, {'idx_src': [33], 'idx_tgt': [33], 'corr_type': 'Wci'}]"
This skill requires practices and can not be done completely through social media.,This skill requires practice and can not be done completely through social media.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Nn'}]"
"There is a situation where a family is having a dinner together in a restaurant but everybody is busy with their own gadget, posting picture in Facebook, updating status on Twitter, or even chatting with friends.","There is a situation where a family is having a dinner together in a restaurant but everybody is busy with their own gadgets, posting pictures on Facebook, updating statuses on Twitter, or even chatting with friends.","[{'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Nn'}, {'idx_src': [25], 'idx_tgt': [25], 'corr_type': 'Nn'}, {'idx_src': [26], 'idx_tgt': [26], 'corr_type': 'Prep'}, {'idx_src': [30], 'idx_tgt': [30], 'corr_type': 'Nn'}]"
These social media serves a purpose to bind people in spite of their geographical boundaries but it doesn't mean that surrounding people are neglected as the payoff.,Social media serves a purpose to connect people despite their geographical boundaries but it does not mean that the surrounding people should be neglected as a payoff.,"[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [9, 10, 11], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [18], 'idx_tgt': [15], 'corr_type': 'Wtone'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}, {'idx_src': [23], 'idx_tgt': [21, 22], 'corr_type': 'Vm'}, {'idx_src': [26], 'idx_tgt': [25], 'corr_type': 'ArtOrDet'}]"
"This is related to the interpersonal skill that is mentioned before, that can be decreasing qualitatively if we are used to facing gadget, not facing human being.","This is related to the interpersonal skills that were mentioned before, and that can decrease qualitatively if we are used to facing a gadget, and not facing a human being.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Trans'}, {'idx_src': [14, 15], 'idx_tgt': [15], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [23], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [29], 'corr_type': 'ArtOrDet'}]"
"Another disadvantage that affects other people is that by only showing selected part of our lives, we build ""false image"" in public.","Another disadvantage that affects other people is that by only showing selected parts of our lives, we build a ""false image"" in public.","[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'ArtOrDet'}]"
We tend to only share our happy moments in media.,We tend to only share our happy moments on social media.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Others'}]"
"Because of this, other people start to think that our lives are full of happiness with no problem at all.","Because of this, other people start to think that our lives are full of happiness with no problems at all.","[{'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Nn'}]"
Other people then are influenced by us and tend to do the same.,Other people are then influenced by us and try to do the same.,"[{'idx_src': [2, 3], 'idx_tgt': [2, 3], 'corr_type': 'WOadv'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}]"
"As a result, people think of theirselves lowly and may lead to depression and mental disorder.","As a result, people think of themselves lowly and it may lead to depression and mental disorders.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Pform'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}, {'idx_src': [16], 'idx_tgt': [17], 'corr_type': 'Nn'}]"
It also reduces our sympathy.,It also reduces our sympathy.,[]
This is a serious social problem and affects a lot of people.,This is a serious social problem and affects a lot of people.,[]
"As explained above, modern and sophisticated technology doesn't always give advantages.","As explained above, modern and sophisticated technology does not always give advantages.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Wtone'}]"
There are a lot of disadvantages that people may not realize of.,There are a lot of disadvantages that people may not realize.,"[{'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Prep'}]"
It is up to people's discretion and comprehension to decide which side they want to take.,It is up to people's discretion and comprehension to decide which side they want to take.,[]
"So, we should never forget to think of and calculate the benefit and loss of every decision that we make.",So we should never forget to think of and calculate the benefits and costs of every decision that we make.,"[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'Wci'}]"
"Nowadays, the advancement of technologies improves the life of many people a lot.","Nowadays, the advancement of technology has improved the life of many people a lot.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [6], 'idx_tgt': [6, 7], 'corr_type': 'Vform'}]"
"In most of the countries, there is an emergence of social media sites such as Facebook and Twitter.","In most countries, there has been an emergence of social media sites such as Facebook and Twitter.","[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [5, 6], 'corr_type': 'Vform'}]"
Many people think that the social media sites have benefits on the communication between people while some others argue that there are several negative impacts for the society.,"Many people think that social media sites have benefits for the communication between people, while some others argue that there are several negative impacts for society.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [26], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
One of the advantages which are carried by those social media sites is that they can connect us more closely than before.,One of the advantages which is created by those social media sites is that they can connect us more closely than before.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Wci'}]"
"In the past decades, when the social media sites are not yet fully developed, people connect with others who live far away by using a phone, or even a letter.","In past decades, when the social media sites were not yet fully developed, people connected with others who lived far away by using a telephone, or even a letter.","[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [9], 'corr_type': 'Vt'}, {'idx_src': [17], 'idx_tgt': [16], 'corr_type': 'Vt'}, {'idx_src': [21], 'idx_tgt': [20], 'corr_type': 'Vt'}, {'idx_src': [27], 'idx_tgt': [26], 'corr_type': 'Wtone'}]"
"However, calling a person by using a phone and writing a person a letter require some cost, and sending a letter to a person who live far away, especially in villages, takes much time.","However, calling a person by telephone and writing a person a letter requires some money, and sending a letter to a person who lives far away, especially in a village, takes much time.","[{'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [6], 'corr_type': 'Wtone'}, {'idx_src': [15], 'idx_tgt': [13], 'corr_type': 'SVA'}, {'idx_src': [17], 'idx_tgt': [15], 'corr_type': 'Wci'}, {'idx_src': [27], 'idx_tgt': [25], 'corr_type': 'SVA'}, {'idx_src': [33], 'idx_tgt': [31, 32], 'corr_type': 'ArtOrDet'}]"
The appearance of those social media sites causes those problems to be solved.,The appearance of social media sites caused those problems to be solved.,"[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Vt'}]"
"People connecting through the social media sites can spend no money on the communication, and also take only one or a few seconds for the message to reach.","People connecting through the social media sites need spend no money on communication, and it also takes only a few seconds for the message to be sent.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wci'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'ArtOrDet'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'SVA'}, {'idx_src': [19, 20], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [28], 'idx_tgt': [26, 27], 'corr_type': 'Wci'}]"
"Therefore, this advantage of social media sites saves money and time, and also provides convenience for many people.","Therefore, this advantage of social media sites saves money and time, and also provides convenience for many people.",[]
"Moreover, this also provides an alternative way for people to contact a person whom they did not see for a very long time, such as their friends in primary school and secondary school.","Moreover, this also provides an alternative way for people to contact a person who they have not seen for a very long time, such as their friends from primary school and secondary school.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Pform'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Wci'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Vform'}, {'idx_src': [29], 'idx_tgt': [29], 'corr_type': 'Prep'}]"
"As we graduate from a school, we will probably lose contact with some of our friends.","As we graduate from school, we will probably lose contact with some of our friends.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"Some of them may have changed their phone numbers and addresses, and we are not able to find them through a phone or a letter.","Some of them may have changed their phone numbers and addresses, and we will not be able to find them by telephone or a letter.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Vm'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'V0'}, {'idx_src': [20], 'idx_tgt': [21], 'corr_type': 'Prep'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Wtone'}]"
"If phone and letter are the only way to contact them, we would probably not able to find them.","If telephones and letters are the only way to contact them, we would probably not be able to find them.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wtone'}, {'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'V0'}]"
Facebook and Twitter can serve as an alternative route to make connection between us and our old friends.,Facebook and Twitter can serve as an alternative route to make connections between us and our old friends.,"[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Nn'}]"
"Hence, the social media sites serves as a platform for the connection.","Hence, social media sites serve as a platform for the connection.","[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'SVA'}]"
Everything comes with benefits will also have their disadvantages.,Everything that comes with benefits will also have its disadvantages.,"[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Ssub'}, {'idx_src': [7], 'idx_tgt': [8], 'corr_type': 'ArtOrDet'}]"
"On the other hand, social media sites also bring some negative impacts for the people and the society.","On the other hand, social media sites also bring some negative impacts for people and society.","[{'idx_src': [14], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
The advancement of those social media sites makes people so rely on them that some of them rather prefer using those sites to contact each other than talking to each other face to face.,The advancement of these social media sites makes people rely on them so much that some of them prefer using those sites to contact each other rather than talking to each other face to face.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [12, 13], 'corr_type': 'Others'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'WOadv'}]"
Many people argue that this is the most serious problem brought by social media sites.,Many people argue that this is the most serious problem brought by social media sites.,[]
"The usage of social media sites indirectly causes a reduction in face-to-face human communication in real life, which will in turn cause the lost of interpersonal skills for many people.","The use of social media sites indirectly causes a reduction in face-to-face human communication in real life, which will in turn cause the loss of interpersonal skills for many people.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wform'}, {'idx_src': [24], 'idx_tgt': [24], 'corr_type': 'Wform'}]"
"As we all know, the interpersonal skills are essential for us to communicate with each other and to present our views and ideas.","As we all know, interpersonal skills are essential for us to communicate with each other and to present our views and ideas.","[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
The lost of interpersonal skills results in the inability for people to well present their ideas.,The loss of interpersonal skills results in the inability of people to present their ideas well.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wform'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [12, 13, 14, 15], 'idx_tgt': [12, 13, 14, 15], 'corr_type': 'WOadv'}]"
"As a result, they will gradually decrease in their ability to compete with each other in the society.","As a result, they their ability to compete with each other in the society will gradually decrease.","[{'idx_src': [5, 6, 7], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [15, 16, 17], 'corr_type': 'WOinc'}]"
"In conclusion, social media sites cause both positive and negative consequences for people and society.","In conclusion, social media sites can have both positive and negative consequences for people and society.","[{'idx_src': [6], 'idx_tgt': [6, 7], 'corr_type': 'Vm'}]"
"As a part of this modern society, we should learn to distinguish between good and bad impacts brought by the advancement of technologies, and also learn to avoid the cons and maximize the benefits of those sites.","As a part of this modern society, we should learn to distinguish between good and bad impacts brought about by the advancement of technology, and also learn to avoid the cons and maximize the benefits of those sites.","[{'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Prep'}, {'idx_src': [23], 'idx_tgt': [24], 'corr_type': 'Nn'}]"
"With the advancement of technology in recent years, the need to keep in-touch with people and latest news has become a tremendous demand.","With the advancement of technology in recent years, the need to keep in touch with people and the latest news has become a tremendous demand.","[{'idx_src': [13], 'idx_tgt': [13, 14], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}]"
Some of the famous examples would be social media sites like Twitter and Facebook.,Some famous examples would be social media sites like Twitter and Facebook.,"[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"With an increasing users of more than billion users from all over the world, social media sites have demonstrated clearly its success in playing an important part of our life.","With an increasing number of more than billion users from all over the world, social media sites have demonstrated clearly their success in playing an important part of our lives.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wci'}, {'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'ArtOrDet'}, {'idx_src': [30], 'idx_tgt': [30], 'corr_type': 'Nn'}]"
"However, there are arguments that social media life brings in a reduction in face-to-face human contact, which in turn affects interpersonal skills.","However, there are arguments that social media brings a reduction in face-to-face human contact, which in turn affects interpersonal skills.","[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Prep'}]"
Let's examine the advantages and disadvantages of using social media in our daily life and society.,Let us examine the advantages and disadvantages of using social media in our daily lives and in society.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wtone'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Prep'}]"
"First and foremost, all social media sites are free.","First and foremost, all social media sites are free.",[]
All users 'needs are an internet connection and an email account so that everyone can have a Facebook or Twitter ID to start their journey in social media life.,All users need is an internet connection and an email account so that everyone can have a Facebook or Twitter ID to start their journey in social media life.,"[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [3], 'idx_tgt': [2], 'corr_type': 'SVA'}, {'idx_src': [4], 'idx_tgt': [3], 'corr_type': 'SVA'}]"
"Secondly, it helps people to keep in-touch with one another.","Secondly, it helps people to keep in touch with one another.","[{'idx_src': [7], 'idx_tgt': [7, 8], 'corr_type': 'Mec'}]"
"Finding old friends through Facebook, for example, is more easier than asking people around in real life.","Finding old friends through Facebook, for example, is easier than asking people about it in real life.","[{'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15], 'idx_tgt': [14, 15], 'corr_type': 'Prep'}]"
Social media helps to lessen the hassle of geographical distance and brings people closer.,Social media helps to lessen the hassle of geographical distance and brings people closer.,[]
"Thirdly, social media sites keep us up-to-date on latest news and updates from almost everywhere in the world, all with a click away on the refresh button.","Thirdly, social media sites keep us up to date on the latest news and updates from almost everywhere in the world, all just a click away on the refresh button.","[{'idx_src': [7], 'idx_tgt': [7, 8, 9], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'ArtOrDet'}, {'idx_src': [21], 'idx_tgt': [24], 'corr_type': 'Wci'}]"
"Last but not least, social media sites also link people together through allowing us to create our own groups, pages or sites to share our hobbies, interests and studies in particular subjects.","Last but not least, social media sites also link people together by allowing us to create our own groups, pages, or sites to share our hobbies, interests and studies in particular subjects.","[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Mec'}]"
"Hence, it is undeniable that these sites play an important role in our global inter-connected world.","Hence, it is undeniable that these sites play an important role in our global inter-connected world.",[]
"However, social media sites also have its second side of negative impact on human.","However, social media also has its second side of negative impacts on humans.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'Nn'}]"
"Undeniable, it becomes more addicting when we spend more time busy socialising and interacting virtually.","Undeniably, it becomes more addicting when we spend more time socialising and interacting virtually.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Smod'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"We spend majority of our time on sites like Facebook, Twitter and it affects our daily work productivity and performance.","We spend the majority of our time on sites like Facebook and Twitter, and it affects our daily work productivity and performance.","[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [11], 'idx_tgt': [11, 12, 13], 'corr_type': 'Trans'}]"
"In corporate world, employers often block social media network to prevent employees to spend their office time on their personal leisure than concentrating on their work.","In the corporate world, employers often block social media networks to prevent employees from spending their office time on their personal leisure instead of concentrating on their work.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'Nn'}, {'idx_src': [13], 'idx_tgt': [14], 'corr_type': 'Prep'}, {'idx_src': [14], 'idx_tgt': [15], 'corr_type': 'Vform'}, {'idx_src': [22], 'idx_tgt': [23, 24], 'corr_type': 'Trans'}]"
Using text-messaging language as an informal way of communicating on social media network also brings in a bad impact for us in a long term.,Using text-messaging language as an informal way of communicating on social media networks also has a bad impact on us in the long term.,"[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Wci'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [19], 'idx_tgt': [18], 'corr_type': 'Prep'}, {'idx_src': [22], 'idx_tgt': [21], 'corr_type': 'ArtOrDet'}]"
"The more time we spend on these sites, the lesser time we spend on face-to-face interacting with one another.","The more time we spend on these sites, the less time we spend on face-to-face interactions with one another.","[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Wform'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Wform'}]"
Hence it lessens valuable interaction between human and time we spend away from the computer screen or mobile phone.,Hence it lessens valuable interaction between humans and the time we spend away from the computer screen or our mobile phones.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [20], 'corr_type': 'Nn'}]"
"In addition, there are also some false reports and fake IDs occur on both social media sites that people use fake ID to insult or harass someone, like the case of Heather Chua occurred recently on Facebook.","In addition, there are also some false reports of fake IDs occurring on both social media sites, where people use a fake ID to insult or harass someone, like the case of Heather Chua which occurred recently on Facebook.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Mec'}, {'idx_src': [18], 'idx_tgt': [19], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [37], 'corr_type': 'ArtOrDet'}]"
"These malicious comments often go viral and it creates a strong negative effect on the real user in real life, which might lead to unwilling attitude to interact with others in real life by the victim.","These malicious comments often go viral and it creates a strong negative effect on the real user in real life, which might lead to an unwillingness to interact with others in real life by the victim.","[{'idx_src': [25], 'idx_tgt': [25, 26], 'corr_type': 'Wform'}, {'idx_src': [26], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"In conclusion, everything has its two-sided affect and it depends on how we exploit it.","In conclusion, everything has two sides and it depends on how we exploit it.","[{'idx_src': [5, 6, 7], 'idx_tgt': [5, 6], 'corr_type': 'Wci'}]"
"With current booming technology, it is agreeable that people become more technology-savvy and they want to spend more time interacting with each others through social media sites, however, it does not mean that we should neglect face-to-face human interaction as it plays even a more important aspect in our life.","With the current booming technology, it is true that people have become more technology-savvy and they want to spend more time interacting with each other through social media sites. However, it does not mean that we should neglect face-to-face human interaction as it plays an even more important aspect in our lives.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'V0'}, {'idx_src': [23], 'idx_tgt': [25], 'corr_type': 'Nn'}, {'idx_src': [28, 29], 'idx_tgt': [30, 31], 'corr_type': 'Srun'}, {'idx_src': [45, 46], 'idx_tgt': [47, 48], 'corr_type': 'WOadv'}, {'idx_src': [52], 'idx_tgt': [54], 'corr_type': 'Nn'}]"
"As more and more social websites such as Twitter, Facebook and Weibo which have become ubiquitous, seamless and imperative in our life, people may worry about the young generation having problems in face-to-face communication skills.","As more and more social websites such as Twitter, Facebook and Weibo which have become ubiquitous, seamless and imperative in our lives, people may worry about the younger generations having problems with face-to-face communication skills.","[{'idx_src': [23], 'idx_tgt': [23], 'corr_type': 'Nn'}, {'idx_src': [30], 'idx_tgt': [30], 'corr_type': 'Wform'}, {'idx_src': [31], 'idx_tgt': [31], 'corr_type': 'Nn'}, {'idx_src': [34], 'idx_tgt': [34], 'corr_type': 'Prep'}]"
"However, I believe that the benefits brought by these online chatting rooms tremendously outweigh their repercussions.","However, I believe that the benefits brought by these online chatrooms tremendously outweigh their repercussions.","[{'idx_src': [11, 12], 'idx_tgt': [11], 'corr_type': 'Wform'}]"
Social media enables us to explore the world far far away without paying expensive airplane tickets and sparing a one-week holiday.,Social media enables us to explore the world from far away without paying for expensive airplane tickets and taking a one-week holiday.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Prep'}, {'idx_src': [17], 'idx_tgt': [18], 'corr_type': 'Wci'}]"
The convenience is beyond description.,The convenience is beyond description.,[]
"With a small smart phone or a computer at school, at work or at home, we can easily make friends worldwide with a 'click' and get to know about their life through having conversations with them, reading their blogs, photos and status.","With a small smart phone or a computer at school, at work, or at home, we can easily make friends worldwide with a 'click' and get to know about their lives by having conversations with them, and reading their blogs, photos and statuses.","[{'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [33], 'idx_tgt': [34], 'corr_type': 'Nn'}, {'idx_src': [34], 'idx_tgt': [35], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [41], 'corr_type': 'Trans'}, {'idx_src': [46], 'idx_tgt': [48], 'corr_type': 'Nn'}]"
"Compared to face-to-face interaction, online conversation is easier for strangers to open their mouth to each other.","Compared to face-to-face interaction, online conversation makes it easier for strangers to open their mouths to each other.","[{'idx_src': [7], 'idx_tgt': [7, 8], 'corr_type': 'Wci'}, {'idx_src': [14], 'idx_tgt': [15], 'corr_type': 'Nn'}]"
"Since some of the information has already been revealed on the home page, it is also easier to find some common topics to talk about.","Since some of the information has already been revealed on their home page, it is also easier to find some common topics to talk about.","[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}]"
"Moreover, people usually like to share boldly about their real feelings online with their masks in reality being taken off.","Moreover, people usually like to talk openly about their real feelings online with their masks from reality taken off.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wci'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Prep'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"This has been indicated in a report done by Boston University in 2012, 80% of information posted online is true while a person may like 3 out of 10 times in real life.",It has been indicated in a report done by Boston University in 2012 that 80% of information posted online is true while a person may like 3 out of 10 times in real life.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'ArtOrDet'}, {'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Ssub'}]"
