Before Statements,After Statements,Error Correction
"The sharing of information can be done faster through social media as well, that is why nowadays many news publishers make their own social media account, for example Channel News Asia has a twitter account and will update its follower with headline news.","The sharing of information can be done faster through social media as well, which is why nowadays many news publishers have their own social media accounts. For example, Channel News Asia has a Twitter account and updates its followers with headline news.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Ssub'}, {'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Wci'}, {'idx_src': [26], 'idx_tgt': [26], 'corr_type': 'Nn'}, {'idx_src': [27], 'idx_tgt': [27], 'corr_type': 'Srun'}, {'idx_src': [28], 'idx_tgt': [28], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [30], 'corr_type': 'Mec'}, {'idx_src': [35], 'idx_tgt': [36], 'corr_type': 'Mec'}, {'idx_src': [38, 39], 'idx_tgt': [39], 'corr_type': 'Vt'}, {'idx_src': [41], 'idx_tgt': [41], 'corr_type': 'Nn'}]"
That shows how actually news and information can be shared easily through social media.,That shows how news and information can be shared easily through social media.,"[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Furthermore, since many teenagers and young adults are fans of social media, these information can reach them easily without them need to watch or listen to the news reports.","Furthermore, since many teenagers and young adults are fans of social media, this information can reach them easily without them needing to watch or listen to news reports.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Pref'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Vform'}, {'idx_src': [28], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"Due to the popularity of social media, many people start to do their business via these sites.","Due to the popularity of social media, many people are starting to do their business via these sites.","[{'idx_src': [10], 'idx_tgt': [10, 11], 'corr_type': 'Vt'}]"
"More and more advertisements can be found on Facebook, whether it is our friends who sell their products or professional brands selling their products online, we can get to buy and contact the sellers through those sites, which can be considered as an advantage for us, the buyers.","More and more advertisements can be found on Facebook, whether it is our friends who are selling their products or professional brands selling their products online. We can buy and contact the sellers through those sites, which can be considered as an advantage for us, the buyers.","[{'idx_src': [16], 'idx_tgt': [16, 17], 'corr_type': 'Vt'}, {'idx_src': [26, 27], 'idx_tgt': [27, 28], 'corr_type': 'Srun'}, {'idx_src': [29], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [30], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"However, is it the same when we keep in touch with someone virtually compared to when we meet them personally?","However, is it the same when we keep in touch with someone virtually as when we meet them personally?","[{'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15], 'idx_tgt': [14], 'corr_type': 'Prep'}]"
I do think there is difference in it and I believe many of us will agree.,"I do think there is a difference in it, and I believe many of us will agree.","[{'idx_src': [], 'idx_tgt': [5], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Mec'}]"
"When we write or communicate virtually, we can hide our through feelings and many not become ourselves since we do not want the other party to judge us.","When we write or communicate virtually, we can hide our true feelings. Many do not become themselves since they do not want the other party to judge them.","[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [13, 14], 'idx_tgt': [13, 14], 'corr_type': 'Srun'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'V0'}, {'idx_src': [17], 'idx_tgt': [18], 'corr_type': 'Pref'}, {'idx_src': [19], 'idx_tgt': [20], 'corr_type': 'Pref'}, {'idx_src': [28], 'idx_tgt': [29], 'corr_type': 'Pref'}]"
"Other than that, sometimes the message of one party can not be delivered properly to the other one since the communication is done through written language, and thus the 'tone' of the message sent and when it is received may be different.","Other than that, sometimes the message of one party can not be delivered properly to the other one since the communication is done through written language, and thus the 'tone' of the message sent and the message received may be different.","[{'idx_src': [38], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [39], 'idx_tgt': [38, 39], 'corr_type': 'Pref'}, {'idx_src': [40], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Many people are very brave in telling people about their opinions online but in real life some of them can be very shy and not outspoken at all.,"Many people are very brave in telling people about their opinions online, but in real life some of them can be very shy and not outspoken at all.","[{'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Mec'}]"
This will lead to a bad inter-personal skill as well as a problem of trusts.,"This will lead to bad interpersonal skills, as well as a problem of trust.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [7], 'idx_tgt': [6, 7], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Nn'}]"
Nowadays we can not really trust new people whom we know from social media since we will never know whether they are even' 'real'.,"Nowadays we can not really trust new people whom we know from social media, since we will never know whether they are even' 'real'.","[{'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}]"
Some people fake their identities in media sites so that they can know more people or some may even cheat others.,"Some people fake their identities on social media sites so that they can know more people, or even to cheat others.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Others'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Mec'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Prep'}]"
"In addition, privacy issue has become more popular nowadays since some people do not realize that they may actually share some information that they are not willing to share at the first place.","In addition, privacy issues have become more popular nowadays, since some people do not realize that they may actually be sharing some information that they are not willing to share in the first place.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Nn'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'V0'}, {'idx_src': [20], 'idx_tgt': [22], 'corr_type': 'Vform'}, {'idx_src': [30], 'idx_tgt': [32], 'corr_type': 'Prep'}]"
"Therefore, while social media sites are undoubtedly have benefits in our life, we should consider its drawbacks and thus use it wisely so that we can gain more of their benefits and it disadvantages us in the smallest way as possible.","Therefore, while social media sites undoubtedly have benefits in our lives, we should consider their drawbacks and thus use them wisely so that we can gain more of their benefits and have them disadvantage us in the smallest way possible.","[{'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [16], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [21], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [33], 'corr_type': 'V0'}, {'idx_src': [34], 'idx_tgt': [34], 'corr_type': 'Pref'}, {'idx_src': [35], 'idx_tgt': [35], 'corr_type': 'Mec'}, {'idx_src': [41], 'idx_tgt': [], 'corr_type': 'Prep'}]"
It is a common scene that almost everyone in a public transport is watching at phone or wearing a pair ear piece in this modern society today.,It is a common scene that almost everyone on public transport is watching their or wearing a pair of earphones in this modern society today.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [15], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Prep'}, {'idx_src': [20, 21], 'idx_tgt': [19], 'corr_type': 'Wci'}]"
Not only one but many developed and developing countries have the same picture.,Not one but many developed and developing countries have the same scene.,"[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Wci'}]"
Some say that it is a necessary step for human revolution.,Some say that it is a necessary step for human evolution.,"[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Wci'}]"
Social media sites like Twitter and Facebook are popular among people in order for them to connect to others even from different countries.,"Social media sites like Twitter and Facebook are popular among people, because they connect them to others, even those in different countries.","[{'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [11, 12, 13], 'idx_tgt': [12], 'corr_type': 'Trans'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'Pref'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [20], 'corr_type': 'Pref'}, {'idx_src': [20], 'idx_tgt': [21], 'corr_type': 'Prep'}]"
It also brings many negative effects such as loss of face-to-face communicating skills which is important in their working place.,"They also bring many negative effects, such as loss of face-to-face communication skills, which are important in their work place.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Pref'}, {'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [16], 'corr_type': 'SVA'}, {'idx_src': [18], 'idx_tgt': [20], 'corr_type': 'Wform'}]"
This essay will discuss about the advantages and disadvantages of using social media in our daily life.,This essay will discuss the advantages and disadvantages of using social media in our daily lives.,"[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [15], 'corr_type': 'Nn'}]"
"One of the significant advantages of using a popular social media site is that people can reach other easily, even without contact for a long time.","One of the significant advantages of using a popular social media site is that people can reach other easily, even without contact for a long time.",[]
"In this fast pace and competitive world, people may not able to keep in touch with others.","In this fast-paced and competitive world, people may not be able to keep in touch with others.","[{'idx_src': [2, 3], 'idx_tgt': [2], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'V0'}]"
"With the help of social media site, people are able to upload their new discoveries and funny scene on it and they can be updated the new information of their friends.","With the help of social media sites, people are able to upload their new discoveries and funny situations to them, and they can be updated about new information from their friends.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Nn'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Prep'}, {'idx_src': [20], 'idx_tgt': [20, 21], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [27], 'corr_type': 'Prep'}, {'idx_src': [26], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [29], 'idx_tgt': [30], 'corr_type': 'Prep'}]"
"Personally I am study in oversea, busy study life keeps me away from contact my old friend.",Personally I am studying overseas; busy study life keeps me away from contact with my old friends.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Vform'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [5], 'idx_tgt': [4], 'corr_type': 'Mec'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Prep'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Nn'}]"
Using a common social media site with my friends to help me know what are their statuses nowadays.,"Using a common social media site, my friends help me know what their statuses are nowadays.","[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'WOinc'}]"
And I am able to easily find a common topic when I contact them.,And I am able to easily find a common topic when I contact them.,[]
"In Singapore, many Malaysian cross the sea to work here.","In Singapore, many Malaysians cross the sea to work here.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Nn'}]"
Many of them are busy in work and separate with their children.,Many of them are busy in work and separated from their children.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Prep'}]"
One of Manager in my working place has the same situation.,One of the managers in my work place has the same situation.,"[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'ArtOrDet'}, {'idx_src': [2], 'idx_tgt': [3], 'corr_type': 'Nn'}, {'idx_src': [5], 'idx_tgt': [6], 'corr_type': 'Wform'}]"
"After my Manager taught her mother how to use Facebook, she was able to upload video clips of her grandchild.","After my manager taught her mother how to use Facebook, she was able to upload video clips of her grandchild.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Mec'}]"
Therefore my Manager would not miss the moments of her daughter's growth.,Now my manager does not miss the moments of her daughter's growth.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Wci'}, {'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Mec'}, {'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Vm'}]"
Social media sites are also a very useful tool for people to start a new friendship or relationship.,Social media sites are also a very useful tool for people looking to start a new friendship or relationship.,"[{'idx_src': [], 'idx_tgt': [11], 'corr_type': 'V0'}]"
People get connected or closer with same preferences.,People with the same preferences can get connected or closer.,"[{'idx_src': [], 'idx_tgt': [1, 2, 3, 4], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [5], 'corr_type': 'V0'}, {'idx_src': [5, 6, 7], 'idx_tgt': [], 'corr_type': 'WOinc'}]"
It is easier for people to approach the other after knowing the information.,It is easier for people to approach the other after knowing this information.,"[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'ArtOrDet'}]"
Students can exchange their experiences in study even they are in different countries.,Students can exchange their experiences of study even if they are in different countries.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Others'}]"
"People are able to share the culture or pretty photos online, therefore others can spread the joy with them.","People are able to share their culture or pretty photos online, so that others can share the joy with them.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [12, 13], 'corr_type': 'Trans'}, {'idx_src': [15], 'idx_tgt': [16], 'corr_type': 'Wci'}]"
Thus I believe that social media sites are one of useful tool to help people known each other better.,"Thus, I believe that social media sites are one useful tool to help people know each other better.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Vt'}]"
"However, social media site is a double-sided sword, it also bring in some negative effect on our daily life.","However, a social media site is a double-edged sword; it also brings some negative effects to our daily lives.","[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [12], 'idx_tgt': [13], 'corr_type': 'SVA'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Prep'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Nn'}]"
One of the disadvantage that many people concerns is that people loss the interest of face-to-face communication.,One disadvantage that concerns many people is that people lose interest in face-to-face communication.,"[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [3], 'corr_type': 'WOinc'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [11], 'idx_tgt': [9], 'corr_type': 'Mec'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [14], 'idx_tgt': [11], 'corr_type': 'Prep'}]"
"Many people like to use language to pretend themselves, and lost confidence when they talk to each other.","Many people like to use language to present themselves, and lose confidence when they talk to each other.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Vt'}]"
"Although not everyone is good at public relationship even without the existence of the social media sites, we can not deny that it do affect some people in their ability of interpersonal skills.","Although not everyone is good at having public relationships, even without the existence of social media sites, we can not deny that it does affect some people in their interpersonal sklils ability.","[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'V0'}, {'idx_src': [7], 'idx_tgt': [8, 9], 'corr_type': 'Nn'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [24], 'idx_tgt': [25], 'corr_type': 'SVA'}, {'idx_src': [30, 31], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [33], 'idx_tgt': [32, 33], 'corr_type': 'WOinc'}]"
"In conclusion, the shadow always exists when there is light.","In conclusion, a shadow always exists when there is light.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}]"
We should take the advantages of the creatures we create and try to avoid the negative effects.,"We should take the advantages of the creatures we create, and try to avoid the negative effects.","[{'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}]"
Social media sites suppose be a very useful and convenient tool to use and bring people get closer in this globalised world.,Social media sites are supposed be a very useful and convenient tool to use and bring people closer in this globalised world.,"[{'idx_src': [3], 'idx_tgt': [3, 4], 'corr_type': 'Vt'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
The use of social media has largely influenced our ways in communicating with one another.,The use of social media has greatly influenced our ways of communicating with one another.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Wci'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Prep'}]"
Online friends became real life friends and real life friends communicate with one another online.,Online friends become real life friends and real life friends communicate with one another online.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Vt'}]"
Social media has changed our ways of exchanging information and interpersonal relationships profoundly.,Social media has changed our ways of exchanging information and interpersonal relationships profoundly.,[]
There are advantages and disadvantages in this change.,There are advantages and disadvantages to this change.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Prep'}]"
Social media has reshaped the way of communication.,Social media has reshaped the way of communication.,[]
"In real life, we communicate with one another as equal participants.","In real life, we communicate with one another as equal participants.",[]
"We share ideas, stories and forge friendship based on mutual respect.","We share ideas and stories, and forge friendships based on mutual respect.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [7], 'idx_tgt': [8], 'corr_type': 'Nn'}]"
"However, communication on social media is largely based on ""broadcasting and listening"".","However, communication on social media is largely based on ""broadcasting and viewing"".","[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Mec'}]"
When we use facebook and post pictures and statuses.,"When we use Facebook to post pictures and statuses,","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Mec'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [4], 'corr_type': 'Prep'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Mec'}]"
"We are actively ""presenting"" fa ç ades of our lifes in front of others.","we are actively ""presenting"" fa ç ades of our lives in front of others.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
"We tend to post pictures with the best looks, status that are funny.","We tend to post the pictures with our best appearance, and post statuses that are funny.","[{'idx_src': [], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [6], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Trans'}, {'idx_src': [10], 'idx_tgt': [12, 13], 'corr_type': 'V0'}]"
We broadcast these facades of us to others.,We broadcast these fa ç ades of us to others.,"[{'idx_src': [3], 'idx_tgt': [3, 4, 5], 'corr_type': 'Mec'}]"
The images we choose to present are tentatively considered.,The images we choose to present are tentatively considered.,[]
"The audience is not some specific person, but everyone we might know, or even the entire world.","The audience is not some specific person, but everyone we might know, or even the entire world.",[]
There is an element of seeking out for attention rather than expressing one's true opinion on social networks.,There is an element on social networks of seeking out attention rather than expressing one's true opinion.,"[{'idx_src': [], 'idx_tgt': [4, 5, 6], 'corr_type': 'WOinc'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [16, 17, 18], 'idx_tgt': [], 'corr_type': 'WOinc'}]"
"On the other hand, the viewers, are not the listeners.","On the other hand, the viewers are not listeners.","[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
They are just scrolling down pages of pages of pictures and statuses and see one of them which they might think it funny.,"They are just scrolling down through pages and pages of pictures and statuses, and see one of them which they might think is funny.","[{'idx_src': [], 'idx_tgt': [5], 'corr_type': 'Prep'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [21], 'idx_tgt': [23], 'corr_type': 'Mec'}]"
"It is not the broadcasters themselves they care about, but the content.","It is not the broadcasters themselves they care about, but the content.",[]
This type of communication does not help forging interpersonal relationships.,This type of communication does not help in forging interpersonal relationships.,"[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Prep'}]"
"In real life, establishing friendship requires the all-rounded understanding in one another and the caring for one another.","In real life, establishing friendship requires the all-rounded understanding of one another and the caring for one another.","[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Prep'}]"
The latter requires face to face interaction where we can show our emotions to the other.,"The latter requires face-to-face interaction, when we can show our emotions to the other.","[{'idx_src': [3, 4, 5], 'idx_tgt': [3], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Wci'}]"
One can not truly understand a person with only stalking his/her facebook page where he/she carefully chooses what to present.,"One can not truly understand a person by only stalking his/her Facebook page, where he/she carefully chooses what to present.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}]"
One can not truly show their emotions by another by texting some =) signs.,One can not truly show their emotions to another by texting some =) signs.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Prep'}]"
The broadcasting and viewing model is not good for forging relationships.,"The ""broadcasting and viewing"" model is not good for forging relationships.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [5], 'corr_type': 'Mec'}]"
"However, it is good for sharing information.","However, it is good for sharing information.",[]
"On social media, everyone is a broadcaster and a viewer.","On social media, everyone is a broadcaster and a viewer.",[]
"With my social network account, I seldom read newspapers or go to news websites anymore; because I can easily read them from the status of my friends.","With my social network account, I seldom read newspapers or go to news websites anymore because I can easily read them from the statuses of my friends.","[{'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [25], 'idx_tgt': [24], 'corr_type': 'Nn'}]"
"If I am interested in politics, I can just follow some politics newspapers or public figures.","If I am interested in politics, I can just follow some political newspapers or public figures.","[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Wform'}]"
"I get news for sales, clothes and cosmetics from my friends.","I get news of sales, clothes and cosmetics from my friends.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Prep'}]"
"If some of my friends have horrible taste on clothes and he/she posts them often, I can simply block him/her off.","If some of my friends have a horrible taste in clothes and he/she posts them often, I can simply block him/her.","[{'idx_src': [], 'idx_tgt': [6], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Prep'}]"
Information got circulated.,Information gets circulated.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Vt'}]"
The most popular information get circulated the most so I can seldom miss it.,"The most popular information gets circulated the most, so I can seldom miss it.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Mec'}]"
Social network plays a role in providing and also filtering information.,"Social networks play a role in providing, and also filtering, information.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Nn'}, {'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
This saves a lot of time for me in reading newspapers and watching TV.,This saves a lot of time for me in reading newspapers and watching TV.,[]
Personally I feel more at ease on social medias.,"Personally, I feel more at ease on social media.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Nn'}]"
From the above two points of view I think social media could forge more interest-based friendships.,From the above two points of view I think social media could forge more interest-based friendships.,[]
"With the help of social media, I become real life friends with those from online forums whom I share the same interest with.","With the help of social media, I become real-life friends with those from online forums whom I share the same interest with.","[{'idx_src': [9, 10], 'idx_tgt': [9], 'corr_type': 'Mec'}]"
"I also discover some of my friends 'interest which I find common with myself so that talking to one another is much more about life, study, friends, etc.","I also discovered some of my friends 'interests, which I found were in common with mine, so that now talking to one another is much more about life, study, friends, etc.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Vt'}, {'idx_src': [8], 'idx_tgt': [8, 9], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [13, 14], 'corr_type': 'V0'}, {'idx_src': [14], 'idx_tgt': [17, 18], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Others'}]"
"The communication does not focus on how we feel, or to say, each otherm, but whatever is interesting, or the content.","Our communication does not focus on how we feel, or what we say to each other, but whatever is interesting, or the content.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [11, 12], 'corr_type': 'Others'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Prep'}, {'idx_src': [15], 'idx_tgt': [16], 'corr_type': 'Mec'}]"
"In this case, interpersonal skill is not as important because our goal is not to impress somebody, but to get the information that we are both interested in.","In this case, interpersonal skills are not as important because our goal is not to impress somebody, but to get the information that we are both interested in.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'SVA'}]"
"In conclusion, I think social media has reshaped interpersonal relationships from a more human-based friendship that requires sharing and caring between friends, to a more information-based friendship that requires a mutual interest.","In conclusion, I think social media has reshaped interpersonal relationships from a more human-based friendship that requires sharing and caring between friends, to a more information-based friendship that requires a mutual interest.",[]
