Before Statements,After Statements,Error Correction
"However, calling a person by using a phone and writing a person a letter require some cost, and sending a letter to a person who live far away, especially in villages, takes much time.","However, calling a person by using a phone and writing a person a letter requires some cost, and sending a letter to a person who lived far away, especially in villages, took much time.","[{'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'SVA'}, {'idx_src': [27], 'idx_tgt': [27], 'corr_type': 'Vt'}, {'idx_src': [35], 'idx_tgt': [35], 'corr_type': 'Vt'}]"
The appearance of those social media sites causes those problems to be solved.,The appearance of social media sites causes those problems to be solved.,"[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Pref'}]"
"People connecting through the social media sites can spend no money on the communication, and also take only one or a few seconds for the message to reach.","People connecting through social media sites can spend no money on communication, and it also takes only one or a few seconds for the message to be delivered.","[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Others'}, {'idx_src': [17], 'idx_tgt': [16], 'corr_type': 'SVA'}, {'idx_src': [28], 'idx_tgt': [27, 28], 'corr_type': 'Wci'}]"
"Therefore, this advantage of social media sites saves money and time, and also provides convenience for many people.","Therefore, this advantage of social media sites saves money and time, and also provides convenience for many people.",[]
"Moreover, this also provides an alternative way for people to contact a person whom they did not see for a very long time, such as their friends in primary school and secondary school.","Moreover, this also provides an alternative way for people to contact a person whom they have not seen for a very long time, such as their friends in primary school and secondary school.","[{'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Vt'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'Vt'}]"
"As we graduate from a school, we will probably lose contact with some of our friends.","As we graduate from a school, we will probably lose contact with some of our friends.",[]
"Some of them may have changed their phone numbers and addresses, and we are not able to find them through a phone or a letter.","Some of them may have changed their phone numbers and addresses, and we are not able to find them by phone or letter.","[{'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Prep'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [24], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"If phone and letter are the only way to contact them, we would probably not able to find them.","If phone and letter are the only way to contact them, we would probably not be able to find them.","[{'idx_src': [], 'idx_tgt': [16], 'corr_type': 'V0'}]"
Facebook and Twitter can serve as an alternative route to make connection between us and our old friends.,Facebook and Twitter can serve as an alternative route to make connections between us and our old friends.,"[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Nn'}]"
"Hence, the social media sites serves as a platform for the connection.","Hence, social media sites serve as a platform for the connection.","[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'SVA'}]"
Everything comes with benefits will also have their disadvantages.,Everything that comes with benefits will also have its disadvantages.,"[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Ssub'}, {'idx_src': [7], 'idx_tgt': [8], 'corr_type': 'Pform'}]"
"On the other hand, social media sites also bring some negative impacts for the people and the society.","On the other hand, social media sites also bring some negative impacts for people and society.","[{'idx_src': [14], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
The advancement of those social media sites makes people so rely on them that some of them rather prefer using those sites to contact each other than talking to each other face to face.,"The advancement of those social media sites makes people so reliant on them, that some of them prefer using those sites to contact each other, than talking to each other face to face.","[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'Mec'}]"
Many people argue that this is the most serious problem brought by social media sites.,Many people argue that this is the most serious problem brought about by social media sites.,"[{'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Prep'}]"
"The usage of social media sites indirectly causes a reduction in face-to-face human communication in real life, which will in turn cause the lost of interpersonal skills for many people.","The usage of social media sites indirectly causes a reduction in face-to-face human communication in real life, which will in turn cause the loss of interpersonal skills for many people.","[{'idx_src': [24], 'idx_tgt': [24], 'corr_type': 'Mec'}]"
"As we all know, the interpersonal skills are essential for us to communicate with each other and to present our views and ideas.","As we all know, the interpersonal skills are essential for us to communicate with each other, and to present our views and ideas.","[{'idx_src': [], 'idx_tgt': [17], 'corr_type': 'Mec'}]"
The lost of interpersonal skills results in the inability for people to well present their ideas.,The loss of interpersonal skills results in the inability for people to present their ideas well.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'WOadv'}]"
"As a result, they will gradually decrease in their ability to compete with each other in the society.","As a result, they will gradually decrease in their ability to compete with each other in society.","[{'idx_src': [17], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"In conclusion, social media sites cause both positive and negative consequences for people and society.","In conclusion, social media sites cause both positive and negative consequences for people and society.",[]
"As a part of this modern society, we should learn to distinguish between good and bad impacts brought by the advancement of technologies, and also learn to avoid the cons and maximize the benefits of those sites.","As a part of this modern society, we should learn to distinguish between good and bad impacts brought about by the advancement of technology, and also learn to avoid the disadvantages, and maximize the benefits of those sites.","[{'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Prep'}, {'idx_src': [23], 'idx_tgt': [24], 'corr_type': 'Nn'}, {'idx_src': [31], 'idx_tgt': [32, 33], 'corr_type': 'Wci'}]"
"With the advancement of technology in recent years, the need to keep in-touch with people and latest news has become a tremendous demand.","With the advancement of technology in recent years, the demand to keep in-touch with people and the news has become tremendous.","[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'WOinc'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'ArtOrDet'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'WOinc'}]"
Some of the famous examples would be social media sites like Twitter and Facebook.,Some of the famous examples would be social media sites like Twitter and Facebook.,[]
"With an increasing users of more than billion users from all over the world, social media sites have demonstrated clearly its success in playing an important part of our life.","With an increasing population of more than a billion users from all over the world, social media sites have clearly demonstrated success in playing an important part of our life.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'WOadv'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Pref'}]"
"However, there are arguments that social media life brings in a reduction in face-to-face human contact, which in turn affects interpersonal skills.","However, there are arguments that social media brings in a reduction of face-to-face human contact, which in turn affects interpersonal skills.","[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [13], 'idx_tgt': [12], 'corr_type': 'Prep'}]"
Let's examine the advantages and disadvantages of using social media in our daily life and society.,Let's examine the advantages and disadvantages of using social media in our daily life and society.,[]
"First and foremost, all social media sites are free.","First and foremost, all social media sites are free.",[]
All users 'needs are an internet connection and an email account so that everyone can have a Facebook or Twitter ID to start their journey in social media life.,"All users need is an internet connection and an email account, so that everyone can have a Facebook or Twitter ID to start their journey in social media life.","[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [3], 'idx_tgt': [2], 'corr_type': 'SVA'}, {'idx_src': [4], 'idx_tgt': [3], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
"Secondly, it helps people to keep in-touch with one another.","Secondly, it helps people to keep in-touch with one another.",[]
"Finding old friends through Facebook, for example, is more easier than asking people around in real life.","Finding old friends through Facebook, for example, is easier than asking people in real life.","[{'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Social media helps to lessen the hassle of geographical distance and brings people closer.,"Social media helps to lessen the hassle of geographical distance, and brings people closer.","[{'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}]"
"Thirdly, social media sites keep us up-to-date on latest news and updates from almost everywhere in the world, all with a click away on the refresh button.","Thirdly, social media sites keep us up-to-date on the latest news and updates from almost everywhere in the world, all just a click away on the refresh button.","[{'idx_src': [], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}, {'idx_src': [21], 'idx_tgt': [22], 'corr_type': 'Trans'}]"
"Last but not least, social media sites also link people together through allowing us to create our own groups, pages or sites to share our hobbies, interests and studies in particular subjects.","Last but not least, social media sites also link people together, by allowing us to create our own groups, pages or sites to share our hobbies, interests and studies in particular subjects.","[{'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Mec'}, {'idx_src': [12], 'idx_tgt': [13], 'corr_type': 'Prep'}]"
"Hence, it is undeniable that these sites play an important role in our global inter-connected world.","Hence, it is undeniable that these sites play an important role in our global inter-connected world.",[]
"However, social media sites also have its second side of negative impact on human.","However, social media sites also have a second side of negative impact on humans.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Nn'}]"
"Undeniable, it becomes more addicting when we spend more time busy socialising and interacting virtually.","Undeniably, it becomes more addictive when we spend more time socialising and interacting virtually.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Wform'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Wform'}, {'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"We spend majority of our time on sites like Facebook, Twitter and it affects our daily work productivity and performance.","We spend the majority of our time on sites like Facebook and Twitter, and it affects our daily work productivity and performance.","[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}]"
"In corporate world, employers often block social media network to prevent employees to spend their office time on their personal leisure than concentrating on their work.","In the corporate world, employers often block social media networks to prevent employees spending their office time on personal leisure, rather than concentrating on their work.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'Nn'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'Vform'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Vt'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Trans'}]"
Using text-messaging language as an informal way of communicating on social media network also brings in a bad impact for us in a long term.,Using text-messaging language as an informal way of communicating on social media networks also brings about bad impacts for us in the long term.,"[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Nn'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [17], 'corr_type': 'Nn'}, {'idx_src': [22], 'idx_tgt': [21], 'corr_type': 'ArtOrDet'}]"
"The more time we spend on these sites, the lesser time we spend on face-to-face interacting with one another.","The more time we spend on these sites, the lesser time we spend on face-to-face interactions with one another.","[{'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Wform'}]"
Hence it lessens valuable interaction between human and time we spend away from the computer screen or mobile phone.,"Hence, it lessens valuable interaction between humans, and time we spend away from the computer screen or mobile phone.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [6], 'idx_tgt': [7, 8], 'corr_type': 'Nn'}]"
"In addition, there are also some false reports and fake IDs occur on both social media sites that people use fake ID to insult or harass someone, like the case of Heather Chua occurred recently on Facebook.","In addition, there are also some false reports and fake IDs occurring on both social media sites, that people use to insult or harass someone, like the case of Heather Chua which occurred recently on Facebook.","[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Mec'}, {'idx_src': [21, 22], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [34], 'corr_type': 'Trans'}]"
"These malicious comments often go viral and it creates a strong negative effect on the real user in real life, which might lead to unwilling attitude to interact with others in real life by the victim.","These malicious comments often go viral and it creates a strong negative effect on the real user in real life, which might lead to an unwilling attitude to interact with others in real life by the victim.","[{'idx_src': [], 'idx_tgt': [25], 'corr_type': 'ArtOrDet'}]"
"In conclusion, everything has its two-sided affect and it depends on how we exploit it.","In conclusion, everything has two-sides, and it depends on how we exploit them.","[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [6], 'idx_tgt': [5, 6], 'corr_type': 'Wform'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15], 'idx_tgt': [14], 'corr_type': 'Pform'}]"
"With current booming technology, it is agreeable that people become more technology-savvy and they want to spend more time interacting with each others through social media sites, however, it does not mean that we should neglect face-to-face human interaction as it plays even a more important aspect in our life.","With current booming technology, it is accepted that people become more technology-savvy, and they want to spend more time interacting with each other through social media sites. However, it does not mean that we should neglect face-to-face human interaction, as it plays an even more important role in our life.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [23], 'idx_tgt': [24], 'corr_type': 'Nn'}, {'idx_src': [28, 29], 'idx_tgt': [29, 30], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [43], 'corr_type': 'Mec'}, {'idx_src': [45], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [46], 'idx_tgt': [47, 48], 'corr_type': 'WOadv'}, {'idx_src': [49], 'idx_tgt': [51], 'corr_type': 'Wci'}]"
"As more and more social websites such as Twitter, Facebook and Weibo which have become ubiquitous, seamless and imperative in our life, people may worry about the young generation having problems in face-to-face communication skills.","As more and more social websites such as Twitter, Facebook and Weibo become ubiquitous, seamless and imperative in our life, people may worry about the young generation having problems with face-to-face communication skills.","[{'idx_src': [13, 14], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [34], 'idx_tgt': [32], 'corr_type': 'Prep'}]"
"However, I believe that the benefits brought by these online chatting rooms tremendously outweigh their repercussions.","However, I believe that the benefits brought about by these online chat rooms, tremendously outweighs their repercussions.","[{'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [11], 'idx_tgt': [12], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [16], 'corr_type': 'SVA'}]"
Social media enables us to explore the world far far away without paying expensive airplane tickets and sparing a one-week holiday.,"Social media enables us to explore the world far, far away without paying expensive airplane tickets, and sparing a one-week holiday.","[{'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'Mec'}]"
The convenience is beyond description.,The convenience is beyond description.,[]
"With a small smart phone or a computer at school, at work or at home, we can easily make friends worldwide with a 'click' and get to know about their life through having conversations with them, reading their blogs, photos and status.","With a small smart phone or a computer at school, at work or at home, we can easily make friends worldwide with a 'click', and get to know about their life through having conversations with them, reading their blogs, or looking at their photos and statuses.","[{'idx_src': [], 'idx_tgt': [27], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [45, 46, 47, 48], 'corr_type': 'V0'}, {'idx_src': [46], 'idx_tgt': [51], 'corr_type': 'Nn'}]"
"Compared to face-to-face interaction, online conversation is easier for strangers to open their mouth to each other.","Compared to face-to-face interaction, online conversation is easier for strangers to open their mouths to each other.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Nn'}]"
"Since some of the information has already been revealed on the home page, it is also easier to find some common topics to talk about.","Since some of the information has already been revealed on the home page, it is also easier to find some common topics to talk about.",[]
"Moreover, people usually like to share boldly about their real feelings online with their masks in reality being taken off.","Moreover, people usually like to share boldly about their real feelings online, when their masks of reality have been taken off.","[{'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [13], 'idx_tgt': [14], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [17], 'corr_type': 'Prep'}, {'idx_src': [18], 'idx_tgt': [19, 20], 'corr_type': 'Vt'}]"
"This has been indicated in a report done by Boston University in 2012, 80% of information posted online is true while a person may like 3 out of 10 times in real life.",This has been indicated in a report done by Boston University in 2012: 80% of information posted online is true. while a person may like 3 out of 10 times in real life.,"[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Mec'}]"
This shows that a facebook friend may know more about you than your close friend who does not have a facebook account.,This shows that a Facebook friend may know more about you than your close friend who does not have a Facebook account.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Mec'}]"
That is because we are acting who we are in reality while we have no reason to do that in the online virtual world.,"That is because we are acting who we are in reality, while we have no reason to do that in the online virtual world.","[{'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
"Although sometimes those genuine sharing of information may be inappropriate or even harmful, such as prevalent using of vulgarity and harsh-meaning comments, we can minimize those repercussions through strict regulations of content online.","Although sometimes the genuine sharing of information may be inappropriate or even harmful, such as prevalent use of vulgarity or harsh-meaning comments, we can minimize those repercussions through strict regulations of content online.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Pref'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Wform'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Trans'}]"
Another advantage of social media is in aiding the spread of democracy.,Another advantage of social media is in aiding the spread of democracy.,[]
People around the world could easily share their thoughts about their governments.,People around the world could easily share their thoughts about their governments.,[]
That eliminates the incomplete information disadvantage for some remote rural regions where people are less aware of what actually is happening around them.,"That eliminates the incomplete information disadvantage for some remote rural regions, where people are less aware of what actually is happening around them.","[{'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
One of the examples is the 2012 riots happened in Egypt and Zambia.,One of the examples is the 2012 riots that happened in Egypt and Zambia.,"[{'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Trans'}]"
The idea of searching for democracy is passed from Egyptians to people in Zambia quickly through the use of social media.,"The idea of searching for democracy passed from Egyptians to people in Zambia quickly, through the use of social media.","[{'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}]"
"However, as the government controls most of the media.","However, as the government controls most of the media.",[]
These social media may be tools of their campaign and manipulating the thoughts of the public.,These social media may be tools of their campaign to mainpulate the thoughts of the public.,"[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Vt'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Vt'}]"
"For example, in 2012 general election is Singapore, Dr Tan Chee Keong made use of facebook to spread his campaign videos to the public.","For example, in the 2012 general election in Singapore, Dr Tan Chee Keong made use of Facebook to spread his campaign videos to the public.","[{'idx_src': [], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [17], 'idx_tgt': [18], 'corr_type': 'Mec'}]"
"Though because of this, social media is still a much fairer and more transparent online platform for the public to share ideas compared to other traditional medias.","Because of this, social media is still a much fairer and more transparent online platform for the public to share ideas, compared to other traditional medias.","[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Mec'}]"
Intensive use of Social media does reduce the time people spend in face-to-face communication.,Intensive use of social media does reduce the time people spend in face-to-face communication.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Mec'}]"
It is commonly seen in a food court or restaurant that a group of people sitting together around a table with each of them having a cell phone in their hands.,"It is commonly seen in a food court or restaurant that a group of people sitting together around a table, each have a cell phone in their hands.","[{'idx_src': [], 'idx_tgt': [20], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [22, 23], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [24], 'idx_tgt': [22], 'corr_type': 'Vt'}]"
They are too busy with their way too many virtual friends and some of them neglect the feelings of their real-life friends.,"They are too busy with their too many virtual friends, and some of them neglect the feelings of their real-life friends.","[{'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}]"
"In this case, I have to say that to err is human.","In this case, I have to say that to err is human.",[]
What we can do is to educate the public about the importance of their friends just by their side and teach them to manage their time well.,"What we can do is to educate the public about the importance of their friends just by their side, and teach them to manage their time well.","[{'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Mec'}]"
"In conclusion, the use of social media has more advantages than disadvantages to our daily lifes.","In conclusion, the use of social media has more advantages than disadvantages to our daily lives.","[{'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Nn'}]"
What we can do is to cautiously manage our time spent online and manage our words used online.,"What we can do is to cautiously manage our time spent online, and manage our words used online.","[{'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Mec'}]"
"With the regulation of government and relevant authorities, the virtual world would be a better world.","With the regulation of government and relevant authorities, the virtual world would be a better world.",[]
Social media sites 'role in connecting people around the world is undeniable.,Social media sites 'role in connecting people around the world is undeniable.,[]
"Thank to those social media, the communication among people all over the world is possible and can be done with ease.","Thanks to this social media, the communication among people all over the world is possible, and can be done with ease.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Wform'}, {'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Pform'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Mec'}]"
"Apart from the ease of communication despite of the distance, many other advantages such as knowledge sharing and trades can be done through social media as well.","Apart from the ease of communication despite the distance, many other advantages such as knowledge sharing and trade can be done through social media as well.","[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [19], 'idx_tgt': [18], 'corr_type': 'Nn'}]"
"Nevertheless, with those advantages, some disadvantages may appear such as reduction in face-to-face human contact which affects interpersonal skills, privacy issue, as well as some frauds that can be done through social media.","Nevertheless, with those advantages, some disadvantages may appear, such as a reduction in face-to-face human contact, which affects interpersonal skills, privacy issues, and some fraudulent behaviour that can be done through social media.","[{'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Mec'}, {'idx_src': [23], 'idx_tgt': [26], 'corr_type': 'Nn'}, {'idx_src': [25, 26, 27], 'idx_tgt': [28], 'corr_type': 'Trans'}, {'idx_src': [29], 'idx_tgt': [30, 31], 'corr_type': 'Wci'}]"
"Twitter, Facebook and Skype are some social media sites which enable us to keep in touch with our friends or family who are in other cities or countries.","Twitter, Facebook and Skype are some social media sites which enable us to keep in touch with our friends or family who are in other cities or countries.",[]
"Through those sites we are able to talk to them, to know what their activities are and who their friends are, etc. From the surface point of view it is no doubt that these sites help us to have a better relationship with our relatives despite of the distance.","Through those sites we are able to talk to them, to know what their activities are, and who their friends are etc. Superficially, it is no doubt that these sites help us to have a better relationship with our relatives, in spite of distance.","[{'idx_src': [], 'idx_tgt': [17], 'corr_type': 'Mec'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [24, 25], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [26], 'idx_tgt': [24, 25], 'corr_type': 'Trans'}, {'idx_src': [27, 28, 29], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [], 'idx_tgt': [43], 'corr_type': 'Mec'}, {'idx_src': [47], 'idx_tgt': [44, 45], 'corr_type': 'Prep'}, {'idx_src': [49], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"The sharing of information can be done faster through social media as well, that is why nowadays many news publishers make their own social media account, for example Channel News Asia has a twitter account and will update its follower with headline news.","The sharing of information can be done faster through social media as well, which is why nowadays many news publishers make their own social media account. For example, Channel News Asia has a Twitter account and will update its followers with headline news.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Trans'}, {'idx_src': [27, 28], 'idx_tgt': [27, 28], 'corr_type': 'Srun'}, {'idx_src': [], 'idx_tgt': [30], 'corr_type': 'Mec'}, {'idx_src': [35], 'idx_tgt': [36], 'corr_type': 'Mec'}, {'idx_src': [41], 'idx_tgt': [42], 'corr_type': 'Nn'}]"
That shows how actually news and information can be shared easily through social media.,This shows how actually news and information can be shared easily through social media.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Pform'}]"
"Furthermore, since many teenagers and young adults are fans of social media, these information can reach them easily without them need to watch or listen to the news reports.","Furthermore, since many teenagers and young adults are fans of social media, this information can reach them easily without them needing to watch or listen to the news reports.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Pform'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Vt'}]"
"Due to the popularity of social media, many people start to do their business via these sites.","Due to the popularity of social media, many people have started to do their business via these sites.","[{'idx_src': [10], 'idx_tgt': [10, 11], 'corr_type': 'Vt'}]"
"More and more advertisements can be found on Facebook, whether it is our friends who sell their products or professional brands selling their products online, we can get to buy and contact the sellers through those sites, which can be considered as an advantage for us, the buyers.","More and more advertisements can be found on Facebook; whether it is our friends who sell their products, or professional brands selling their products online, we can get to buy and contact the sellers through those sites. This can be considered an advantage for us, the buyers.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Mec'}, {'idx_src': [39, 40], 'idx_tgt': [40, 41], 'corr_type': 'Srun'}, {'idx_src': [44], 'idx_tgt': [], 'corr_type': 'Trans'}]"
"However, is it the same when we keep in touch with someone virtually compared to when we meet them personally?","However, is it the same when we keep in touch with someone virtually, compared to when we meet them personally?","[{'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}]"
I do think there is difference in it and I believe many of us will agree.,I do think there is difference in it and I believe many of us will agree.,[]
"When we write or communicate virtually, we can hide our through feelings and many not become ourselves since we do not want the other party to judge us.","When we write or communicate virtually, we can hide our true feelings and many not be ourselves since we do not want the other party to judge us.","[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Wci'}]"
"Other than that, sometimes the message of one party can not be delivered properly to the other one since the communication is done through written language, and thus the 'tone' of the message sent and when it is received may be different.","Other than that, sometimes the message of one party can not be delivered properly to the other one since the communication is through written language, and thus the 'tone' of the message sent, and when it is received, may be different.","[{'idx_src': [23], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [36], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [42], 'corr_type': 'Mec'}]"
Many people are very brave in telling people about their opinions online but in real life some of them can be very shy and not outspoken at all.,"Many people are very brave in telling people about their opinions online, but in real life some of them can be very shy and not outspoken at all.","[{'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Mec'}]"
