Before Statements,After Statements,Error Correction
Using a common social media site with my friends to help me know what are their statuses nowadays.,"Using a common social media site with my friends helps me know what their statuses are nowadays,","[{'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [10], 'idx_tgt': [9], 'corr_type': 'SVA'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'WOinc'}, {'idx_src': [17, 18], 'idx_tgt': [16], 'corr_type': 'Mec'}]"
And I am able to easily find a common topic when I contact them.,and I am able to easily find a common topic when I contact them.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}]"
"In Singapore, many Malaysian cross the sea to work here.","In Singapore, many Malaysians cross the sea to work here.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Nn'}]"
Many of them are busy in work and separate with their children.,Many of them are busy in work and separate from their children.,"[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Prep'}]"
One of Manager in my working place has the same situation.,One of the managers in my workplace has the same situation.,"[{'idx_src': [2], 'idx_tgt': [2, 3], 'corr_type': 'ArtOrDet'}, {'idx_src': [5], 'idx_tgt': [6], 'corr_type': 'Wform'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"After my Manager taught her mother how to use Facebook, she was able to upload video clips of her grandchild.","After my manager taught her mother how to use Facebook, she was able to upload video clips of her grandchild.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Mec'}]"
Therefore my Manager would not miss the moments of her daughter's growth.,Therefore my manager would not miss the moments of her daughter's growth.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Mec'}]"
Social media sites are also a very useful tool for people to start a new friendship or relationship.,Social media sites are also a very useful tool for people to start a new friendship or relationship.,[]
People get connected or closer with same preferences.,People get connected or closer with same preferences.,[]
It is easier for people to approach the other after knowing the information.,It is easier for people to approach one another after knowing such information.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'ArtOrDet'}]"
Students can exchange their experiences in study even they are in different countries.,Students can exchange their experiences studying even when they are in different countries.,"[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Prep'}]"
"People are able to share the culture or pretty photos online, therefore others can spread the joy with them.",People are able to share their culture or pretty photos online; therefore others can spread the joy with them.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'ArtOrDet'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
Thus I believe that social media sites are one of useful tool to help people known each other better.,Thus I believe that social media sites are a useful tool to help people know each other better.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'ArtOrDet'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [15], 'idx_tgt': [14], 'corr_type': 'Vt'}]"
"However, social media site is a double-sided sword, it also bring in some negative effect on our daily life.","However, a social media site is a double-sided sword, as it also brings in some negative effect on our daily lives.","[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Trans'}, {'idx_src': [12], 'idx_tgt': [14], 'corr_type': 'SVA'}, {'idx_src': [20], 'idx_tgt': [22], 'corr_type': 'Nn'}]"
One of the disadvantage that many people concerns is that people loss the interest of face-to-face communication.,One of the disadvantages that concerns many people is that people lose interest in face-to-face communication.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [5], 'corr_type': 'WOinc'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Wform'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'Prep'}]"
"Many people like to use language to pretend themselves, and lost confidence when they talk to each other.","Many people like to use language to express themselves, and lose confidence when they talk to each other.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Wform'}]"
"Although not everyone is good at public relationship even without the existence of the social media sites, we can not deny that it do affect some people in their ability of interpersonal skills.","Although not everyone is good at public relationships even without the existence of the social media sites, we can not deny that it does affect some people with regards to their ability in interpersonal skills.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [24], 'idx_tgt': [24], 'corr_type': 'SVA'}, {'idx_src': [28], 'idx_tgt': [28, 29, 30], 'corr_type': 'Prep'}, {'idx_src': [31], 'idx_tgt': [33], 'corr_type': 'Prep'}]"
"In conclusion, the shadow always exists when there is light.","In conclusion, the shadow always exists when there is light.",[]
We should take the advantages of the creatures we create and try to avoid the negative effects.,We should take the advantages of the creatures we create and try to avoid the negative effects.,[]
Social media sites suppose be a very useful and convenient tool to use and bring people get closer in this globalised world.,Social media sites are supposed to be a very useful and convenient tool to bring people closer in this globalised world.,"[{'idx_src': [3], 'idx_tgt': [3, 4, 5], 'corr_type': 'Vt'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
The use of social media has largely influenced our ways in communicating with one another.,The use of social media has largely influenced our ways of communicating with one another.,"[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Prep'}]"
Online friends became real life friends and real life friends communicate with one another online.,Online friends become real life friends and real life friends communicate with one another online.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Vt'}]"
Social media has changed our ways of exchanging information and interpersonal relationships profoundly.,Social media has changed our ways of exchanging information and interpersonal relationships profoundly.,[]
There are advantages and disadvantages in this change.,There are advantages and disadvantages of this change.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Prep'}]"
Social media has reshaped the way of communication.,Social media has reshaped the way of communication.,[]
"In real life, we communicate with one another as equal participants.","In real life, we communicate with one another as equal participants.",[]
"We share ideas, stories and forge friendship based on mutual respect.",We share ideas and stories and forge friendships based on mutual respect.,"[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [3], 'corr_type': 'Trans'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}]"
"However, communication on social media is largely based on ""broadcasting and listening"".","However, communication with social media is largely based on ""broadcasting and listening"".","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Prep'}]"
When we use facebook and post pictures and statuses.,"When we use Facebook and post pictures and statuses,","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Mec'}, {'idx_src': [8, 9], 'idx_tgt': [8], 'corr_type': 'Sfrag'}]"
"We are actively ""presenting"" fa ç ades of our lifes in front of others.","we are actively ""presenting"" fa ç ades of our lives in front of others.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Mec'}]"
"We tend to post pictures with the best looks, status that are funny.",We tend to post pictures with the best looks and statuses that are funny.,"[{'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [10], 'idx_tgt': [9, 10], 'corr_type': 'Nn'}]"
We broadcast these facades of us to others.,We broadcast these facades of ourselves to others.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Pform'}]"
The images we choose to present are tentatively considered.,The images we choose to present are tentatively considered.,[]
"The audience is not some specific person, but everyone we might know, or even the entire world.","The audience is not some specific person, but everyone we might know, or even the entire world.",[]
There is an element of seeking out for attention rather than expressing one's true opinion on social networks.,There is an element of seeking out attention rather than expressing one's true opinion on social networks.,"[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"On the other hand, the viewers, are not the listeners.","On the other hand, the viewers are not the listeners.","[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Mec'}]"
They are just scrolling down pages of pages of pictures and statuses and see one of them which they might think it funny.,They are just scrolling down pages and pages of pictures and statuses and see one which they might think funny.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Prep'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"It is not the broadcasters themselves they care about, but the content.","It is not the broadcasters themselves they care about, but the content.",[]
This type of communication does not help forging interpersonal relationships.,This type of communication does not help forge interpersonal relationships.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Vform'}]"
"In real life, establishing friendship requires the all-rounded understanding in one another and the caring for one another.","In real life, establishing friendships requires all all-round understanding in one another and caring for one another.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [7, 8], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wform'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
The latter requires face to face interaction where we can show our emotions to the other.,The latter requires face to face interaction where we can show our emotions to the other.,[]
One can not truly understand a person with only stalking his/her facebook page where he/she carefully chooses what to present.,"One can not truly understand a person by only stalking his/ Facebook page, where he/ carefully chooses what to present.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Pref'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Pref'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [15], 'corr_type': 'Pref'}, {'idx_src': [14], 'idx_tgt': [15], 'corr_type': 'Pref'}]"
One can not truly show their emotions by another by texting some =) signs.,One can not truly show one's emotions to another by texting some emoticons.,"[{'idx_src': [5], 'idx_tgt': [5, 6], 'corr_type': 'Pref'}, {'idx_src': [7], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [12, 13, 14], 'idx_tgt': [13], 'corr_type': 'Wtone'}]"
The broadcasting and viewing model is not good for forging relationships.,The broadcasting and viewing model is not good for forging relationships.,[]
"However, it is good for sharing information.","However, it is good for sharing information.",[]
"On social media, everyone is a broadcaster and a viewer.","On social media, everyone is a broadcaster and a viewer.",[]
"With my social network account, I seldom read newspapers or go to news websites anymore; because I can easily read them from the status of my friends.","With my social network account, I seldom read newspapers or go to news websites any more, because I can easily read them from the statuses of my friends.","[{'idx_src': [15, 16], 'idx_tgt': [15, 16, 17], 'corr_type': 'Mec'}, {'idx_src': [25], 'idx_tgt': [26], 'corr_type': 'Nn'}]"
"If I am interested in politics, I can just follow some politics newspapers or public figures.","If I am interested in politics, I can just follow some politics newspapers or public figures.",[]
"I get news for sales, clothes and cosmetics from my friends.","I get news for sales, clothes and cosmetics from my friends.",[]
"If some of my friends have horrible taste on clothes and he/she posts them often, I can simply block him/her off.","If some of my friends have horrible taste in clothes and he/ about it often, I can simply block him/ off.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Pref'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Pref'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'SVA'}, {'idx_src': [13], 'idx_tgt': [12, 13], 'corr_type': 'Prep'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Pref'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Pref'}]"
Information got circulated.,Information gets circulated.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Vt'}]"
The most popular information get circulated the most so I can seldom miss it.,The most popular information gets circulated the most so I can seldom miss it.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'SVA'}]"
Social network plays a role in providing and also filtering information.,Social networks a role in providing and also filtering information.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Nn'}, {'idx_src': [2], 'idx_tgt': [], 'corr_type': 'SVA'}]"
This saves a lot of time for me in reading newspapers and watching TV.,This saves a lot of time for me instead of reading newspapers and watching television.,"[{'idx_src': [8], 'idx_tgt': [8, 9], 'corr_type': 'Prep'}, {'idx_src': [13], 'idx_tgt': [14], 'corr_type': 'Wa'}]"
Personally I feel more at ease on social medias.,"Personally, I feel more at ease on social media.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Nn'}]"
From the above two points of view I think social media could forge more interest-based friendships.,"Looking at the above two points of view, I think social media could forge more interest-based friendships.","[{'idx_src': [0], 'idx_tgt': [0, 1], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Mec'}]"
"With the help of social media, I become real life friends with those from online forums whom I share the same interest with.","With the help of social media, I became real life friends with those from online forums with whom I share the same interest.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'WOinc'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'WOinc'}]"
"I also discover some of my friends 'interest which I find common with myself so that talking to one another is much more about life, study, friends, etc.","I also discovered some of my friends 'interests which I found common with my own, so that talking to one another became much more about life, study, friends, etc.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Vt'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Vt'}, {'idx_src': [14], 'idx_tgt': [14, 15, 16], 'corr_type': 'Wci'}, {'idx_src': [21], 'idx_tgt': [23], 'corr_type': 'Wci'}]"
"The communication does not focus on how we feel, or to say, each otherm, but whatever is interesting, or the content.","The communication does not focus on how we feel, or say, each other, but whatever is interesting or the content.","[{'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [15], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [21], 'idx_tgt': [], 'corr_type': 'Mec'}]"
"In this case, interpersonal skill is not as important because our goal is not to impress somebody, but to get the information that we are both interested in.","In this case, interpersonal skills are not as important because our goal is not to impress somebody, but to get the information that we are both interested in.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'SVA'}]"
"In conclusion, I think social media has reshaped interpersonal relationships from a more human-based friendship that requires sharing and caring between friends, to a more information-based friendship that requires a mutual interest.","In conclusion, I think social media has reshaped interpersonal relationships from more human-based friendships that require sharing and caring between friends, to more information-based friendships that require a mutual interest.","[{'idx_src': [12], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [15], 'idx_tgt': [14], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [16], 'corr_type': 'SVA'}, {'idx_src': [25], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [28], 'idx_tgt': [26], 'corr_type': 'Nn'}, {'idx_src': [30], 'idx_tgt': [28], 'corr_type': 'SVA'}]"
"There are advantages and disadvantages in itself, however, whether it is good or bad we are still not sure.","There are advantages and disadvantages in itself; however, as to whether it is good or bad we are still not sure.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [10, 11], 'corr_type': 'Prep'}]"
It is just different.,It is just different.,[]
Advantages and disadvantages of using social media in daily life,Advantages and disadvantages of using social media in daily life,[]
People that living in the modern world really can not live without the social media sites like Twitter and Facebook.,People that living in the modern world really can not live without social media sites like Twitter and Facebook.,"[{'idx_src': [12], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
Almost all students and young adults possess the Facebook or Twitter account.,Almost all students and young adults possess a Facebook or Twitter account.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}]"
It is true that social media makes people be able to connect one another more conveniently.,It is true that social media makes people able to connect to one another more conveniently.,"[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Prep'}]"
"However, it seems that, especially for some those, sharing some parts of their lives such as videos and photos on the social media sites become really necessary.","However, it seems that, especially for some, sharing some parts of their lives such as videos and photos on social media sites becomes really necessary.","[{'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [27], 'idx_tgt': [25], 'corr_type': 'SVA'}]"
"An extremely interesting and ironic phenomenon was discovered that a group of friends met and sat around one table, but none of them were really chatting with one another.","An extremely interesting and ironic phenomenon was discovered, where a group of friends met and sat around one table, but none of them were really chatting with one another.","[{'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'Ssub'}]"
"Instead, all of them were more interested in posting pictures of this ""cheerful"" meeting on their social media sites.","Instead, all of them were more interested in posting pictures of this ""cheerful"" meeting on their social media sites.",[]
"Therefore, there is need to discuss the advantages and disadvantages of social media.","Therefore, there is a need to discuss the advantages and disadvantages of social media.","[{'idx_src': [], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}]"
Social media enables people from different parts of the world to communicate with one another.,Social media enables people from different parts of the world to communicate with one another.,[]
People used to write letters and send post cards to keep in touch with ones live far away from them in the past.,"In the past, people used to write letters and send post cards to keep in touch with ones living far away from them.","[{'idx_src': [0], 'idx_tgt': [0, 1, 2, 3, 4], 'corr_type': 'WOinc'}, {'idx_src': [15], 'idx_tgt': [19], 'corr_type': 'Vform'}, {'idx_src': [20, 21, 22], 'idx_tgt': [], 'corr_type': 'WOinc'}]"
It can take a few days or weeks for those to receive the messages.,It could take a few days or weeks for people to receive the messages.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Vt'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Pref'}]"
"Nowadays, what people need to do is just typing in front of the computer in their own rooms.","Nowadays, what people need to do is just type in front of the computer in their own rooms,","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Vform'}, {'idx_src': [18, 19], 'idx_tgt': [18], 'corr_type': 'Mec'}]"
And people on the other side will only need a second to receive the message.,and people on the other side will only need a second to receive the message.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Mec'}]"
"Distance and time are no longer the problems, which is convenient especially when instant chat is needed.","Distance and time are no longer problems, which is convenient especially when instant chat is needed.","[{'idx_src': [6], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"However, when people become more and more addicted to this convenience and fail to communicate with people who are close to them, their face-to-face interpersonal skills are lost.","However, when people become more and more addicted to this convenience and fail to communicate with people who are close to them, their face-to-face interpersonal skills are lost.",[]
Social media provides people a way of talking and chatting which can never be considered as a way of communication.,Social media provides people with a way of talking and chatting which can never be considered as a way of communication.,"[{'idx_src': [], 'idx_tgt': [4], 'corr_type': 'Prep'}]"
"When ones chat on those media sites, there is no eye connection, no emotion delivery and even the expressions are typed in by using some combinations of punctuations.","When people chat on those media sites, there is no eye connection, no emotion delivery and even the expressions are typed in by using combinations of punctuations.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Pref'}, {'idx_src': [26], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"For more convenience, sentences are shortened to simply three or four words such as lol(which means laugh intensively) and ""asap"" (which means as soon as possible).","For more convenience, sentences are shortened to simply three or four words such as 'lol' (which means to laugh intensively) and ""asap"" (which means as soon as possible).","[{'idx_src': [15], 'idx_tgt': [15, 16], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [20], 'corr_type': 'Others'}]"
People indeed go to great length to make their words as shorter as they can.,People indeed go to great lengths to make their words as short as they can.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Wform'}]"
"While, once they are communicating with people in their face, expressing themselves appropriately become really a big problem.","Then,, once they are communicating with people in person, expressing themselves appropriately becomes a really big problem.","[{'idx_src': [0], 'idx_tgt': [0, 1], 'corr_type': 'Wci'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Wci'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'SVA'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'WOadv'}]"
Social media also provides people huge brunch information about people and things that they interests.,Social media also provides people with a huge bunch of information about people and things that interest them.,"[{'idx_src': [], 'idx_tgt': [5, 6], 'corr_type': 'Prep'}, {'idx_src': [6], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [14], 'idx_tgt': [16, 17], 'corr_type': 'WOinc'}]"
"For example, on Twitter, it is exciting to follow people that you adore like famous movie and series stars, business men and entrepreneurs.","For example, on Twitter, it is exciting to follow people that you adore like famous movie and series stars, or business men and entrepreneurs.","[{'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Trans'}]"
It makes people feel extreme close to their admirers 'lives and works.,It makes people feel extremely close to the lives and work of the people they admire.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Wform'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}, {'idx_src': [8, 9], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [12], 'idx_tgt': [10, 11, 12, 13, 14, 15], 'corr_type': 'WOinc'}]"
Updated news people care about can be easily obtained when you refresh your social media sites on your smart phones and laptops almost every time at any time.,Updated news people care about can be easily obtained when you refresh your social media sites on your smart phones and laptops almost every time and at any time.,"[{'idx_src': [], 'idx_tgt': [25], 'corr_type': 'Trans'}]"
"However, after one has registered in those social media sites which are not reliable, all the information you have filled in will be a weapon against you in the future.","However, after one has registered with those social media sites which are not reliable, all the information you have filled in will be a weapon against you in the future.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Prep'}]"
"Furthermore, not everyone on the social media sites is honest.","Furthermore, not everyone on the social media sites is honest.",[]
The profile picture may not be the person who that user says he or she really is.,The profile picture may not be the person who that user says they really are.,"[{'idx_src': [12, 13, 14], 'idx_tgt': [12], 'corr_type': 'Pref'}, {'idx_src': [16], 'idx_tgt': [14], 'corr_type': 'SVA'}]"
"The reason might just be that he or she just wants to ""decorate"" his or her face.","The reason might just be that they just want to ""decorate"" their face.","[{'idx_src': [6, 7, 8], 'idx_tgt': [6], 'corr_type': 'Pref'}, {'idx_src': [10], 'idx_tgt': [8], 'corr_type': 'SVA'}, {'idx_src': [15, 16, 17], 'idx_tgt': [13], 'corr_type': 'Pref'}]"
But there is possibility that the person on the other side is deceiving you in order to obtain your information against you.,But there is a possibility that the person on the other side is deceiving you in order to use your information against you.,"[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}, {'idx_src': [17], 'idx_tgt': [18], 'corr_type': 'Wci'}]"
No pledge of authenticity risks people's information and privacy that are shared on social media sites.,The lack of a pledge of authenticity risks people's information and privacy that is shared on social media sites.,"[{'idx_src': [0], 'idx_tgt': [0, 1, 2, 3], 'corr_type': 'Wci'}, {'idx_src': [11], 'idx_tgt': [14], 'corr_type': 'SVA'}]"
"To sum up, social media has advantages and disadvantages in people's daily life.","To sum up, social media has advantages and disadvantages in people's daily lives.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Nn'}]"
It shortens the distance between people from all over the world and makes instant communication possible.,It shortens the distance between people from all over the world and makes instant communication possible.,[]
And it becomes more convenient to obtain and update information by using social media.,It becomes more convenient to obtain and update information by using social media.,"[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}]"
"On the contrary, social media makes people lose their ability to communicate effectively in their real lives and makes people risk exposing their privacy to those whose identity can not be verified on the social media sites.","On the contrary, social media makes people lose their ability to communicate effectively in their real lives and makes people risk exposing their privacy to those whose identity can not be verified on the social media sites.",[]
How do social media help change our lives?,How does social media help change our lives?,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'SVA'}]"
"As the development of the technology, social media becomes more and more significant role in the whole world.","As technology develops, social media becomes more and more significant over the whole world.","[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [2], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [2], 'corr_type': 'WOinc'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15], 'idx_tgt': [11], 'corr_type': 'Prep'}]"
Everyone in the world can not stop using it every day to express their feelings or ideas and a log of other stuff which helps their friends know their lives better.,"Nobody in the world can stop using it every day to express their feelings or ideas and a log of other stuff, which helps their friends know their lives better.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Wci'}, {'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Mec'}]"
"However, it also raised the concerns about whether it brings us more benefits or a human disaster.","However, it also raised concerns about whether it brings us more benefits or is a human disaster.","[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'V0'}]"
"Although it helps to connect us with our friends wherever we are, it at the same time reduces the chance for us to talk to our friends face to face which may affect our interpersonal skills.","Although it helps to connect us with our friends wherever we are, at the same time it reduces the chance for us to talk to our friends face to face, which may affect our interpersonal skills.","[{'idx_src': [13], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [31], 'corr_type': 'Mec'}]"
"Thus, whether there are more advantages or disadvantages becomes a tough question for every human being.","Thus, whether there are more advantages or disadvantages becomes a tough question for every human being.",[]
Many people says they will support the social media since it really helps them to have a closer view about how their friends are going in other parts of the world.,"Many people say they will support social media, as it really helps them to have a closer view of how their friends are doing in other parts of the world.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'SVA'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Prep'}, {'idx_src': [24], 'idx_tgt': [24], 'corr_type': 'Wci'}]"
This is especially to people who are overseas.,This is especially true for people who are overseas.,"[{'idx_src': [3], 'idx_tgt': [3, 4], 'corr_type': 'Others'}]"
